representation,calibration_mode,calibration_target,num_files,total_candidate_points,total_candidates,mean_candidates_per_file,mean_candidate_point_rate,mean_candidate_length,max_candidate_length,mean_peak_score,max_peak_score,mean_threshold,mean_score,max_score
single_channel,global_quantile,0.995,29,2337,84,2.896551724137931,0.007385602038279207,26.276298701298703,149,90.0011027263136,5921.716808580511,19.08129351917841,2.2312284576481582,5921.716808580511
real_concat,global_quantile,0.995,29,2337,98,3.3793103448275863,0.005996990919992672,22.60860949395432,148,57.133102056719885,3035.8514640724256,13.305150625353635,1.642450932770865,3035.8514640724256
dual_mode,global_quantile,0.995,29,2337,63,2.1724137931034484,0.004179434777606048,23.643103448275863,102,10853.95659756177,1813136.6772294594,96.79068385139442,54.425842731577156,1813136.6772294594
