sample_index,axis,baseline_distance,mode_common,mode_difference,mode_coupling,mode_saliency
0,1.83680072276455,1.4999999975602132,-0.8068330648943176,0.07488133822481995,0.04472624886997139,-0.5359104808040486
1,1.83932689978794,1.5000000079919735,-0.8059608910358522,0.03699273352258335,0.0447301067735706,-0.5340380548355905
2,1.84211510855744,1.500000005843357,-0.8068027284122793,0.051510795571000426,0.04472981284629318,-0.5288073584320663
3,1.84517362168159,1.5000000060192291,-0.8060898210845429,0.03593043786509236,0.044746923680331674,-0.523620347186436
4,1.84850982587772,1.4999999976288632,-0.8065676206765094,0.05894688147650346,0.0447427213274337,-0.5173177368284926
5,1.85213018474657,1.500000004165379,-0.808638085575215,0.06071737176058291,0.04472659423556788,-0.5315240124535451
6,1.85604021103172,1.5000000058075444,-0.8093509929029513,0.021058278514970427,0.044740947493682355,-0.5285856544756636
7,1.86024444017022,1.5000000010858625,-0.8089262821545244,0.09258628739492858,0.04473292491183224,-0.5425486240661107
8,1.86474640549384,1.4999999950221612,-0.8097605354104143,0.07346494400164987,0.044739501006688484,-0.5578221613726012
9,1.86954861868956,1.499999994470181,-0.8094344182285294,0.02778616845246731,0.044732049757511265,-0.5633193014652857
10,1.8746525541901,1.499999995212351,-0.8083726413574067,0.029910762142408853,0.044734253145567546,-0.5586875873003128
11,1.88005863554486,1.500000003306001,-0.8107388869559589,-0.0005417608942529491,0.04474369367903333,-0.5614270536917272
12,1.88576622732925,1.4999999937762916,-0.8098439607359923,0.08444201514672339,0.04474943680174259,-0.5502260594158866
13,1.89177363417316,1.5000000014286603,-0.8116110608144244,0.08692070254202934,0.044740105248942785,-0.4957289093813565
14,1.89807810241433,1.500000001777709,-0.8110422517763427,0.007956617071859512,0.044744817317245625,-0.4854737142461054
15,1.90467582927672,1.5000000007194916,-0.8119068415141606,0.06602885990105266,0.04474415858386459,-0.4569126382726281
16,1.91156197719631,1.500000000256784,-0.8124225617087028,0.024953371940571525,0.04473648864258656,-0.44694050891143117
17,1.91873068494642,1.5000000036701024,-0.8121722857319689,0.06850755093058263,0.044731648529451364,-0.4243660504614906
18,1.92617508804253,1.499999997847871,-0.8123391363831248,0.05646818804925838,0.04473560560853194,-0.37803283875002797
19,1.93388734435637,1.500000002908073,-0.8143261759562523,0.01680909217704814,0.04473330916575588,-0.1727760555775187
20,1.9418586594838,1.5000000016550643,-0.8135753480259404,0.038409134323959246,0.0447454039588491,-0.13582493995885642
21,1.9500793161868,1.5000000010189056,-0.8129534501443192,0.1106453383341021,0.04473335646911525,0.08018303403611042
22,1.95853871995827,1.499999999417939,-0.8142351665101373,0.0076025197204977486,0.04472498706609058,0.029321754473414813
23,1.96722543180353,1.500000005470052,-0.8127790153726261,0.1074584435214649,0.0447351522195298,0.0025926351852992354
24,1.97612721526295,1.5000000015306236,-0.8127183424085493,0.0380550353798395,0.04473078436182872,-0.03606161696338323
25,1.98523107920365,1.5000000049631306,-0.812672837685547,0.029556655990066696,0.044722202433528264,-0.01061569753079985
26,1.9945233260861,1.5000000025776197,-0.8124984029138539,0.029202558694784064,0.04471388951992398,-0.2524081528474067
27,2.00398960686517,1.4999999964733204,-0.8116186449348513,0.005123828559862914,0.04470763047649457,-0.3062756237784708
28,2.01361498291475,1.499999997549872,-0.8113911213196185,0.08515021032916364,0.0447175000619398,-0.27936222829799207
29,2.02338397828183,1.500000001453828,-0.8120357715628513,0.020350083592231366,0.04471521674182549,-0.32722148915477345
30,2.03328064021703,1.4999999934722548,-0.8106554616303809,-0.016476210661303243,0.04473246039627593,-0.4007817851990356
31,2.04328860451123,1.4999999970166102,-0.8108147281609996,0.07736003190492341,0.04472768173502285,-0.36347526836735183
32,2.05339116071936,1.500000003067839,-0.8113228642351149,0.015392695915658417,0.044738791820641464,-0.44134909733640304
33,2.06357131856939,1.5000000034879928,-0.8109512423302275,-0.02249590128083624,0.044733366694231703,-0.43072902893591597
34,2.07381187054079,1.4999999955991952,-0.8085622443701742,0.0068943243735361155,0.044736373196307924,-0.4182449336994115
35,2.08409545397035,1.4999999929417844,-0.8093585770234886,-0.006207338165176111,0.04473600888550319,-0.4072033801553991
36,2.09440462007866,1.5000000015896715,-0.8093130723003757,0.09364858411824808,0.04474480418820785,-0.4166124256228729
37,2.10472190549218,1.499999999765632,-0.8083423048753684,0.01645499540653386,0.0447528300582575,-0.4400824466824498
38,2.11502989727512,1.4999999971150886,-0.80818303834486,0.08692070585350122,0.04474949318688268,-0.4371527021166503
39,2.12531130720269,1.5000000005937573,-0.8092448152158722,0.04442881873440722,0.044747087234101666,-0.44671233941936744
40,2.13554904137121,1.5000000012002606,-0.8077204069937471,0.05186489806154026,0.04475569564879088,-0.4662039647538381
41,2.14572626231709,1.500000001873593,-0.8083726413574067,0.010789409297967772,0.04475077075728341,-0.45691844654147074
42,2.15582646192954,1.5000000007272922,-0.807955514729517,0.03309764945349271,0.04473943555304019,-0.4486420426574654
43,2.16583352274068,1.5000000034442909,-0.8072198550402794,0.04407471759166533,0.04472472160205134,-0.42621421459075143
44,2.17573177799026,1.5000000077593518,-0.8064462747483558,0.07948461794157714,0.04472288849279739,-0.4226067726334124
45,2.18550607256275,1.49999999919985,-0.8063097605792383,0.07452723794307588,0.04472565853600741,-0.417765253233559
46,2.19514182377699,1.5000000018286548,-0.8056423579745043,0.007956617035431324,0.044723478270252796,-0.39866456494194313
47,2.20462507539078,1.4999999955617551,-0.8066737983636989,0.06248787340550514,0.04472969172479294,-0.36404609381927955
48,2.2139425528245,1.5000000012567247,-0.8053541613953054,0.008664815515768467,0.04473434105372803,-0.3054496999313718
49,2.22308171981679,1.4999999970094642,-0.8048081047187249,0.03699274158815339,0.04472924003089865,-0.23965453304092554
50,2.23203082788861,1.5000000016085828,-0.8053162407926193,0.07629773129959475,0.04471370997675997,-0.1596162061279759
51,2.24077895919114,1.4999999944073246,-0.8050811330569598,-0.02107949881772711,0.0447161569803245,0.06671070596984217
52,2.24931607107559,1.5000000033277356,-0.8045578287418806,0.10108466254117389,0.0447115318845482,0.03994201765814638
53,2.25763303181081,1.5000000046572803,-0.8040269403063744,-0.010102435828299276,0.04471785714104775,0.09003717609058905
54,2.26572165499923,1.4999999979773044,-0.8055210120463508,0.022828779372384783,0.04472505594365634,0.10906419652338395
55,2.27357473222541,1.500000004319056,-0.8044668192957655,0.11099943478339225,0.04472202374287586,0.026936092265171307
56,2.28118605774227,1.5000000030650484,-0.8038904261371466,0.04088782654171236,0.04473060883555114,0.2517663358348461
57,2.2885504507689,1.5000000024973754,-0.8054527549618473,0.03238945008218835,0.0447280974137243,0.4972314939226278
58,2.29566377482901,1.4999999914421265,-0.8037690802089931,0.017517298521964708,0.044723053077451114,0.5177622923728143
59,2.30252294757629,1.4999999922547125,-0.8056802785770799,0.012559911388289881,0.04473125766901827,0.8067990792843129
60,2.30912594849016,1.4999999932119754,-0.802980331676216,0.03593044726168758,0.04472916497086714,0.5744173770058868
61,2.31547182345927,1.500000003281803,-0.804504739898341,0.014330398653388664,0.044734634416871685,0.36934168779128923
62,2.32156068512698,1.4999999960670345,-0.8038070008115686,0.05611409034073657,0.04473562252780848,0.37756704077297526
63,2.32739370617833,1.5000000021596356,-0.8030865093632951,0.011851706201904694,0.0447325440291264,0.5432494320321163
64,2.33297311346936,1.5000000016173645,-0.8040572767883025,0.029556658433192218,0.04473865397369539,0.4515470995499402
65,2.33830217126253,1.500000004438221,-0.8040193561858373,-0.03807625952989021,0.044736982311837904,0.4343278152060371
66,2.34338516317801,1.4999999918200757,-0.8033747059426045,-0.009394228725270808,0.044735339904390374,0.649662303676671
67,2.34822736923139,1.500000006693083,-0.8032457758940241,0.11843551267110103,0.044736185337941804,0.6967788172111155
68,2.35283503308426,1.50000000584117,-0.8024494432405995,0.04655340907006893,0.04473288236367526,1.356442133421113
69,2.35721533130583,1.4999999978047485,-0.8027224715789449,0.017517293929279764,0.04473391666851962,0.9924902631097303
70,2.36137633942256,1.5000000041668888,-0.8036780707629884,0.052218994888434886,0.04473035797863896,1.1892023410113761
71,2.36532699101845,1.499999998417683,-0.8042165433190316,0.031327155954139964,0.04473538588226831,0.8633842943595196
72,2.36907703037079,1.499999998864278,-0.8038070008115686,0.05753048440095502,0.044735081043607544,0.8223092175434139
73,2.37263696772512,1.500000003077349,-0.80281348102506,0.02247467663722505,0.04473620437595351,0.8217681369234724
74,2.37601802869669,1.5000000044832429,-0.8036022295578372,0.03593043899203505,0.04473477642896594,0.667247508863926
75,2.37923209999185,1.4999999952545002,-0.8039586832217606,-0.004790943643446653,0.044736150357770586,0.5033826257628052
76,2.38229167713747,1.499999996609486,-0.8029424110736404,0.056114089935444096,0.04473358104991689,0.2510178974568915
77,2.3852097990029,1.4999999961609465,-0.8048839459237656,0.041950128745857275,0.04473288729904547,0.36936389037661177
78,2.38799998427173,1.5000000015825905,-0.8042544639216072,0.08408791012864061,0.044736451866930885,0.44069814438965543
79,2.39067616440075,1.4999999936537736,-0.8052783201901542,-0.0012499521272955432,0.04473669560491057,0.4757985324008387
80,2.39325261681836,1.5000000006710017,-0.804588165223919,0.062133770530597515,0.04473519218683401,0.6800250931103803
81,2.39574390006709,1.4999999966549074,-0.8043985622112619,0.015038601493624345,0.04473524153085495,0.6277116649407883
82,2.39816478767679,1.499999998861403,-0.8034505471477557,0.03522224504165127,0.04473741129165132,0.8926429167903667
83,2.40053019400172,1.500000001176527,-0.8047625999956121,0.03840913467842581,0.04473853108820036,0.7842200139856366
84,2.40285510136461,1.4999999983958008,-0.8048915300443028,0.0026451339265411247,0.044734296377362946,0.3962833597877582
85,2.40515448777581,1.4999999999039757,-0.8035188042322592,0.03061895679362125,0.04473226246501083,0.6002519758743767
86,2.40744325351128,1.5000000019824558,-0.8048611935622644,0.013976300549904161,0.04473418961200918,0.6897481047963042
87,2.40973614674272,1.5000000057453349,-0.8042089591984944,0.011851703628661447,0.044734192338287036,0.7143069692787899
88,2.41204769745607,1.5000000005955447,-0.8047777682366865,0.09223218873734366,0.04473358692058273,0.7014684411849027
89,2.41439214299306,1.5000000005839125,-0.803238191773487,0.055051789853253166,0.04473185179738495,0.7722240208132221
90,2.41678335732429,1.4999999918597873,-0.8044288986931899,-0.017538506653463726,0.044734477553045805,0.8812139480194846
91,2.41923478073543,1.5000000054866935,-0.8054527549618473,0.02884845753877195,0.044733821038099926,1.0185905321387192
92,2.4217593564718,1.4999999949522438,-0.8064614429894302,0.05398949694284561,0.04473256013451176,1.1283680348168947
93,2.42436946206054,1.4999999936810124,-0.8040269403063744,0.06992395463152438,0.04472906125811282,1.1403328657574499
94,2.42707684523545,1.500000003131403,-0.8050811330569598,-0.0005417607703965872,0.04472913943697623,1.1824116001675584
95,2.42989256447576,1.4999999995037578,-0.8050811330569598,-0.024620492734601956,0.044728033752541634,1.1194618687357056
96,2.4328269342508,1.5000000026916782,-0.8049673712492332,0.03593044030649386,0.04473098636426742,1.1527346218837164
97,2.43588947133938,1.5000000005662424,-0.8048687776826913,0.06886165231370404,0.04472930611342974,1.086773331092077
98,2.43908884349829,1.500000002245973,-0.8038600896552186,0.07417313659174175,0.044727398180603166,1.1733772978790993
99,2.44243282080491,1.499999996206962,-0.8041103656319525,0.02495337488226202,0.04472584874717334,1.0986810930098452
100,2.44592823181948,1.5000000043229564,-0.8050052918518088,0.08160921477757307,0.04472448591796146,1.1532167374061788
101,2.44958092011667,1.4999999976691254,-0.8036553184014871,-0.002666351122531854,0.04472531113656775,2.0125036243481214
102,2.45339571440088,1.5000000014894117,-0.8041937909575304,0.023891073935737018,0.044726036538500276,1.6093227372017174
103,2.45737640104205,1.4999999939788242,-0.8048991141647296,0.056822289978335126,0.044723738924438136,1.609577051319106
104,2.46152569089083,1.5000000036558063,-0.8036780707629884,0.08550430468662701,0.04472157681493208,1.552739764991097
105,2.46584519757179,1.4999999933146972,-0.803905594378221,-0.020017200942326993,0.04472146789008871,1.5699117310277728
106,2.47033542072736,1.499999991348418,-0.804178622716456,0.049386212120486064,0.04472241991652934,1.5286363226478776
107,2.47499573669447,1.5000000007472982,-0.8039966038243361,-0.011518829227961868,0.044723075334775445,1.259383434938493
108,2.47982439368793,1.5000000063109007,-0.8047095111520725,0.06921574700984269,0.04472234010949318,0.8137209594347007
109,2.48481850752475,1.499999992210298,-0.8036704866424511,0.041950131660275634,0.04472412017159151,1.2284410371105399
110,2.48997406361802,1.5000000045757416,-0.803306448858101,0.03911733024864323,0.04472447608498264,1.2130762636653878
111,2.49528592455858,1.500000000378608,-0.8036856548835255,0.024953371852081904,0.044725411001517015,1.3074466230180173
112,2.50074784266293,1.5000000040483568,-0.803852505534571,0.06956984775509398,0.04472512706307934,1.6255674160411189
113,2.50635247822945,1.5000000038079375,-0.803253360014451,0.04513701443072891,0.04472053339301773,1.5402677919125873
114,2.51209142309938,1.4999999919465563,-0.8030789252428683,0.015746802960886184,0.04472081478797386,1.099450268680102
115,2.51795522359764,1.4999999983903571,-0.8045578287418806,0.05009440496600528,0.04472124791242811,0.8798710282716308
116,2.5239334141697,1.4999999991476034,-0.8023053449509447,0.03415994771808337,0.04472038483783579,0.7112519286923779
117,2.53001455438108,1.5000000002341918,-0.803223023532523,-0.024974592279539742,0.04472256470351528,0.5442827892119594
118,2.53618627223452,1.500000001737427,-0.8040117720653002,0.08196331578887185,0.044723209349166855,0.4247187472180382
119,2.54243530416047,1.49999999572494,-0.8041862068369933,-0.0019581516695522474,0.044722508820362376,0.4363599645284163
120,2.54874754425171,1.5000000034394982,-0.8037842484500675,0.010435309137567269,0.04471765330492058,0.5956424916142805
121,2.55510810186983,1.5000000045649924,-0.8046488381879957,0.09896006736247574,0.044706757117996376,0.4622698573177854
122,2.56150135873591,1.5000000062444905,-0.8048536094417272,0.04903210202320008,0.04469942182564704,0.3971554375082468
123,2.56791102875514,1.4999999975172955,-0.804929450646768,0.010081214342838976,0.044690103039441355,0.24879962238051936
124,2.57432021934447,1.4999999981270609,-0.8047095111520725,0.053635395536274916,0.04467576025385857,0.20608525438532474
125,2.58071150181597,1.5000000045426962,-0.8039131784987582,0.029910755334241493,0.04465530252275477,-0.02176181508293793
126,2.58706698371902,1.4999999971506803,-0.8052252313466146,0.03805503859957796,0.04464398370826696,-0.046311353134307884
127,2.59336838096231,1.5000000006174052,-0.8040496926678757,0.026369767829722744,0.04461851966192358,-0.16206813189263625
128,2.59959708915266,1.4999999953541212,-0.8049218665263411,0.10250106488861843,0.04457296781402953,-0.09580866460814978
129,2.60573426293544,1.4999999978330645,-0.8054527549618473,0.07913052647099583,0.04450571379391146,-0.03596097406086694
130,2.61176089653286,1.499999997176425,-0.8053238249132669,0.04761571260123595,0.044435375738184055,-0.09299770730089676
131,2.61765790860582,1.4999999981819183,-0.8062945923382744,0.07311084256787426,0.044357824120347375,-0.1417299369203535
132,2.62340621987664,1.4999999992795017,-0.8047398476341109,0.03097305628574044,0.04424666994916118,-0.10964738725802094
133,2.62898683247234,1.499999995764944,-0.8080086035730566,0.034868148272476536,0.04410240574684559,-0.05072699916620771
134,2.63438091059821,1.4999999935266806,-0.8063780176638523,-0.01364341839147712,0.043923148331568955,0.1501579737877126
135,2.6395698666023,1.4999999968386868,-0.8074322104144377,0.01716319558947966,0.04372370907236487,0.18006791298587832
136,2.64453544727805,1.5000000031911755,-0.8066434618816606,-0.03807625867904443,0.04348531005167704,0.3047988843322768
137,2.64925981570517,1.4999999948975928,-0.8061808305305477,0.026723871027045685,0.043203659891994546,0.3757366675979647
138,2.65372563006971,1.500000002814206,-0.8077204069937471,-0.023204098885951565,0.04291989978138003,0.3093419768291757
139,2.65791612290151,1.5000000062522945,-0.8086608379367162,-0.009748337915089595,0.04263482938117881,0.16330128514793943
140,2.66181517450317,1.5000000010296075,-0.8061049893255069,0.03238945115819097,0.04223061257595412,-0.009663935281444594
141,2.66540738353211,1.5000000006465943,-0.8063931859048163,0.025307470695834895,0.041843287505773576,-0.1448913300705155
142,2.66867814520263,1.4999999971716151,-0.8066889666046629,-0.03241066995500373,0.04156372791764764,-0.18439314228006295
143,2.67161371881187,1.4999999994023758,-0.8076521499092435,-0.029223780149444562,0.04123198424215005,-0.26520191283164796
144,2.6742012970916,1.4999999947228309,-0.8071212614736271,0.009727117307728579,0.04090774475115788,-0.33072734871348003
145,2.67642907040782,1.5000000006071288,-0.8057106150591183,-0.0858796269145273,0.04061457362272178,-0.4084293736428768
146,2.67828629034416,1.4999999995391098,-0.8069240743404328,-0.06038449553110895,0.040253007019847374,-0.49321375785245886
147,2.67976331929523,1.4999999942866995,-0.804914282405804,-0.0338270641217221,0.04006010687760722,-0.5277131428945726
148,2.68085168470887,1.5000000073349613,-0.8051645583825379,-0.07596485830910296,0.03980447908433698,-0.5668676942269715
149,2.6815441276865,1.4999999958764751,-0.8040269403063744,-0.05188611616105113,0.039526162584341905,-0.6125423678323697
150,2.68183464971147,1.5000000051276252,-0.8031320140862975,-0.12766331610951395,0.03928330737304612,-0.6422989238434185
151,2.68171855009037,1.4999999995692856,-0.8027073033379809,-0.11349935114507528,0.03903882337018149,-0.6637287953655369
152,2.68119246047812,1.4999999966148947,-0.8008491938134337,-0.15988632325059163,0.03851853404477827,-0.6654258250960756
153,2.68025438010652,1.4999999941522144,-0.7993854585553852,-0.1574076284959225,0.037979755905631435,-0.6779303678565465
154,2.67890370148359,1.4999999919303126,-0.7969737082338307,-0.1885683425923074,0.037499454711089425,-0.6847235733022422
155,2.67714122917719,1.500000007050023,-0.7961394549779408,-0.1836109649266444,0.037070251285951795,-0.6927961000943011
156,2.67496919474488,1.4999999998161233,-0.7930299655697243,-0.19494212986958515,0.0364004409894875,-0.699225907423315
157,2.67239126110699,1.4999999963650186,-0.7891620641105481,-0.23814221051075957,0.0357995699489259,-0.7030165289955838
158,2.66941253671462,1.4999999924974756,-0.7871143515733438,-0.23176842567698108,0.03553842802657168,-0.7066175615142546
159,2.66603956864114,1.500000004727,-0.7825866316300812,-0.20875199512318277,0.03511154575554365,-0.7094467019490434
160,2.66228033636979,1.5000000047206126,-0.7788552443401331,-0.34685061919421667,0.03503797473291845,-0.7122995124550764
161,2.65814424861907,1.4999999952676932,-0.7718171805086637,-0.3525161992852292,0.035219898093019286,-0.7144903270144565
162,2.65364212542851,1.5000000074013662,-0.7675245683010606,-0.34968341276120296,0.03551536383317145,-0.7166640859553103
163,2.64878616857218,1.5000000000148856,-0.7612828371230159,-0.33728994294000736,0.0364309996290005,-0.7182853862371207
164,2.64358993183239,1.5000000032616791,-0.7545178016297817,-0.3896966019043161,0.03701306093572795,-0.7192365997137035
165,2.63806829150437,1.4999999943246654,-0.7465696433373815,-0.4336048786637993,0.03822581458114103,-0.7202544641561539
166,2.63223740989867,1.5000000020312343,-0.7388945133832165,-0.4803459547551223,0.04043846796744722,-0.7208800827596231
167,2.62611469351399,1.5000000057415763,-0.7278672021644175,-0.4683065889790342,0.042344937550736386,-0.7213861884627465
168,2.61971874463033,1.5000000005254617,-0.7167033767766113,-0.4853033406835843,0.04493430607348855,-0.7217687461624861
169,2.61306930841002,1.5000000070845887,-0.7047887234584932,-0.48849023453846563,0.047043122951354766,-0.721561425428114
170,2.60618721850954,1.5000000029480594,-0.6929726637069171,-0.4488311408630525,0.048779665393269576,-0.7214823840472244
171,2.59909433246381,1.4999999978434913,-0.6800417382407892,-0.42793929553950194,0.051029290732505034,-0.7209383320923346
172,2.59181347003093,1.5000000020280606,-0.6677402947767093,-0.5334608102605851,0.05297059979500386,-0.7204490417246328
173,2.58436834021054,1.4999999979950898,-0.6535883259086194,-0.4697229820505303,0.054642410278496846,-0.7195768174255662
174,2.57678347391602,1.4999999929434409,-0.6412034571190719,-0.3341030481594439,0.055728895720485006,-0.7182556155442462
175,2.56908414456746,1.5000000008678007,-0.6284545505449535,-0.3769490354952266,0.05596074453535128,-0.7168746927215705
