sample_index,axis,baseline_distance,mode_common,mode_difference,mode_coupling,mode_saliency
0,16.4032941904661,1.499999996714895,0.7640280468701273,-0.9256941865116359,-0.02494412798694767,-0.46164326451825044
1,16.3894639423452,1.499999994693016,0.7638866615858045,-0.7902789286505981,-0.025302451418232473,-0.46996876822830924
2,16.375605107544,1.499999999559821,0.7661582518206258,-0.890748301511458,-0.02457498482565223,-0.45868313924796983
3,16.3617258724465,1.4999999978770164,0.7660828463356354,-0.637390715210739,-0.024560152888240854,-0.47577779278963656
4,16.3478346933559,1.4999999951027263,0.7678831522894725,-1.0436365200000988,-0.0252546647269064,-0.4954485767567431
5,16.333940269931,1.4999999951326266,0.7676192330920061,-0.8223126457210809,-0.02520561331020735,-0.5087954667833212
6,16.3200515166093,1.500000000490224,0.7683261595137567,-0.7742620490420827,-0.025539034159186794,-0.5130966865321807
7,16.3061775282556,1.5000000061633083,0.7720681567056163,-0.7961032008251868,-0.025940775517556774,-0.5143882990205512
8,16.2923275563977,1.500000003222575,0.7699191003838016,-0.9970419905544086,-0.02525215192943426,-0.5169140921777866
9,16.2785109690885,1.5000000007448733,0.7711915679427058,-1.0101467026139148,-0.02518092197481704,-0.5144373155565154
10,16.2647372131989,1.4999999958352574,0.7717948118224919,-0.6199177847387441,-0.024827054918650737,-0.5050632043703736
11,16.251015774379,1.4999999967736986,0.7722378190467761,-0.9213259519508267,-0.025018098823710384,-0.5037373594900358
12,16.2373561394329,1.4999999979290368,0.7748675853352331,-1.010146712907843,-0.023661467641210267,-0.5137833752618155
13,16.2237677563209,1.4999999991441826,0.7747450514222266,-0.8659949750337126,-0.024777767445926142,-0.5086550478662734
14,16.2102599895686,1.4999999969973292,0.7744057267397699,-0.9533596697304472,-0.0247728795828514,-0.48810467924098155
15,16.1968420851429,1.5000000014965058,0.7764699518910733,-1.109160011567365,-0.02364668886878506,-0.47184848896420106
16,16.18352312655,1.4999999990672883,0.7753200182451755,-0.9431671154354447,-0.022569772553371514,-0.4511230330001655
17,16.170311996756,1.499999998811018,0.77642282346292,-0.8397855701391588,-0.02331390618615144,-0.42197190092865805
18,16.1572173293489,1.5000000034362768,0.775819579583134,-1.0407243331148983,-0.0228131635639966,-0.4136369156125847
19,16.1442474662466,1.5000000004525678,0.7779026561054793,-0.8092079239236953,-0.022024091150414035,-0.4420276718471392
20,16.1314104187487,1.5000000011743195,0.7779592102192906,-0.9169577017875998,-0.021359807555062893,-0.4286614309920322
21,16.1187138240919,1.5000000034506829,0.7777895478781308,-1.0567411922955827,-0.021776364384082248,-0.42339078550721726
22,16.1061649077853,1.500000000336435,0.7785247513565814,-1.1528423593255672,-0.021376893843381872,-0.41201479386200457
23,16.0937704395586,1.5000000030521556,0.7789394815238915,-0.7567891027345843,-0.02087555658916835,-0.40623578951833733
24,16.0815367003212,1.4999999946216809,0.7791374209220255,-0.6126373982636385,-0.019945537111211522,-0.4532995992672786
25,16.0694694366366,1.4999999943085407,0.779834921657981,-1.0960553352500828,-0.020007956186512924,-0.4584318249034257
26,16.0575738332618,1.4999999978134964,0.7809471525613835,-0.8397855736725326,-0.019261179301392515,-0.4587777454256949
