sample_index,axis,baseline_distance,signal
0,2.64593026566294,1.4999999924197205,47326.9285
1,2.64421549619008,1.5000000003348488,47326.852
2,2.64247835681008,1.4999999988586752,47326.912
3,2.64071338279686,1.4999999994998972,47326.912
4,2.63891528147345,1.5000000005735736,47326.9835
5,2.63707895432067,1.4999999996655822,47326.9705
6,2.63519951493511,1.499999993626241,47326.869000000006
7,2.63327231083592,1.4999999969627458,47326.8245
8,2.63129293605567,1.5000000010692731,47326.9485
9,2.62925723780911,1.4999999959974883,47326.819
10,2.62716131724156,1.500000000936165,47326.793
11,2.62500153518015,1.500000000812501,47326.7985
12,2.6227745090664,1.5000000066428285,47326.801
13,2.62047712309735,1.5000000016938542,47326.86
14,2.61810654596039,1.4999999944013105,47326.8185
15,2.61566024453815,1.5000000015215422,47326.783500000005
16,2.61313598392736,1.5000000007583032,47326.874
17,2.61053183630889,1.4999999989938853,47326.798
18,2.60784618303645,1.5000000040148829,47326.7235
19,2.60507771106377,1.5000000018232151,47326.7555
20,2.60222540510669,1.4999999987629793,47326.721000000005
21,2.59928854211378,1.5000000090817578,47326.681
22,2.59626668204754,1.4999999995008957,47326.6875
23,2.59315966119344,1.5000000022672964,47326.6505
24,2.58996758638137,1.499999991552011,47326.773
25,2.58669084215924,1.4999999928120231,47326.768
26,2.58333008560116,1.5000000018519877,47326.6865
27,2.57988624901454,1.4999999956375267,47326.733
28,2.57636053235781,1.4999999977318332,47326.7255
29,2.57275439224137,1.4999999934950052,47326.722
30,2.56906952623831,1.500000005783505,47326.61350000001
31,2.5653078573614,1.500000002761883,47326.734500000006
32,2.56147151813504,1.4999999984776438,47326.674
33,2.55756283835902,1.5000000013350767,47326.63250000001
34,2.55358433595597,1.5000000006502596,47326.696
35,2.54953871506225,1.4999999983755228,47326.7945
36,2.54542886176803,1.50000000491263,47326.721000000005
37,2.54125783660252,1.4999999931507149,47326.8095
38,2.5370288614078,1.500000003600131,47326.768
39,2.53274530642104,1.4999999988210189,47326.851
40,2.52841066490679,1.4999999984875776,47326.921
41,2.52402853654688,1.4999999916122293,47326.887
42,2.5196026152817,1.5000000014761927,47327.028
43,2.51513667203357,1.500000000398284,47326.9625
44,2.51063453623477,1.5000000034214886,47326.961
45,2.50610008928027,1.499999999172773,47327.0705
46,2.50153725909333,1.5000000022435112,47326.9485
47,2.49695001022914,1.5000000010557848,47327.1085
48,2.49234233619932,1.4999999973425149,47326.961
49,2.48771824233062,1.4999999978884062,47327.086500000005
50,2.48308172112166,1.5000000001937108,47327.051
51,2.47843673999425,1.4999999978521952,47327.116
52,2.47378722877503,1.5000000055202098,47327.266
53,2.46913706791107,1.5000000026478797,47327.1645
54,2.46449007876402,1.5000000018944444,47327.139
55,2.45985002031787,1.4999999949096774,47327.2815
56,2.45522058081589,1.5000000016929067,47327.2495
57,2.45060536488972,1.5000000030331309,47327.2295
58,2.44600788108805,1.4999999978684682,47327.145
59,2.44143153001497,1.500000002053124,47327.196
60,2.43687959216457,1.4999999996069724,47327.276
61,2.43235522120823,1.5000000006156906,47327.1545
62,2.42786143194894,1.5000000064285863,47327.229
63,2.42340108506328,1.499999995528771,47327.2045
64,2.41897687790492,1.5000000016531014,47327.1305
65,2.414591334605,1.5000000004559262,47327.166
66,2.41024680206265,1.500000000326172,47327.0985
67,2.40594544895237,1.4999999987376995,47327.1515
68,2.4016892653164,1.4999999944408653,47327.184
69,2.39748006226872,1.49999999506877,47327.2425
70,2.39331947223397,1.499999991958508,47327.134
71,2.38920894380673,1.4999999907999613,47327.2105
72,2.38514973359977,1.4999999953151737,47327.254
73,2.38114290454331,1.4999999995168902,47327.162500000006
74,2.37718932275883,1.49999999890499,47327.2155
75,2.37328965864647,1.4999999905759334,47327.165
76,2.36944438766812,1.4999999984927734,47327.262
77,2.3656537946698,1.4999999993305897,47327.164
78,2.36191797449839,1.5000000069434665,47327.14
79,2.35823683866497,1.499999996169585,47327.119
80,2.35461011551283,1.4999999969952185,47327.098
81,2.35103735426921,1.5000000053299354,47327.005
82,2.34751792446787,1.5000000054582012,47327.0335
83,2.34405102250356,1.4999999953873722,47327.0925
84,2.34063567200779,1.4999999986727428,47327.1125
85,2.33727072415755,1.4999999952404262,47327.05
86,2.33395486200376,1.5000000014607175,47327.0595
87,2.33068661242031,1.500000000210099,47327.0315
88,2.32746435435202,1.4999999984520271,47327.105
89,2.32428632730268,1.4999999959376416,47327.08
90,2.32115064037933,1.5000000036607644,47327.137
91,2.31805527993388,1.499999996821715,47327.1325
92,2.31499811125149,1.499999995850502,47327.1175
93,2.31197688126573,1.4999999986276218,47327.2425
94,2.30898921825474,1.5000000065845505,47327.275
95,2.30603263422175,1.4999999947708025,47327.236
96,2.30310452554931,1.5000000032627334,47327.288
97,2.30020218875205,1.5000000076492133,47327.3045
98,2.29732283256961,1.4999999985253734,47327.418000000005
99,2.29446358554491,1.5000000050695148,47327.3965
100,2.291621507196,1.5000000057579963,47327.313
101,2.2887935942071,1.499999996888344,47327.413
102,2.28597678156317,1.500000001272221,47327.347
103,2.28316794821417,1.4999999963259898,47327.434
104,2.28036392409687,1.500000005207163,47327.4015
105,2.27756149706969,1.5000000064630563,47327.3995
106,2.27475742289739,1.4999999985401402,47327.5175
107,2.27194843979474,1.500000002319134,47327.5125
108,2.26913127853866,1.5000000084304104,47327.383
