sample_index,axis,baseline_distance,signal
0,4.537,1.4999999996954283,47348.8995
2,4.531,1.4999999943654598,47349.043
3,4.553,1.5000000069128527,47349.0195
5,4.522,1.4999999998191085,47349.127
6,4.5,1.4999999932330783,47349.2775
8,4.494,1.4999999975077198,47349.413
9,4.454,1.5000000012807708,47349.4565
10,4.479,1.499999992904694,47349.5285
11,4.448,1.500000000768456,47349.555
13,4.426,1.4999999951940428,47349.68
15,4.433,1.49999999238988,47349.751
16,4.386,1.5000000021277395,47349.721
17,4.402,1.5000000028584122,47349.78999999999
19,4.374,1.500000003384932,47349.878
20,4.365,1.4999999968744822,47350.0645
22,4.349,1.5000000021602062,47350.049
23,4.343,1.5000000048393682,47350.1225
25,4.328,1.4999999946907894,47350.2335
26,4.334,1.5000000003752751,47350.148
28,4.297,1.500000005756416,47350.269
29,4.306,1.4999999965036144,47350.3535
34,4.282,1.5000000017342352,47350.5005
35,4.291,1.50000000210719,47350.4285
42,4.319,1.5000000000638547,47350.5545
47,4.38,1.5000000031129797,47350.6595
48,4.411,1.500000005991983,47350.78
49,4.396,1.5000000031588467,47350.66
53,4.47,1.4999999925153793,47350.8335
54,4.463,1.50000000142583,47350.832
56,4.485,1.499999996673796,47350.889500000005
59,4.50266666666667,1.5000000021584812,47350.8685
60,4.516,1.500000001339484,47350.9865
62,4.52427777777778,1.5000000016695028,47351.10799999999
63,4.547,1.4999999980606258,47351.022
64,4.574,1.4999999917824147,47351.067500000005
66,4.568,1.4999999972762807,47351.164
67,4.562,1.5000000026772462,47351.2375
70,4.579,1.500000008356794,47351.357
73,4.62,1.499999997127062,47351.533
74,4.59,1.5000000035505068,47351.572
75,4.614,1.5000000063877843,47351.676
86,4.506,1.5000000084485985,47352.08
101,4.275,1.5000000011960557,47353.0285
103,4.245,1.5000000004787386,47353.108
104,4.251,1.5000000044468935,47353.126
105,4.214,1.4999999993896718,47353.152
107,4.192,1.4999999971443896,47353.2195
109,4.171,1.5000000016442196,47353.3415
111,4.146,1.500000001327839,47353.4195
112,4.131,1.5000000075465365,47353.4575
113,4.115,1.499999997924124,47353.590500000006
114,4.14,1.5000000081481608,47353.629
116,4.072,1.500000007920273,47353.64
117,4.063,1.4999999996215805,47353.619
118,4.057,1.5000000047778417,47353.7845
120,4.051,1.5000000001387643,47353.7735
121,4.041,1.4999999968876825,47353.889
122,4.035,1.4999999958768424,47353.9385
124,4.026,1.4999999994093478,47353.893
128,4.011,1.5000000036290668,47354.037500000006
131,4.02,1.5000000024747615,47354.2395
138,4.078,1.4999999916686526,47354.3595
141,4.08416666666667,1.4999999957708203,47354.506
143,4.103,1.4999999941060014,47354.4185
149,4.155,1.499999999046837,47354.6345
150,4.162,1.5000000003636895,47354.716
151,4.223,1.499999993247174,47354.675
153,4.208,1.4999999993984614,47354.674
157,4.22133333333333,1.4999999955907872,47354.95
163,4.266,1.5000000041412442,47355.206000000006
173,4.359,1.5000000045083397,47355.358
174,4.312,1.5000000056414056,47355.346000000005
186,4.239,1.500000002180098,47355.728
192,4.183,1.5000000009265242,47356.123
196,4.125,1.5000000006909535,47356.4075
197,4.094,1.499999999155887,47356.431
204,3.995,1.499999999139207,47356.9215
205,3.989,1.5000000022560236,47357.004
206,3.958,1.5000000017088198,47357.105
207,3.943,1.4999999981383227,47357.1785
208,3.952,1.4999999965580535,47357.2405
210,3.915,1.4999999952323264,47357.4195
211,3.906,1.50000000031136,47357.418
