sample_index,axis,baseline_distance,signal
0,2.52116666666667,1.5000000063832408,47388.856
1,2.56,1.5000000012879526,47388.850000000006
2,2.575,1.5000000038396368,47388.863
3,2.591,1.5000000025506075,47388.90700000001
4,2.597,1.5000000080469318,47388.992
6,2.529,1.5000000047076727,47388.8935
9,2.569,1.500000002992992,47388.9355
14,2.554,1.5000000078334317,47388.9735
16,2.53066666666667,1.5000000018069293,47389.0945
17,2.58533333333333,1.500000000958328,47389.1365
18,2.56933333333333,1.5000000077597433,47389.0325
20,2.55864814814815,1.4999999945093767,47389.072
24,2.523,1.5000000007921312,47389.107
26,2.55144444444444,1.500000002157559,47388.9885
27,2.508,1.499999999302166,47389.0995
29,2.514,1.5000000000999538,47389.0445
33,2.538,1.500000006489402,47389.2065
35,2.4955,1.4999999997595226,47389.142
36,2.54566666666667,1.5000000014323196,47389.2135
37,2.492,1.50000000265041,47389.2095
39,2.477,1.5000000044509127,47389.2765
41,2.449,1.5000000009812176,47389.323
45,2.471,1.4999999977894385,47389.514500000005
46,2.5305,1.4999999993091413,47389.4325
51,2.501,1.4999999961543782,47389.624500000005
53,2.47133333333333,1.500000000704858,47389.783500000005
54,2.48375,1.5000000039814316,47389.776
55,2.51241666666667,1.4999999966716586,47389.7755
56,2.49925,1.4999999944578042,47389.855500000005
57,2.486,1.4999999964152242,47389.929
63,2.47616666666667,1.4999999991352733,47390.0735
79,2.581,1.4999999941047286,47390.4975
81,2.5895,1.5000000005622387,47390.4785
82,2.545,1.499999998140784,47390.399000000005
84,2.53,1.4999999996929163,47390.434
91,2.58366666666667,1.5000000042322597,47390.5085
92,2.57175,1.499999998563764,47390.5265
94,2.54925,1.4999999994735422,47390.5405
97,2.51966666666667,1.499999998767825,47390.548
98,2.55845833333333,1.5000000007278664,47390.5625
100,2.60283333333333,1.5000000009344936,47390.601
105,2.52475,1.499999995832524,47390.564
107,2.53225,1.5000000011245145,47390.6355
114,2.55,1.4999999958722572,47391.0155
136,2.553,1.5000000008136083,47392.1755
139,2.628,1.5000000070746256,47392.2055
142,2.551,1.5000000034974792,47392.186
150,2.58516666666667,1.5000000030256746,47392.3085
152,2.5885,1.499999997332705,47392.2825
159,2.622,1.4999999980383298,47392.3655
166,2.612,1.500000001770511,47392.620500000005
172,2.606,1.500000003047756,47392.8165
174,2.59966666666667,1.4999999998625302,47392.84
188,2.5355,1.4999999937676778,47393.2625
193,2.53566666666667,1.500000005537179,47393.404
194,2.572,1.50000000743441,47393.48
195,2.54633333333333,1.4999999934389312,47393.4435
196,2.546,1.5000000000981524,47393.474
197,2.5415,1.4999999970665236,47393.429
198,2.544,1.5000000024878746,47393.518
203,2.55866666666667,1.4999999992242468,47393.748
208,2.52916666666667,1.5000000052516786,47393.7735
213,2.52083333333333,1.50000000876091,47393.988
217,2.59583333333333,1.499999991410326,47394.022
218,2.52594444444444,1.4999999911968394,47393.964
230,2.56883333333333,1.500000000076131,47394.126
233,2.5435,1.4999999960890318,47394.137
255,2.563,1.5000000033434624,47394.8205
279,2.60225,1.500000006043347,47395.3955
283,2.637,1.4999999969029518,47395.467
286,2.6135,1.5000000026596465,47395.6005
287,2.643,1.5000000052691778,47395.6105
289,2.665,1.5000000033977468,47395.68
291,2.63877777777778,1.4999999980181224,47395.6465
293,2.658,1.4999999986609711,47395.686
295,2.64066666666667,1.5000000045261594,47395.852
296,2.58166666666667,1.500000004666989,47395.738
298,2.649,1.5000000070033737,47395.837
301,2.60408333333333,1.4999999990245807,47395.971000000005
305,2.61029166666667,1.5000000000377534,47396.102
307,2.62725,1.5000000032539804,47396.107
309,2.60025,1.5000000013738406,47396.2565
310,2.64675,1.4999999989371855,47396.257
315,2.59225,1.4999999951259175,47396.565
319,2.59475,1.5000000020836348,47396.7395
320,2.605875,1.4999999966177051,47396.7115
321,2.5715,1.4999999953956051,47396.741
332,2.55616666666667,1.499999999505182,47396.9115
340,2.48566666666667,1.500000005220932,47396.926
341,2.515,1.499999999573171,47396.999
343,2.524,1.5000000045045627,47397.042
344,2.47961111111111,1.499999997134054,47396.95
346,2.49866666666667,1.500000000401689,47397.058000000005
347,2.4945,1.500000004174007,47397.008
354,2.461,1.5000000021724753,47397.3135
359,2.52258333333333,1.499999998418211,47397.434
379,2.64133333333333,1.4999999974101708,47397.9155
380,2.674,1.4999999922065494,47397.7745
381,2.689,1.5000000013202583,47397.931
382,2.726,1.4999999939008737,47397.834
383,2.63360185185185,1.5000000054566536,47397.889500000005
384,2.64938888888889,1.499999999965404,47397.801
