sample_index,axis,baseline_distance,signal
0,2.147,1.4999999974071518,47293.505000000005
2,2.10522106481482,1.4999999933984844,47293.552500000005
3,2.06675,1.5000000025936977,47293.549
4,2.12611053240741,1.4999999973188871,47293.4335
5,2.04583333333333,1.50000000051171,47293.577
6,2.1005,1.4999999958225436,47293.526
7,2.121,1.5000000012907715,47293.5015
8,2.10866666666667,1.4999999948589218,47293.4855
9,2.09308333333333,1.5000000005383851,47293.4855
10,2.11,1.4999999987241974,47293.627
11,2.18016666666667,1.5000000052986395,47293.663
12,2.07782793209877,1.4999999993745328,47293.574
13,2.153,1.499999999293019,47293.608
15,2.163,1.4999999993394777,47293.748
16,2.10604094328704,1.5000000034225194,47293.8695
17,2.15333333333333,1.4999999947107354,47293.7505
18,2.09043287037037,1.5000000043273949,47293.8665
19,2.12968800636574,1.4999999996559057,47293.809
20,2.18933641975309,1.4999999996498803,47293.846000000005
21,2.178,1.50000000357319,47293.9045
22,2.11252777777778,1.50000000357319,47293.8775
23,2.126,1.5000000057109333,47293.935
25,2.05872222222222,1.4999999955113807,47294.0885
27,2.079,1.5000000052496885,47294.0965
28,2.13344444444444,1.5000000006722056,47294.152
29,2.07477777777778,1.4999999937553492,47294.0665
31,2.13731944444444,1.4999999964204245,47294.1885
32,2.058,1.499999996618074,47294.1995
33,2.08636805555556,1.4999999972215112,47294.191
34,2.14405092592593,1.499999998834343,47294.1335
35,2.116,1.4999999969975553,47294.1795
36,2.07133333333333,1.499999992349546,47294.258
37,2.14161111111111,1.4999999951933902,47294.2655
38,2.0545,1.5000000028533522,47294.32
40,2.094,1.5000000000641658,47294.294
41,2.07307407407407,1.499999996290575,47294.316000000006
42,2.08258333333333,1.499999993779858,47294.2505
43,2.086,1.500000001254678,47294.316000000006
44,2.10702777777778,1.4999999998414375,47294.329
45,2.0795,1.5000000027667486,47294.312000000005
46,2.15916666666667,1.500000007677576,47294.322
47,2.09166666666667,1.4999999972786529,47294.3975
48,2.13366666666667,1.5000000022950524,47294.3925
49,2.076,1.4999999993193338,47294.291
50,2.05004166666667,1.5000000002865006,47294.331
51,2.07516666666667,1.5000000009431098,47294.422
52,2.0845,1.5000000002369762,47294.318
53,2.11339583333333,1.4999999989772004,47294.3735
55,2.11266666666667,1.4999999945082363,47294.296
56,2.05993229166667,1.5000000020022086,47294.449
58,2.042,1.4999999931089882,47294.3245
61,2.11975,1.5000000038211578,47294.3625
62,2.10325,1.499999997468437,47294.386
63,2.064,1.500000001268599,47294.3155
64,2.0883125,1.499999994083441,47294.245
65,2.07,1.500000003180484,47294.3325
66,2.124,1.5000000012732375,47294.325
67,2.09925,1.5000000045428017,47294.3355
68,2.095,1.500000004085497,47294.3795
69,2.138,1.5000000004616287,47294.334
71,2.08475,1.4999999978275234,47294.443
74,2.10916666666667,1.4999999977025178,47294.478
75,2.132,1.499999998553827,47294.5015
78,2.16166666666667,1.5000000001815137,47294.3835
83,2.169,1.5000000013142851,47294.259
84,2.184,1.4999999982242518,47294.211
85,2.20466666666667,1.5000000005852665,47294.2605
86,2.206,1.500000004672568,47294.1745
90,2.09333333333333,1.4999999916790192,47294.312
91,2.17166666666667,1.499999998701414,47294.2865
101,2.09,1.5000000008711356,47294.539
102,2.13527777777778,1.49999999808755,47294.6005
105,2.09008333333333,1.4999999968745266,47294.7395
109,2.13222222222222,1.4999999970660534,47294.8735
111,2.11469444444444,1.500000001257709,47294.975
115,2.11427777777778,1.4999999938012971,47295.326
116,2.082875,1.5000000030812073,47295.22349999999
118,2.0985,1.5000000001700802,47295.3985
119,2.18,1.4999999972024478,47295.549
120,2.108,1.499999997060804,47295.5705
121,2.07508333333333,1.4999999963533346,47295.594
122,2.101,1.5000000028450289,47295.616
125,2.11697916666667,1.4999999986256165,47295.8105
126,2.09329166666667,1.499999994789311,47295.8435
127,2.08129166666667,1.5000000032318048,47295.9615
129,2.10316666666667,1.499999995226124,47295.9545
130,2.15233333333333,1.4999999950275178,47295.9735
131,2.16477777777778,1.499999995584645,47296.044
133,2.126875,1.4999999942013025,47296.0925
134,2.04775,1.500000006368696,47296.0665
135,2.07394444444444,1.4999999985992176,47296.229
136,2.094125,1.499999999260352,47296.137
138,2.11325,1.5000000033961174,47296.2645
139,2.09725,1.5000000017616812,47296.262
146,2.096875,1.500000004154271,47296.661
147,2.07333333333333,1.5000000013521826,47296.6305
148,2.05977083333333,1.5000000021965307,47296.746
151,2.11373611111111,1.500000006290983,47296.9485
152,2.078,1.4999999987023869,47296.9415
154,2.10225,1.5000000033811869,47297.0095
155,2.12737037037037,1.4999999995131532,47297.0555
156,2.093375,1.5000000031338254,47297.031
163,2.11977777777778,1.4999999953966805,47297.453
165,2.12983333333333,1.4999999930307972,47297.4855
167,2.09777777777778,1.49999999974264,47297.551
168,2.1465,1.4999999938985982,47297.6665
170,2.11066666666667,1.4999999918792588,47297.65549999999
171,2.173,1.5000000045182686,47297.7685
172,2.11983333333333,1.5000000053652551,47297.817
173,2.11566666666667,1.500000002820682,47297.825500000006
174,2.1185,1.500000004484826,47297.7745
175,2.09433333333333,1.500000003344219,47297.891
177,2.1655,1.5000000005239726,47298.0125
180,2.127625,1.500000005165745,47297.9765
182,2.157,1.5000000035013337,47297.993
183,2.18833333333333,1.500000003736661,47298.06
185,2.12333333333333,1.500000004011816,47298.0685
188,2.13325,1.5000000048005615,47298.1505
189,2.13155555555556,1.500000000843858,47298.1555
192,2.1225,1.4999999989037789,47298.219
194,2.1615,1.4999999961435029,47298.2585
199,2.19,1.499999993921134,47298.3415
