sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual
0,1.90415281185717,1.4999999916147868,47334.835,47349.098958425086,-14.263958425086457,-14.077573791024042,2.819182781579547,-4.993494527210677,4.993494527210677,14.263958425086457
1,1.90121128321286,1.4999999964773605,47334.8305,47349.042307670716,-14.211807670719281,-14.024276236667598,2.759819350330252,-5.081592110363815,5.081592110363815,14.211807670719281
2,1.89821669856382,1.4999999960967465,47334.8785,47348.98576540988,-14.10726540988253,-13.947476639267864,2.7004559190809574,-5.164859955949435,5.164859955949435,14.10726540988253
3,1.89516972823188,1.499999996761236,47335.0145,47348.92933153018,-13.914831530179072,-13.881126756503363,2.624479442330942,-5.289097156796467,5.289097156796467,13.914831530179072
4,1.89207111117529,1.5000000016096573,47334.983,47348.87300591925,-13.890005919252872,-13.81425533018935,2.5485029655809264,-5.420537278849278,5.420537278849278,13.890005919252872
5,1.8889216602503,1.4999999990101776,47335.059,47348.81678846489,-13.75778846488538,-13.68203750190393,2.456254984024299,-5.570283863399004,5.570283863399004,13.75778846488538
6,1.88572225875644,1.500000003717037,47335.274000000005,47348.760679054874,-13.486679054869455,-13.553927718247804,2.364007002467671,-5.733454978813313,5.733454978813313,13.486679054869455
7,1.88247385964021,1.500000003898087,47335.288,47348.70467757715,-13.416677577151859,-13.434259200455724,2.2493541360095777,-5.9724962758814435,5.9724962758814435,13.416677577151859
8,1.87917747571821,1.500000002231528,47335.3695,47348.64878391968,-13.279283919677255,-13.312087392066637,2.1347012695514844,-6.236042289356767,6.236042289356767,13.279283919677255
9,1.87583416788388,1.5000000022322408,47335.519,47348.59299797052,-13.073997970517667,-13.1905788478026,2.014154934654613,-6.548939518431098,6.548939518431098,13.073997970517667
10,1.87244503381802,1.4999999936880617,47335.4785,47348.53731961781,-13.058819617814152,-13.065289011356072,1.8936085997577408,-6.899677691064342,6.899677691064342,13.058819617814152
11,1.86901120410768,1.500000000997206,47335.4515,47348.48174874976,-13.03024874975381,-12.966384437609426,1.767513463521034,-7.335946630799241,7.335946630799241,13.03024874975381
12,1.86553383461578,1.4999999978813048,47335.611,47348.426285254674,-12.815285254677292,-12.859531681512534,1.6414183272843272,-7.834402399288551,7.834402399288551,12.815285254677292
13,1.86201410572406,1.5000000000404474,47335.5745,47348.37092902088,-12.79642902087653,-12.753563964768546,1.499833842538917,-8.503317902988059,8.503317902988059,12.79642902087653
14,1.85845322602451,1.5000000004875649,47335.68550000001,47348.31567993687,-12.630179936866625,-12.670092286930917,1.358249357793507,-9.32825199896552,9.32825199896552,12.630179936866625
15,1.85485243802346,1.499999994357469,47335.664,47348.26053789115,-12.596537891149637,-12.57806098096464,1.2185134269631255,-10.322463998047743,10.322463998047743,12.596537891149637
16,1.85121301361439,1.499999995758734,47335.7505,47348.20550277228,-12.45500277227984,-12.482692157690407,1.0787774961327437,-11.571146230282885,11.571146230282885,12.45500277227984
17,1.84753624956267,1.5000000089380323,47335.825,47348.15057446898,-12.325574468981358,-12.404596816890667,1.0770064569216113,-11.517662440340894,11.517662440340894,12.325574468981358
18,1.84382345850974,1.500000005163469,47335.773,47348.09575286998,-12.322752869979013,-12.316830402876398,1.0770064569216113,-11.436171365287242,11.436171365287242,12.322752869979013
19,1.84007595593933,1.5000000027772982,47335.8105,47348.04103786412,-12.23053786411765,-12.242337248915444,1.0770064569216113,-11.3670045060895,11.3670045060895,12.23053786411765
20,1.83629504948189,1.5000000010168193,47335.8145,47347.986429340286,-12.171929340285715,-12.169672799466449,1.0770064569216113,-11.299535598190202,11.299535598190202,12.171929340285715
21,1.83248203603386,1.500000001855036,47335.8195,47347.93192718748,-12.112427187479625,-12.106836943515292,1.0770064569216113,-11.241192534834054,11.241192534834054,12.112427187479625
22,1.82863819797999,1.4999999951853904,47335.871,47347.87753129475,-12.006531294748129,-12.037607347896685,1.0770064569216113,-11.176912887136783,11.176912887136783,12.006531294748129
23,1.82476480284502,1.4999999953192114,47335.8635,47347.82324155122,-11.95974155121803,-11.959817235075105,1.0770064569216113,-11.10468480315303,11.10468480315303,11.95974155121803
24,1.82086310573667,1.499999998902152,47335.8265,47347.76905784611,-11.942557846108684,-11.878133160928781,1.0770064569216113,-11.028841177869854,11.028841177869854,11.942557846108684
25,1.81693435431021,1.5000000030840714,47335.8255,47347.71498006872,-11.889480068719422,-11.787166125858171,1.0770064569216113,-10.944378327637162,10.944378327637162,11.889480068719422
26,1.8129797888411,1.5000000004907552,47335.9585,47347.661008108415,-11.702508108413895,-11.677749352559557,1.0770064569216113,-10.842784903943718,10.842784903943718,11.702508108413895
27,1.80900064326797,1.499999992442806,47335.9845,47347.60714185458,-11.6226418545848,-11.570327174917717,1.0770064569216113,-10.743043461400388,10.743043461400388,11.6226418545848
28,1.80499813440022,1.5000000043909756,47336.058000000005,47347.553381196805,-11.495381196800736,-11.440955038006198,1.0770064569216113,-10.622921491768656,10.622921491768656,11.495381196800736
29,1.80097344826561,1.5000000011437145,47336.1465,47347.49972602465,-11.353226024650212,-11.285577275862225,1.0770064569216113,-10.478653311067042,10.478653311067042,11.353226024650212
30,1.79692772879684,1.4999999994091344,47336.3185,47347.44617622779,-11.127676227792108,-11.122249333711807,1.0770064569216113,-10.32700339188526,10.32700339188526,11.127676227792108
31,1.79286207784341,1.4999999953321226,47336.353,47347.392731695974,-11.039731695971568,-10.949082212408635,1.0770064569216113,-10.166217799384606,10.166217799384606,11.039731695971568
