sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual
0,2.52116666666667,1.5000000063832408,47388.856,47376.8111558309,12.044844169096905,11.422126385396405,3.6016916988397902,3.171322628495883,3.171322628495883,12.044844169096905
1,2.56,1.5000000012879526,47388.850000000006,47377.14378172262,11.706218277387961,11.259072995891378,3.5426974357414367,3.1781074167670242,3.1781074167670242,11.706218277387961
2,2.575,1.5000000038396368,47388.863,47377.47393272841,11.3890672715861,11.102833624688044,3.483703172643083,3.1870779668821014,3.1870779668821014,11.3890672715861
3,2.591,1.5000000025506075,47388.90700000001,47377.80162463373,11.105375366278167,10.950652592852748,3.430490825890479,3.192153294859841,3.192153294859841,11.105375366278167
4,2.597,1.5000000080469318,47388.992,47378.126873157365,10.86512684263289,10.810663917209443,3.377278479137874,3.2009986691915047,3.2009986691915047,10.86512684263289
6,2.529,1.5000000047076727,47388.8935,47378.44969395163,10.443806048366241,10.51895783568519,3.330801481558629,3.158086092468923,3.158086092468923,10.443806048366241
9,2.569,1.500000002992992,47388.9355,47378.77010260253,10.165397397468041,10.21877522900872,3.2843244839793857,3.1113780866826373,3.1113780866826373,10.165397397468041
14,2.554,1.5000000078334317,47388.9735,47379.088114629994,9.885385370005679,9.92393391000385,3.1716043574484387,3.1289949159950305,3.1289949159950305,9.885385370005679
16,2.53066666666667,1.5000000018069293,47389.0945,47379.403745487936,9.690754512062995,9.630473979641263,3.0588842309174917,3.148361707285884,3.148361707285884,9.690754512062995
17,2.58533333333333,1.500000000958328,47389.1365,47379.71701056462,9.419489435378637,9.316768937978647,2.9374760103484223,3.1716919236639347,3.1716919236639347,9.419489435378637
18,2.56933333333333,1.5000000077597433,47389.0325,47380.0279251827,9.004574817299726,9.028692350627454,2.8160677897793533,3.2061345907212258,3.2061345907212258,9.004574817299726
20,2.55864814814815,1.4999999945093767,47389.072,47380.33650459946,8.735495400542277,8.73217340413895,2.701727539768673,3.232070323747973,3.232070323747973,8.735495400542277
24,2.523,1.5000000007921312,47389.107,47380.64276400699,8.464235993014881,8.451752461374983,2.587387289757993,3.266520050875532,3.266520050875532,8.464235993014881
26,2.55144444444444,1.500000002157559,47388.9885,47380.94671853233,8.041781467669352,8.153025505760322,2.4760755023632686,3.2927208794637877,3.2927208794637877,8.041781467669352
27,2.508,1.499999999302166,47389.0995,47381.24838323779,7.851116762205493,7.85986636333271,2.364763714968544,3.323742796619011,3.323742796619011,7.851116762205493
29,2.514,1.5000000000999538,47389.0445,47381.54777312093,7.4967268790715025,7.580093369224212,2.2501878081322615,3.3686492042261875,3.3686492042261875,7.4967268790715025
33,2.538,1.500000006489402,47389.2065,47381.84490311487,7.361596885129984,7.305636034147432,2.135611901295979,3.420863139840186,3.420863139840186,7.361596885129984
35,2.4955,1.4999999997595226,47389.142,47382.13978808847,7.002211911531049,7.034701710878128,2.0170839625568115,3.487560181660011,3.487560181660011,7.002211911531049
36,2.54566666666667,1.5000000014323196,47389.2135,47382.43244284647,6.781057153530128,6.800442260740965,1.898556023817644,3.581902338107746,3.581902338107746,6.781057153530128
37,2.492,1.50000000265041,47389.2095,47382.722882129674,6.4866178703232436,6.546954053434699,1.765361268485401,3.708563323727888,3.708563323727888,6.4866178703232436
39,2.477,1.5000000044509127,47389.2765,47383.01112061515,6.265379384851258,6.3231113001796375,1.632166513153158,3.8740601827224808,3.8740601827224808,6.265379384851258
41,2.449,1.5000000009812176,47389.323,47383.297172916406,6.025827083591139,6.101121609089508,1.4686832458524255,4.154143942418577,4.154143942418577,6.025827083591139
45,2.471,1.4999999977894385,47389.514500000005,47383.58105358357,5.93344641643489,5.887637096115213,1.3051999785516928,4.510908054602019,4.510908054602019,5.93344641643489
46,2.5305,1.4999999993091413,47389.4325,47383.86277710355,5.569722896449093,5.668309940411644,1.1426636227134055,4.960611178774988,4.960611178774988,5.569722896449093
