sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual
0,2.21025,1.49999999851467,47309.811,47313.87850308371,-4.067503083708289,-4.0171359555184605,1.0434657223045238,-3.849801550401197,3.849801550401197,4.067503083708289
1,2.246,1.4999999936028554,47309.7595,47313.799373537964,-4.039873537964013,-4.011081666337607,1.0318766145787501,-3.887171789405343,3.887171789405343,4.039873537964013
2,2.153,1.4999999994092696,47309.7205,47313.720640469495,-4.00014046949218,-3.996234737207747,1.0202875068529764,-3.9167731745867638,3.9167731745867638,4.00014046949218
3,2.18175,1.4999999974337144,47309.645,47313.64230288669,-3.997302886695252,-3.974128850186389,1.0072934912228249,-3.945353449432015,3.945353449432015,3.997302886695252
4,2.188,1.499999997599582,47309.5835,47313.56435979973,-3.9808597997325705,-3.968115941641574,0.9942994755926732,-3.9908659705128526,3.9908659705128526,3.9808597997325705
5,2.178,1.5000000064867705,47309.506,47313.486810220435,-3.980810220433341,-3.935340852113667,0.9920069198485559,-3.9670497991228255,3.9670497991228255,3.980810220433341
6,2.169,1.4999999948819471,47309.5025,47313.40965316243,-3.9071531624285853,-3.8951805118445515,0.9897143641044387,-3.93566129089091,3.93566129089091,3.9071531624285853
7,2.23,1.5000000039123542,47309.5135,47313.33288764104,-3.819387641036883,-3.851300602815172,0.9751613253114262,-3.949398425522286,3.949398425522286,3.819387641036883
8,2.2,1.4999999944426037,47309.336500000005,47313.25651267329,-3.920012673283054,-3.7953668087308565,0.9606082865184138,-3.951003610937624,3.951003610937624,3.920012673283054
11,2.163,1.499999999630708,47309.408,47313.18052727796,-3.772527277957124,-3.729100370572673,0.9590726439990045,-3.888235572045514,3.888235572045514,3.772527277957124
12,2.221,1.5000000008374863,47309.4265,47313.10493047554,-3.6784304755419726,-3.6685558643762812,0.9575370014795951,-3.831241882775908,3.831241882775908,3.6784304755419726
13,2.184,1.4999999999664688,47309.4245,47313.02972128823,-3.605221288227767,-3.6017323123338025,0.9568251584910271,-3.764253354305565,3.764253354305565,3.605221288227767
14,2.12530555555556,1.49999999338138,47309.461,47312.95489873994,-3.4938987399364123,-3.5255176272443753,0.9561133155024591,-3.687342880892351,3.687342880892351,3.4938987399364123
17,2.19601851851852,1.5000000049583508,47309.496,47312.88046185631,-3.384461856308917,-3.4226330569524888,0.9503682760246563,-3.6013755333555473,3.6013755333555473,3.384461856308917
18,2.116,1.4999999941970226,47309.370500000005,47312.80640966467,-3.4359096646658145,-3.326577628788881,0.9446232365468534,-3.521591995714031,3.521591995714031,3.4359096646658145
19,2.19877777777778,1.4999999946604177,47309.427,47312.73274119405,-3.305741194046277,-3.2227392606801004,0.9404750128804531,-3.4267143906456488,3.4267143906456488,3.305741194046277
20,2.147,1.50000000448922,47309.526,47312.65945547523,-3.13345547523204,-3.127894761147521,0.9363267892140529,-3.3406015903625454,3.3406015903625454,3.13345547523204
22,2.17244444444444,1.4999999942945277,47309.5925,47312.586551540655,-2.9940515406560735,-3.0221542737514633,0.8977961210248159,-3.3661921710039646,3.3661921710039646,2.9940515406560735
23,2.18724074074074,1.4999999947579228,47309.606,47312.514028424484,-2.9080284244846553,-2.9236834993029737,0.8592654528355789,-3.4025381675183244,3.4025381675183244,2.9080284244846553
26,2.095,1.50000000448922,47309.698,47312.44188516256,-2.743885162562947,-2.804703695875004,0.826226537307739,-3.3945940601401365,3.3945940601401365,2.743885162562947
28,2.09760185185185,1.4999999946604177,47309.6185,47312.37012079243,-2.751620792434551,-2.7001583454572633,0.7931876217798991,-3.404186186615161,3.404186186615161,2.751620792434551
29,2.1225,1.50000000448922,47309.7565,47312.298734353375,-2.542234353371896,-2.6695464872835952,0.7594299371398449,-3.5151978566154587,3.5151978566154587,2.542234353371896
30,2.05659259259259,1.50000000448922,47309.7295,47312.227724886274,-2.49822488627251,-2.6321449400646895,0.726449688726862,-3.6232997011501924,3.6232997011501924,2.49822488627251
