sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,denoised_signal,wavelet_background
0,2.514,1.4999999981048533,47319.8305,47319.82716241114,-0.010240193420031574,-0.006506513479689602,0.18969856738975516,-0.03429922307384274,0.03429922307384274,0.010240193420031574,47319.81692221772,47319.82716241114
1,2.538,1.4999999932729569,47319.788,47319.818191255414,-0.010977191799611319,-0.004331501987811255,0.18969856738975516,-0.022833604108942692,0.022833604108942692,0.010977191799611319,47319.807214063614,47319.818191255414
8,2.56,1.4999999977453078,47319.655,47319.80818291994,-0.008884810369636398,-0.0019149226115717153,0.18969856738975516,-0.010094554945358708,0.010094554945358708,0.008884810369636398,47319.79929810957,47319.80818291994
9,2.554,1.500000001463061,47319.696,47319.79717353266,-0.003598453986342065,0.000688798509145272,0.18969856738975516,0.0036310158723026347,0.0036310158723026347,0.003598453986342065,47319.79357507867,47319.79717353266
10,2.545,1.499999997408127,47319.694,47319.78461494735,0.0011680821771733463,0.003539112745784223,0.18969856738975516,0.01865650750283608,0.01865650750283608,0.0011680821771733463,47319.785783029525,47319.78461494735
11,2.569,1.4999999986892811,47319.7315,47319.77064280681,0.006543555471580476,0.008543713418475818,0.18969856738975516,0.04503836552925507,0.04503836552925507,0.006543555471580476,47319.777186362284,47319.77064280681
12,2.575,1.499999998960069,47319.795,47319.75703308811,0.012584553645865526,0.014588070215217562,0.18969856738975516,0.07690131989897887,0.07690131989897887,0.012584553645865526,47319.76961764176,47319.75703308811
13,2.606,1.500000002299853,47319.743,47319.74389373462,0.018914846354164183,0.021384972980336495,0.18969856738975516,0.1127313362172044,0.1127313362172044,0.018914846354164183,47319.76280858098,47319.74389373462
14,2.637,1.499999999089254,47319.7755,47319.73047909334,0.026341626638895832,0.02864867908404752,0.18969856738975516,0.15102211618280634,0.15102211618280634,0.026341626638895832,47319.75682071998,47319.73047909334
15,2.622,1.4999999973588922,47319.823,47319.71727879605,0.03480121263419278,0.03648817468799987,0.18969856738975516,0.19234818264616188,0.19234818264616188,0.03480121263419278,47319.752080008686,47319.71727879605
16,2.628,1.500000001229118,47319.81,47319.70312636973,0.04342201937106438,0.04503939807101334,0.18969856738975516,0.2374261371119123,0.2374261371119123,0.04342201937106438,47319.7465483891,47319.70312636973
19,2.658,1.5000000021511573,47319.8575,47319.6879766349,0.05228731451643398,0.05444967635897532,0.18969856738975516,0.2870326176322822,0.2870326176322822,0.05228731451643398,47319.74026394942,47319.6879766349
20,2.665,1.4999999976799243,47319.718,47319.67284852952,0.061774900947057176,0.06482411923126266,0.18969856738975516,0.3417217120995693,0.3417217120995693,0.061774900947057176,47319.734623430464,47319.67284852952
21,2.689,1.4999999996689086,47319.794,47319.65751621982,0.0717235426127445,0.07622153273001055,0.18969856738975516,0.4018034178054998,0.4018034178054998,0.0717235426127445,47319.72923976243,47319.65751621982
22,2.674,1.499999997256279,47319.812,47319.640885181805,0.0835045659187017,0.08863619762996677,0.18969856738975516,0.4672475857335001,0.4672475857335001,0.0835045659187017,47319.724389747724,47319.640885181805
23,2.695,1.4999999993449042,47319.7875,47319.62299792781,0.0972770582375233,0.10215383656840357,0.18969856738975516,0.5385061045744117,0.5385061045744117,0.0972770582375233,47319.720274986044,47319.62299792781
25,2.705,1.499999995994039,47319.8345,47319.60424317731,0.11228483220475027,0.11692535725726177,0.18969856738975516,0.6163744875153783,0.6163744875153783,0.11228483220475027,47319.716528009514,47319.60424317731
27,2.717,1.4999999969428406,47319.8455,47319.58436752793,0.12891834812762681,0.13304616564871846,0.18969856738975516,0.7013556690460475,0.7013556690460475,0.12891834812762681,47319.71328587606,47319.58436752793
28,2.726,1.500000001124809,47319.859,47319.56430383057,0.14653319673379883,0.14981930694031892,0.18969856738975516,0.7897756372218657,0.7897756372218657,0.14653319673379883,47319.710837027305,47319.56430383057
29,2.8,1.500000000717985,47319.8465,47319.544114664146,0.1650807698169956,0.16632498951447713,0.18969856738975516,0.8767856911262033,0.8767856911262033,0.1650807698169956,47319.70919543396,47319.544114664146
30,2.742,1.5000000013312127,47319.8285,47319.523137620105,0.18523100071615772,0.18199849260337134,0.18969856738975516,0.9594088933177696,0.9594088933177696,0.18523100071615772,47319.70836862082,47319.523137620105
31,2.769,1.5000000052663167,47319.855,47319.50159043438,0.20686217647016747,0.19612919866146208,0.18969856738975516,1.0338992084136014,1.0338992084136014,0.20686217647016747,47319.70845261085,47319.50159043438
32,2.73683333333333,1.5000000017196753,47319.8205,47319.47808435201,0.2226818142371485,0.2084491780123143,0.18969856738975516,1.0988442394719518,1.0988442394719518,0.2226818142371485,47319.70076616625,47319.47808435201
34,2.747,1.499999998583228,47319.7795,47319.452417525434,0.23205570908612572,0.21878240643127356,0.18969856738975516,1.153316071079033,1.153316071079033,0.23205570908612572,47319.68447323452,47319.452417525434
35,2.779,1.4999999987811037,47319.764500000005,47319.42540599957,0.23833858603757108,0.22650809890263998,0.18969856738975516,1.1940422219280964,1.1940422219280964,0.23833858603757108,47319.66374458561,47319.42540599957
36,2.809,1.5000000009795034,47319.7705,47319.396638793994,0.2394611867275671,0.23102215934583606,0.18969856738975516,1.2178381867859727,1.2178381867859727,0.2394611867275671,47319.63609998072,47319.396638793994
38,2.84,1.5000000005654794,47319.694,47319.36676720004,0.2397981622852967,0.23222900731586074,0.18969856738975516,1.2242001113204108,1.2242001113204108,0.2397981622852967,47319.60656536232,47319.36676720004
39,2.83025,1.4999999983686438,47319.7125,47319.33584366809,0.2395322525044321,0.23082081830701404,0.18969856738975516,1.2167768132522003,1.2167768132522003,0.2395322525044321,47319.57537592059,47319.33584366809
40,2.868,1.4999999982217471,47319.696,47319.30317206637,0.23461200205929345,0.22737336156812185,0.18969856738975516,1.1986034723233305,1.1986034723233305,0.23461200205929345,47319.53778406843,47319.30317206637
41,2.831,1.5000000005947778,47319.592,47319.2688745906,0.22585754470492247,0.22220073369438373,0.18969856738975516,1.1713358553617832,1.1713358553617832,0.22585754470492247,47319.4947321353,47319.2688745906
44,2.825,1.499999999260296,47319.5925,47319.234192646385,0.2177238082003896,0.21542426180126817,0.18969856738975516,1.1356135408163464,1.1356135408163464,0.2177238082003896,47319.451916454585,47319.234192646385
46,2.853,1.5000000039170238,47319.387,47319.19913068956,0.210008113157528,0.2066455444114076,0.18969856738975516,1.0893363468941393,1.0893363468941393,0.210008113157528,47319.409138802715,47319.19913068956
47,2.862,1.4999999989202168,47319.41650000001,47319.1631598677,0.20102859843609622,0.19573963493732865,0.18969856738975516,1.0318456150233413,1.0318456150233413,0.20102859843609622,47319.364188466134,47319.1631598677
49,2.877,1.50000000154474,47319.3385,47319.12658241411,0.1917849351739278,0.18292923651056803,0.18969856738975516,0.9643153294601385,0.9643153294601385,0.1917849351739278,47319.31836734928,47319.12658241411
50,2.883,1.499999996788225,47319.315,47319.08847677267,0.17847293968952727,0.1691466852142993,0.18969856738975516,0.8916603195361517,0.8916603195361517,0.17847293968952727,47319.26694971236,47319.08847677267
52,2.914,1.5000000002229166,47319.3615,47319.04877219723,0.16078970577655127,0.15493420296277488,0.18969856738975516,0.8167389195114303,0.8167389195114303,0.16078970577655127,47319.20956190301,47319.04877219723
60,2.899,1.4999999963280155,47319.2555,47319.008170592606,0.14137906723772176,0.14040033333326896,0.18969856738975516,0.7401233191434813,0.7401233191434813,0.14137906723772176,47319.14954965984,47319.008170592606
61,2.93,1.499999999709597,47319.072,47318.96645904735,0.11931841621844796,0.12607343731603274,0.18969856738975516,0.6645987845390626,0.6645987845390626,0.11931841621844796,47319.085777463566,47318.96645904735
62,2.905,1.499999995808034,47319.197,47318.927879812065,0.10181458303850377,0.11134663326972966,0.18969856738975516,0.5869661263226968,0.5869661263226968,0.10181458303850377,47319.0296943951,47318.927879812065
63,2.893,1.5000000004970782,47319.063,47318.89294191271,0.08981146793666994,0.09593991647852818,0.18969856738975516,0.5057492937277158,0.5057492937277158,0.08981146793666994,47318.982753380646,47318.89294191271
66,2.945,1.4999999969318123,47319.0295,47318.85950509596,0.07920328649197472,0.0803067706615871,0.18969856738975516,0.4233388357466538,0.4233388357466538,0.07920328649197472,47318.938708382455,47318.85950509596
73,2.92,1.500000001396676,47319.05,47318.82882053282,0.07208653428097023,0.06434750647571895,0.18969856738975516,0.3392092379037866,0.3392092379037866,0.07208653428097023,47318.9009070671,47318.82882053282
92,2.837,1.499999997845537,47319.0705,47318.79861883681,0.059243698757200036,0.04933971897521082,0.18969856738975516,0.26009536948076845,0.26009536948076845,0.059243698757200036,47318.857862535566,47318.79861883681
93,2.816,1.5000000071603177,47319.086,47318.76880257096,0.03981248856871389,0.03593556671371011,0.18969856738975516,0.18943509805151454,0.18943509805151454,0.03981248856871389,47318.808615059526,47318.76880257096
