sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,denoised_signal,wavelet_background
0,2.52116666666667,1.5000000063832408,47388.856,47388.63589035832,0.1796675679506734,0.09209701001236681,0.5774141827798387,0.15949904376956103,0.15949904376956103,0.1796675679506734,47388.81555792627,47388.63589035832
1,2.56,1.5000000012879526,47388.850000000006,47388.68588662719,0.1362570834971848,0.06828289986030238,0.5735412635393131,0.11905490363314018,0.11905490363314018,0.1362570834971848,47388.822143710684,47388.68588662719
2,2.575,1.5000000038396368,47388.863,47388.73867614451,0.09288556031242479,0.044852360002031286,0.5696683442987875,0.07873416251914202,0.07873416251914202,0.09288556031242479,47388.83156170482,47388.73867614451
3,2.591,1.5000000025506075,47388.90700000001,47388.79374030891,0.05005680363683496,0.022645537012067507,0.5388404313734342,0.042026425066780865,0.042026425066780865,0.05005680363683496,47388.843797112546,47388.79374030891
4,2.597,1.5000000080469318,47388.992,47388.8578877922,0.001618034664716106,0.0016582374769819176,0.5080125184480807,0.0032641665643351483,0.0032641665643351483,0.001618034664716106,47388.85950582686,47388.8578877922
6,2.529,1.5000000047076727,47388.8935,47388.92928743916,-0.0507876509000198,-0.039745184968018696,0.5079986928104459,-0.07823875441122281,0.07823875441122281,0.0507876509000198,47388.87849978826,47388.92928743916
9,2.569,1.500000002992992,47388.9355,47388.99365758941,-0.09573087914759526,-0.07944890355348536,0.507984867172811,-0.1564001384443952,0.1564001384443952,0.09573087914759526,47388.89792671026,47388.99365758941
14,2.554,1.5000000078334317,47388.9735,47389.05037142198,-0.13280222391767893,-0.11763923964463174,0.4924288239389425,-0.23889592551393404,0.23889592551393404,0.13280222391767893,47388.91756919806,47389.05037142198
16,2.53066666666667,1.5000000018069293,47389.0945,47389.10487548369,-0.1662401588037028,-0.15380483187537822,0.476872780705074,-0.32252801606326137,0.32252801606326137,0.1662401588037028,47388.938635324885,47389.10487548369
17,2.58533333333333,1.500000000958328,47389.1365,47389.15327929748,-0.19296323405433213,-0.1869258742234605,0.4660868800942749,-0.40105371381758526,0.40105371381758526,0.19296323405433213,47388.96031606343,47389.15327929748
