sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,denoised_signal,wavelet_background
0,2.523,1.5000000040655377,47394.909,47394.625942126404,0.2622663926013047,0.22989127027540235,0.6392172485764255,0.3596449732659495,0.3596449732659495,0.2622663926013047,47394.888208519005,47394.625942126404
1,2.545,1.500000003422216,47394.806500000006,47394.656138139675,0.2502422326579108,0.21945612226894204,0.6374906381775202,0.3442499530602216,0.3442499530602216,0.2502422326579108,47394.90638037233,47394.656138139675
2,2.501,1.5000000034704926,47394.9175,47394.68781737412,0.23385430140479002,0.20835483194865187,0.6357640277786151,0.3277235308148087,0.3277235308148087,0.23385430140479002,47394.921671675525,47394.68781737412
3,2.508,1.4999999988656092,47394.819,47394.72065413952,0.2124314323591534,0.19663173883236595,0.6330089825034311,0.3106302505451416,0.3106302505451416,0.2124314323591534,47394.93308557188,47394.72065413952
4,2.486,1.499999995328911,47394.9095,47394.758876529064,0.19066199235385284,0.1842383708531593,0.6302539372282471,0.29232402999878,0.29232402999878,0.19066199235385284,47394.94953852142,47394.758876529064
6,2.471,1.5000000040435948,47394.892,47394.80134282204,0.16728038223664043,0.16102248518614537,0.6293986372152302,0.2558354525497358,0.2558354525497358,0.16728038223664043,47394.96862320427,47394.80134282204
8,2.477,1.4999999927842589,47394.999500000005,47394.839305412446,0.14174709002691088,0.13550406524154823,0.6302539372282471,0.2149991570659166,0.2149991570659166,0.14174709002691088,47394.98105250247,47394.839305412446
9,2.455,1.5000000078780835,47395.007,47394.87238472905,0.11457008701836457,0.1080570407405806,0.6330089825034311,0.17070380314863054,0.17070380314863054,0.11457008701836457,47394.98695481607,47394.87238472905
11,2.461,1.5000000043457349,47394.9555,47394.90390047222,0.08509142701950623,0.07906370493421694,0.6357640277786151,0.12436014225351612,0.12436014225351612,0.08509142701950623,47394.98899189924,47394.90390047222
12,2.418,1.4999999981870458,47394.9495,47394.93146957935,0.053323421598179266,0.04841831176599953,0.6374906381775202,0.07595140832878651,0.07595140832878651,0.053323421598179266,47394.98479300095,47394.93146957935
13,2.434,1.500000006855103,47395.0325,47394.961179854676,0.020576453156536445,0.016102881909723185,0.6392172485764255,0.02519156350299566,0.02519156350299566,0.020576453156536445,47394.98175630783,47394.961179854676
14,2.492,1.499999994098543,47395.0055,47394.99321328299,-0.013168919103918597,-0.017845987231541786,0.6439474987042503,-0.02771341959934846,0.02771341959934846,0.013168919103918597,47394.98004436389,47394.99321328299
16,2.424,1.5000000074980144,47394.946500000005,47395.02240256226,-0.04850858989811968,-0.05339563504255946,0.648677748832075,-0.08231457782958752,0.08231457782958752,0.04850858989811968,47394.97389397236,47395.02240256226
17,2.409,1.5000000049433202,47394.9635,47395.04991904765,-0.08514654616010375,-0.09045127898571081,0.6652904061364706,-0.1359575880719323,0.1359575880719323,0.08514654616010375,47394.96477250149,47395.04991904765
20,2.44,1.499999998976281,47394.8385,47395.08057379714,-0.12355848646984668,-0.1289035479745103,0.681903063440866,-0.18903500348578314,0.18903500348578314,0.12355848646984668,47394.95701531067,47395.08057379714
21,2.4265,1.4999999990610988,47394.943,47395.11408780908,-0.16379273224447388,-0.16877879774336987,0.6845021005991428,-0.2465716286270535,0.2465716286270535,0.16379273224447388,47394.95029507684,47395.11408780908
22,2.46466666666667,1.499999997792446,47394.949,47395.148856398744,-0.20537674328079447,-0.2101148359086235,0.6871011377574197,-0.3057989928446376,0.3057989928446376,0.20537674328079447,47394.94347965546,47395.148856398744
23,2.46133333333333,1.500000000824732,47394.9455,47395.18595978666,-0.24840936846885597,-0.252875056454084,0.6955070488954765,-0.3635837434799126,0.3635837434799126,0.24840936846885597,47394.93755041819,47395.18595978666
24,2.4965,1.4999999979043086,47394.9415,47395.22107278383,-0.29274699930101633,-0.29613671084209475,0.6871011377574197,-0.43099435376956907,0.43099435376956907,0.29274699930101633,47394.92832578453,47395.22107278383
28,2.47627777777778,1.499999998088009,47394.888,47395.253902951576,-0.3383007947631995,-0.33882828650692115,0.6845021005991428,-0.4949996299651172,0.4949996299651172,0.3383007947631995,47394.91560215681,47395.253902951576
29,2.403,1.499999994137982,47394.9565,47395.28742605372,-0.38519326259120135,-0.3802931730824639,0.681903063440866,-0.5576938915093209,0.5576938915093209,0.38519326259120135,47394.90223279113,47395.28742605372
31,2.457,1.5000000006229586,47394.8115,47395.32061705906,-0.4333505748072639,-0.4196574415149775,0.6652904061364706,-0.6307883559482645,0.6307883559482645,0.4333505748072639,47394.88726648425,47395.32061705906
37,2.48033333333333,1.4999999964579471,47394.7775,47395.360938278005,-0.4745014356522006,-0.456557551933252,0.648677748832075,-0.7038279835484882,0.7038279835484882,0.4745014356522006,47394.88643684235,47395.360938278005
38,2.467,1.4999999989048498,47394.781,47395.40939515838,-0.5077826674532844,-0.4906592707864345,0.6439474987042503,-0.7619553950807139,0.7619553950807139,0.5077826674532844,47394.901612490925,47395.40939515838
39,2.52508333333333,1.500000000017098,47394.7825,47395.46169428691,-0.5369767114243587,-0.5211279953889769,0.6392172485764255,-0.8152595953090436,0.8152595953090436,0.5369767114243587,47394.924717575486,47395.46169428691
40,2.45416666666667,1.4999999956588714,47394.8645,47395.5200149597,-0.5596551591734169,-0.5472045609454249,0.6377066269308993,-0.8580819734914233,0.8580819734914233,0.5596551591734169,47394.96035980053,47395.5200149597
