sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,denoised_signal,wavelet_background
0,5.544,1.499999995006474,47247.65,47247.64814615165,0.002927874869783409,0.0014011075691087171,0.2178616197019219,0.006431181274727102,0.006431181274727102,0.002927874869783409,47247.65107402652,47247.64814615165
1,5.523,1.5000000050996205,47247.7315,47247.65197558451,0.0015261225853464566,0.0012699799250791937,0.2178616197019219,0.005829296260703373,0.005829296260703373,0.0015261225853464566,47247.65350170709,47247.65197558451
2,5.501,1.500000001953395,47247.595,47247.655789533695,0.0008300247573060915,0.0011259318634984083,0.2178616197019219,0.005168105630715991,0.005168105630715991,0.0008300247573060915,47247.65661955845,47247.655789533695
3,5.486,1.5000000050444184,47247.6695,47247.65954277771,0.0009513521508779377,0.0009310566001659026,0.2178616197019219,0.004273614606555178,0.004273614606555178,0.0009513521508779377,47247.66049412986,47247.65954277771
4,5.492,1.500000001405925,47247.654,47247.66384236237,0.000770163482229691,0.0007022227986858019,0.2178616197019219,0.0032232515284086414,0.0032232515284086414,0.000770163482229691,47247.664612525856,47247.66384236237
5,5.471,1.4999999988137291,47247.55,47247.66852336097,0.0006143417049315758,0.0001636323326642418,0.2178616197019219,0.0007510837975414093,0.0007510837975414093,0.0006143417049315758,47247.66913770267,47247.66852336097
6,5.44,1.5000000043670576,47247.696,47247.67259414577,0.0002616434940136969,-0.0003322622392766385,0.2178616197019219,-0.0015251068073910377,0.0015251068073910377,0.0002616434940136969,47247.672855789264,47247.67259414577
7,5.418,1.4999999978040002,47247.583,47247.67602692298,-0.00043307024316163734,-0.0008866413966946615,0.2178616197019219,-0.004069745730834846,0.004069745730834846,0.00043307024316163734,47247.675593852735,47247.67602692298
8,5.424,1.499999998523943,47247.656,47247.679173922195,-0.0011284476131550036,-0.001616024171299715,0.2178616197019219,-0.007417663439346307,0.007417663439346307,0.0011284476131550036,47247.67804547458,47247.679173922195
9,5.397,1.5000000003944476,47247.627,47247.681769575545,-0.0019194393244106323,-0.0025159958968288265,0.2178616197019219,-0.01154859630746898,0.01154859630746898,0.0019194393244106323,47247.67985013622,47247.681769575545
10,5.403,1.499999998209264,47247.613,47247.68453722417,-0.002936928562121466,-0.003552417675059082,0.2178616197019219,-0.016305844415916385,0.016305844415916385,0.002936928562121466,47247.68160029561,47247.68453722417
11,5.381,1.499999996068743,47247.57,47247.687497465355,-0.004159387659456115,-0.004662355575419497,0.2178616197019219,-0.021400536642473,0.021400536642473,0.004159387659456115,47247.683338077695,47247.687497465355
15,5.372,1.5000000062678849,47247.5895,47247.69005368465,-0.0056130928205675445,-0.0058016286065038815,0.2178616197019219,-0.02662987916110082,0.02662987916110082,0.0056130928205675445,47247.68444059183,47247.69005368465
18,5.335,1.5000000010907597,47247.6625,47247.6923470703,-0.007329582047532313,-0.006946823798191165,0.2178616197019219,-0.031886404809143544,0.031886404809143544,0.007329582047532313,47247.68501748825,47247.6923470703
20,5.313,1.5000000070650383,47247.71000000001,47247.694882393305,-0.008713454299140722,-0.00810328221349563,0.2178616197019219,-0.037194629437633554,0.037194629437633554,0.008713454299140722,47247.686168939006,47247.694882393305
22,5.304,1.5000000010098666,47247.807,47247.69762559145,-0.009727797609230038,-0.00926566432786381,0.2178616197019219,-0.04253004425718071,0.04253004425718071,0.009727797609230038,47247.68789779384,47247.69762559145
23,5.29183333333333,1.5000000048040074,47247.7315,47247.70042179086,-0.010686527522921097,-0.01039721782904558,0.2178616197019219,-0.04772395359619123,0.04772395359619123,0.010686527522921097,47247.68973526334,47247.70042179086
24,5.298,1.500000005013142,47247.6875,47247.70338382513,-0.011435204338340554,-0.011467238572852997,0.2178616197019219,-0.05263542329549585,0.05263542329549585,0.011435204338340554,47247.69194862079,47247.70338382513
26,5.283,1.500000002234306,47247.7495,47247.706043968064,-0.012327565062150825,-0.012461978521767177,0.2178616197019219,-0.057201348905868074,0.057201348905868074,0.012327565062150825,47247.693716403,47247.706043968064
29,5.252,1.4999999958217154,47247.759,47247.70837338318,-0.01339836759143509,-0.01343175338600607,0.2178616197019219,-0.06165268303973589,0.06165268303973589,0.01339836759143509,47247.69497501559,47247.70837338318
30,5.261,1.4999999931294306,47247.784,47247.710691222666,-0.014343369170092046,-0.01442761686646716,0.2178616197019219,-0.0662237657381186,0.0662237657381186,0.014343369170092046,47247.696347853496,47247.710691222666
32,5.236,1.4999999948613365,47247.752,47247.71288777397,-0.015243279514834285,-0.015470360328941347,0.2178616197019219,-0.0710100308173045,0.0710100308173045,0.015243279514834285,47247.69764449445,47247.71288777397
33,5.273,1.5000000047948296,47247.7055,47247.71586936068,-0.016282241587759927,-0.016578300202834524,0.2178616197019219,-0.07609555196329185,0.07609555196329185,0.016282241587759927,47247.699587119096,47247.71586936068
35,5.206,1.5000000006527885,47247.6805,47247.71975497023,-0.017441428077290766,-0.017730020636615034,0.2178616197019219,-0.0813820289267712,0.0813820289267712,0.017441428077290766,47247.702313542155,47247.71975497023
36,5.215,1.5000000014172514,47247.7135,47247.72403531946,-0.018690568933379836,-0.018913822268789064,0.2178616197019219,-0.08681576082408156,0.08681576082408156,0.018690568933379836,47247.705344750524,47247.72403531946
37,5.2635,1.4999999911116162,47247.6715,47247.728975239894,-0.020071218685188796,-0.02014766412321478,0.2178616197019219,-0.09247918082487774,0.09247918082487774,0.020071218685188796,47247.70890402121,47247.728975239894
38,5.184,1.4999999994779585,47247.7015,47247.734123715396,-0.02140666320337914,-0.0214402495993353,0.2178616197019219,-0.09841223813845612,0.09841223813845612,0.02140666320337914,47247.71271705219,47247.734123715396
39,5.21425,1.5000000020667037,47247.6155,47247.739447863925,-0.02269304896617541,-0.022781219598578498,0.2178616197019219,-0.10456738378126329,0.10456738378126329,0.02269304896617541,47247.71675481496,47247.739447863925
41,5.21185416666667,1.5000000009243075,47247.686,47247.7454111652,-0.024052582281001378,-0.024159540503104735,0.2178616197019219,-0.110893972679354,0.110893972679354,0.024052582281001378,47247.721358582916,47247.7454111652
42,5.169,1.5000000000635962,47247.712,47247.75192813824,-0.025447945859923493,-0.02556778295951921,0.2178616197019219,-0.11735790358348126,0.11735790358348126,0.025447945859923493,47247.72648019238,47247.75192813824
44,5.193,1.5000000080500688,47247.6655,47247.75823433583,-0.026876548799918965,-0.026997706683889393,0.2178616197019219,-0.12392135301678027,0.12392135301678027,0.026876548799918965,47247.73135778703,47247.75823433583
45,5.246,1.50000000198224,47247.598,47247.76433092231,-0.02835097158094868,-0.028460523149179708,0.2178616197019219,-0.13063578242059973,0.13063578242059973,0.02835097158094868,47247.73597995073,47247.76433092231
47,5.1995,1.4999999967225006,47247.6795,47247.77053667053,-0.029846316218026914,-0.02996624041972811,0.2178616197019219,-0.13754712950692233,0.13754712950692233,0.029846316218026914,47247.74069035431,47247.77053667053
48,5.178,1.499999992349578,47247.651,47247.776666516766,-0.03136475104111014,-0.03151209531885494,0.2178616197019219,-0.14464271110244092,0.14464271110244092,0.03136475104111014,47247.745301765724,47247.776666516766
52,5.153,1.5000000006645,47247.631,47247.78329780708,-0.03294053220452042,-0.03303328344110115,0.2178616197019219,-0.15162507047499815,0.15162507047499815,0.03294053220452042,47247.750357274876,47247.78329780708
53,5.141,1.4999999995977005,47247.5445,47247.790473965026,-0.034572011390991975,-0.03445846939980078,0.2178616197019219,-0.15816677323406864,0.15816677323406864,0.034572011390991975,47247.755901953635,47247.790473965026
55,5.132,1.500000000808249,47247.5775,47247.79775911401,-0.036244504401111044,-0.035746513212668814,0.2178616197019219,-0.16407898399716833,0.16407898399716833,0.036244504401111044,47247.76151460961,47247.79775911401
58,5.126,1.499999999326113,47247.5845,47247.80528672304,-0.03796527637314284,-0.03683986018586438,0.2178616197019219,-0.16909752271312703,0.16909752271312703,0.03796527637314284,47247.76732144667,47247.80528672304
59,5.163,1.5000000042595178,47247.6565,47247.810990361344,-0.03913863896013936,-0.037718143864670615,0.2178616197019219,-0.1731289059370648,0.1731289059370648,0.03913863896013936,47247.771851722384,47247.810990361344
61,5.116,1.4999999995900597,47247.621,47247.814613081384,-0.03970322242821567,-0.038358660224831614,0.2178616197019219,-0.17606892061719684,0.17606892061719684,0.03970322242821567,47247.774909858956,47247.814613081384
62,5.147,1.5000000010473349,47247.6515,47247.81721982515,-0.03994336589676095,-0.03870268636253766,0.2178616197019219,-0.17764802453727577,0.17764802453727577,0.03994336589676095,47247.77727645925,47247.81721982515
63,5.11,1.499999998073036,47247.67,47247.81819968226,-0.03968643897678703,-0.03869986761451906,0.2178616197019219,-0.17763508628765448,0.17763508628765448,0.03968643897678703,47247.778513243284,47247.81819968226
66,5.101,1.499999994455751,47247.7055,47247.81863726864,-0.039269304150366224,-0.03834631906162637,0.2178616197019219,-0.1760122738190039,0.1760122738190039,0.039269304150366224,47247.77936796449,47247.81863726864
67,5.095,1.499999999372018,47247.6725,47247.81858295044,-0.038705179445969407,-0.03770295617626592,0.2178616197019219,-0.17305919339005685,0.17305919339005685,0.038705179445969407,47247.77987777099,47247.81858295044
68,5.086,1.5000000018350248,47247.596000000005,47247.81693476133,-0.0376682466303464,-0.036818288264233466,0.2178616197019219,-0.1689985060911978,0.1689985060911978,0.0376682466303464,47247.7792665147,47247.81693476133
69,5.064,1.499999996663152,47247.732,47247.81388438795,-0.036219135668943636,-0.03572004358041644,0.2178616197019219,-0.163957486542552,0.163957486542552,0.036219135668943636,47247.77766525228,47247.81388438795
71,5.033,1.5000000014320345,47247.6145,47247.81108144817,-0.03478333939710865,-0.034416469864987045,0.2178616197019219,-0.15797399244564342,0.15797399244564342,0.03478333939710865,47247.77629810877,47247.81108144817
72,5.049,1.50000000522245,47247.705,47247.80849802069,-0.0333483729918953,-0.03287511177768465,0.2178616197019219,-0.1508990515294266,0.1508990515294266,0.0333483729918953,47247.7751496477,47247.80849802069
73,5.012,1.5000000038011665,47247.733,47247.80543631363,-0.03174121121992357,-0.03108948475548661,0.2178616197019219,-0.14270289919823062,0.14270289919823062,0.03174121121992357,47247.77369510241,47247.80543631363
76,5.018,1.4999999995342517,47247.747,47247.80228050164,-0.03005916374240769,-0.029079907084653515,0.2178616197019219,-0.13347879780036806,0.13347879780036806,0.03005916374240769,47247.772221337895,47247.80228050164
77,4.996,1.5000000030659115,47247.771,47247.79773039072,-0.027954275537922513,-0.026910287121912308,0.2178616197019219,-0.12352009114194112,0.12352009114194112,0.027954275537922513,47247.76977611518,47247.79773039072
79,5.005,1.4999999927965928,47247.802,47247.791674078144,-0.02539708136464469,-0.02460462840988637,0.2178616197019219,-0.11293695715450204,0.11293695715450204,0.02539708136464469,47247.76627699678,47247.791674078144
80,4.981,1.500000004129717,47247.849,47247.78505409948,-0.022634536246187054,-0.022157323342980817,0.2178616197019219,-0.10170365653801919,0.10170365653801919,0.022634536246187054,47247.76241956323,47247.78505409948
81,4.99,1.499999999407235,47247.8805,47247.777556311026,-0.01958204759284854,-0.019596699356851686,0.2178616197019219,-0.08995021419405527,0.08995021419405527,0.01958204759284854,47247.75797426343,47247.777556311026
83,4.95,1.4999999983628818,47247.8385,47247.770434778926,-0.016692556004272774,-0.016916787306804,0.2178616197019219,-0.07764923133294216,0.07764923133294216,0.016692556004272774,47247.75374222292,47247.770434778926
