sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,denoised_signal,wavelet_background
0,4.177,1.4999999943931084,47306.83500000001,47306.47612483733,0.16632822903920896,0.15521503169875359,0.20818596336246895,0.7455595429770229,0.7455595429770229,0.16632822903920896,47306.64245306637,47306.47612483733
1,4.14,1.4999999950739251,47306.8605,47306.4796455762,0.16073936227621743,0.15185123426150918,0.20980024775048864,0.7237895850442603,0.7237895850442603,0.16073936227621743,47306.64038493847,47306.4796455762
2,4.125,1.499999993763976,47306.7985,47306.48244755475,0.155342930869665,0.14852429432253952,0.21141453213850833,0.7025264196371978,0.7025264196371978,0.155342930869665,47306.63779048562,47306.48244755475
3,4.078,1.500000001633251,47306.7565,47306.484484440654,0.15032186185999308,0.14545516314228735,0.21191840938200873,0.6863734187438464,0.6863734187438464,0.15032186185999308,47306.634806302514,47306.484484440654
4,4.051,1.4999999945204463,47306.7605,47306.48625416665,0.14334277444868349,0.14264861173513863,0.21242228662550913,0.6715331710303151,0.6715331710303151,0.14334277444868349,47306.6295969411,47306.48625416665
5,4.026,1.5000000010711436,47306.708,47306.487617382045,0.13503224707528716,0.13728646310482873,0.21426660476349677,0.6407272997878638,0.6407272997878638,0.13503224707528716,47306.62264962912,47306.487617382045
6,4.041,1.5000000030964875,47306.7475,47306.48706219699,0.12856265468872152,0.13222396724369093,0.2161109229014844,0.611833800293223,0.611833800293223,0.12856265468872152,47306.61562485168,47306.48706219699
7,3.974,1.50000000236728,47306.746,47306.48449117018,0.12397124488052214,0.12734694076142558,0.21704399154506718,0.5867333154669853,0.5867333154669853,0.12397124488052214,47306.60846241506,47306.48449117018
8,3.937,1.500000000402811,47306.669,47306.48051333543,0.12019620047794888,0.12273568864798613,0.2179770601886499,0.563066996782889,0.563066996782889,0.12019620047794888,47306.60070953591,47306.48051333543
9,3.952,1.4999999930920382,47306.562000000005,47306.47470495628,0.11806889136641985,0.1186764209431001,0.21704399154506718,0.5467851014823326,0.5467851014823326,0.11806889136641985,47306.592773847646,47306.47470495628
10,3.9,1.4999999972121882,47306.6145,47306.46805103164,0.1151768995259772,0.11522336526023638,0.2161109229014844,0.5331677071813798,0.5331677071813798,0.1151768995259772,47306.583227931165,47306.46805103164
11,3.823,1.4999999982809222,47306.607,47306.46057777308,0.11144969252927694,0.11209106350967583,0.21426660476349677,0.5231382820173948,0.5231382820173948,0.11144969252927694,47306.57202746561,47306.46057777308
12,3.817,1.500000002585762,47306.58,47306.45140897449,0.108820592839038,0.10903366623663008,0.21242228662550913,0.5132873201240484,0.5132873201240484,0.108820592839038,47306.56022956733,47306.45140897449
13,3.807,1.500000003239412,47306.533,47306.440726428205,0.10680936510470929,0.10588707166284116,0.21191840938200873,0.4996596188675936,0.4996596188675936,0.10680936510470929,47306.54753579331,47306.440726428205
15,3.72766666666667,1.500000001229261,47306.4435,47306.429425882045,0.10395474592951359,0.10255061378120445,0.21141453213850833,0.48506889637093803,0.48506889637093803,0.10395474592951359,47306.533380627974,47306.429425882045
16,3.74,1.4999999993014317,47306.4505,47306.41745844241,0.10037193893367657,0.09919991672440018,0.20980024775048864,0.4728303125856015,0.4728303125856015,0.10037193893367657,47306.517830381345,47306.41745844241
17,3.718,1.4999999934335506,47306.363,47306.40449458035,0.09645466942311032,0.09591284026100766,0.20818596336246895,0.46070752663576786,0.46070752663576786,0.09645466942311032,47306.50094924977,47306.40449458035
18,3.703,1.5000000031942844,47306.381,47306.390732321895,0.09187684931384865,0.09258833727330461,0.2077237567520293,0.44572820519432516,0.44572820519432516,0.09187684931384865,47306.48260917121,47306.390732321895
19,3.65,1.499999997091528,47306.3615,47306.37538127614,0.08804077043168945,0.08885144509986276,0.20726155014158965,0.42869236980599806,0.42869236980599806,0.08804077043168945,47306.463422046574,47306.37538127614
21,3.619,1.500000004869762,47306.484,47306.3583782682,0.08502062601473881,0.08444708874837185,0.20608030571811287,0.40977757895935424,0.40977757895935424,0.08502062601473881,47306.44339889422,47306.3583782682
22,3.592,1.4999999936773778,47306.397,47306.34026310206,0.08186600435874425,0.07928801402401102,0.20608030571811287,0.3847432861074323,0.3847432861074323,0.08186600435874425,47306.42212910642,47306.34026310206
23,3.552,1.5000000041546837,47306.465500000006,47306.320842528294,0.07890006594971055,0.07314736024515393,0.20608030571811287,0.354945903201486,0.354945903201486,0.07890006594971055,47306.39974259424,47306.320842528294
24,3.546,1.499999991631229,47306.469,47306.301292898665,0.07317733554373262,0.06599837203086484,0.20608030571811287,0.3202556003635824,0.3202556003635824,0.07317733554373262,47306.37447023421,47306.301292898665
25,3.53,1.5000000070061916,47306.294,47306.28177371632,0.06431553876609541,0.057669432758605886,0.20608030571811287,0.2798396118331126,0.2798396118331126,0.06431553876609541,47306.34608925509,47306.28177371632
26,3.456,1.4999999984971764,47306.263000000006,47306.261578806545,0.05394026641442906,0.04781221747139676,0.20608030571811287,0.23200769867255897,0.23200769867255897,0.05394026641442906,47306.31551907296,47306.261578806545
27,3.441,1.5000000022688793,47306.2185,47306.24104780577,0.041188785413396545,0.03621450225748251,0.20608030571811287,0.1757300491732507,0.1757300491732507,0.041188785413396545,47306.282236591185,47306.24104780577
29,3.364,1.5000000024543148,47306.14,47306.21960883882,0.02753595538524678,0.0228980345871403,0.20608030571811287,0.11111219244046248,0.11111219244046248,0.02753595538524678,47306.24714479421,47306.21960883882
30,3.358,1.5000000035985088,47306.0735,47306.1972058365,0.01308031698135892,0.008210220578702219,0.20608030571811287,0.039839908768053635,0.039839908768053635,0.01308031698135892,47306.21028615348,47306.1972058365
31,3.305,1.4999999946668978,47306.1305,47306.17442398283,-0.003694311570143327,-0.007572033121606283,0.20608030571811287,-0.03674311863630334,0.03674311863630334,0.003694311570143327,47306.17072967126,47306.17442398283
32,3.268,1.4999999995508322,47306.0765,47306.15114661126,-0.02251343256648397,-0.02428782422713185,0.20608030571811287,-0.11785611508337906,0.11785611508337906,0.02251343256648397,47306.12863317869,47306.15114661126
33,3.253,1.4999999968697764,47306.048,47306.126307045655,-0.04094814308336936,-0.04188660295282413,0.20608030571811287,-0.20325378889003956,0.20325378889003956,0.04094814308336936,47306.08535890257,47306.126307045655
34,3.222,1.5000000003285756,47306.041,47306.099890655394,-0.0590129905322101,-0.06049785564553329,0.20608030571811287,-0.29356446961159566,0.29356446961159566,0.0590129905322101,47306.04087766486,47306.099890655394
35,3.244,1.5000000001320373,47305.97,47306.072334674514,-0.0777247445366811,-0.08010812574179403,0.20608030571811287,-0.3887228595796534,0.3887228595796534,0.0777247445366811,47305.99460992998,47306.072334674514
36,3.191,1.5000000064564338,47305.908,47306.043370943386,-0.09650185353530105,-0.1005837884820519,0.20608030571811287,-0.4880805476853064,0.4880805476853064,0.09650185353530105,47305.94686908985,47306.043370943386
38,3.161,1.5000000033545853,47305.771,47306.01377282405,-0.11720022311783396,-0.12107646725780796,0.20608030571811287,-0.5875208057164983,0.5875208057164983,0.11720022311783396,47305.896572600934,47306.01377282405
39,3.148,1.499999999935335,47305.78,47305.983589053634,-0.13996531884913566,-0.14091603935473054,0.20608030571811287,-0.6837918784315211,0.6837918784315211,0.13996531884913566,47305.843623734785,47305.983589053634
