sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,denoised_signal,wavelet_background
0,4.537,1.4999999996954283,47348.8995,47349.78199117745,-0.4657567334579653,-0.35885002582072045,0.33326222824081986,-1.0767797710378701,1.0767797710378701,0.4657567334579653,47349.31623444399,47349.78199117745
2,4.531,1.4999999943654598,47349.043,47349.766470348106,-0.4128246860273066,-0.3245962437237419,0.33326222824081986,-0.973996499504841,0.973996499504841,0.4128246860273066,47349.35364566208,47349.766470348106
3,4.553,1.5000000069128527,47349.0195,47349.75316827868,-0.3614017524232622,-0.29143577343971366,0.33326222824081986,-0.8744938632202812,0.8744938632202812,0.3614017524232622,47349.391766526256,47349.75316827868
5,4.522,1.4999999998191085,47349.127,47349.74224477357,-0.3128511415561661,-0.26247579044138547,0.33326222824081986,-0.7875953774506869,0.7875953774506869,0.3128511415561661,47349.42939363202,47349.74224477357
6,4.5,1.4999999932330783,47349.2775,47349.73189073427,-0.24141581563890213,-0.23757919766568295,0.33326222824081986,-0.7128896632534214,0.7128896632534214,0.24141581563890213,47349.49047491863,47349.73189073427
8,4.494,1.4999999975077198,47349.413,47349.72259893067,-0.15332733323884895,-0.19025300081961583,0.33326222824081986,-0.5708807800508865,0.5708807800508865,0.15332733323884895,47349.56927159743,47349.72259893067
9,4.454,1.5000000012807708,47349.4565,47349.720409123205,-0.09247295173554448,-0.14788779646672387,0.33326222824081986,-0.44375804977171945,0.44375804977171945,0.09247295173554448,47349.62793617147,47349.720409123205
10,4.479,1.499999992904694,47349.5285,47349.72572350926,-0.05975590945308795,-0.10907084664844054,0.33326222824081986,-0.3272823542715571,0.3272823542715571,0.05975590945308795,47349.66596759981,47349.72572350926
11,4.448,1.500000000768456,47349.555,47349.73605678109,-0.038406455460062716,-0.07512464512142793,0.33326222824081986,-0.22542202132532652,0.22542202132532652,0.038406455460062716,47349.69765032563,47349.73605678109
13,4.426,1.4999999951940428,47349.68,47349.753100750946,-0.03982096184336115,-0.04948083420701247,0.33326222824081986,-0.1484741744307637,0.1484741744307637,0.03982096184336115,47349.7132797891,47349.753100750946
15,4.433,1.49999999238988,47349.751,47349.77295179266,-0.03153784685127903,-0.03297892608518143,0.33326222824081986,-0.09895788748477792,0.09895788748477792,0.03153784685127903,47349.741413945805,47349.77295179266
16,4.386,1.5000000021277395,47349.721,47349.79549378366,-0.012049204058712348,-0.02175990518945683,0.33326222824081986,-0.065293643700098,0.065293643700098,0.012049204058712348,47349.7834445796,47349.79549378366
17,4.402,1.5000000028584122,47349.78999999999,47349.82420639591,-0.007335327813052572,-0.01226809409935312,0.33326222824081986,-0.03681213488883003,0.03681213488883003,0.007335327813052572,47349.8168710681,47349.82420639591
19,4.374,1.500000003384932,47349.878,47349.858363506006,-0.010621517409163062,-0.002386149789445982,0.33326222824081986,-0.00715997670075505,0.00715997670075505,0.010621517409163062,47349.8477419886,47349.858363506006
20,4.365,1.4999999968744822,47350.0645,47349.89430309873,-0.004810160142369568,0.009394698176442439,0.33326222824081986,0.028190107910020037,0.028190107910020037,0.004810160142369568,47349.889492938586,47349.89430309873
22,4.349,1.5000000021602062,47350.049,47349.93220563087,0.008498236325976904,0.020904260556562804,0.33326222824081986,0.06272616211836973,0.06272616211836973,0.008498236325976904,47349.94070386719,47349.93220563087
23,4.343,1.5000000048393682,47350.1225,47349.97342170827,0.025670390357845463,0.031075719474756625,0.33326222824081986,0.09324704944450195,0.09324704944450195,0.025670390357845463,47349.99909209863,47349.97342170827
