sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,denoised_signal,wavelet_background
0,2.65152777777778,1.4999999946908529,47392.28,47393.32524949553,-0.9086256624214002,-0.8389629094730481,0.2656789551206486,-3.157807170282129,3.157807170282129,0.9086256624214002,47392.41662383311,47393.32524949553
1,2.628,1.499999998974728,47392.2405,47393.334758138226,-0.8866165560029913,-0.8045790962132742,0.2638813735090355,-3.0490181459727954,3.0490181459727954,0.8866165560029913,47392.44814158222,47393.334758138226
2,2.612,1.5000000021750794,47392.339,47393.34522700556,-0.8536625294873375,-0.7682884986113224,0.2620837918974224,-2.9314613202483906,2.9314613202483906,0.8536625294873375,47392.49156447607,47393.34522700556
3,2.66070833333333,1.4999999981738403,47392.4055,47393.35655688471,-0.8104095880989917,-0.7335426656518393,0.2479240581239308,-2.958739346244326,2.958739346244326,0.8104095880989917,47392.54614729661,47393.35655688471
4,2.597,1.4999999992996842,47392.4915,47393.37009297803,-0.7355002113545197,-0.6998844550325884,0.2337643243504392,-2.993974623704267,2.993974623704267,0.7355002113545197,47392.63459276668,47393.37009297803
5,2.575,1.4999999978301537,47392.5135,47393.385475698684,-0.6326600299144047,-0.6415629630185625,0.22641203128706136,-2.8336080877484076,2.8336080877484076,0.6326600299144047,47392.75281566877,47393.385475698684
7,2.56,1.4999999919248796,47392.631,47393.40005411711,-0.5505449129996123,-0.5780178145400391,0.21905973822368346,-2.6386309927469234,2.6386309927469234,0.5505449129996123,47392.84950920411,47393.40005411711
9,2.545,1.4999999927711023,47392.7785,47393.413723367164,-0.49032183493545745,-0.5077244188780443,0.2007231974555308,-2.5294755430075693,2.5294755430075693,0.49032183493545745,47392.92340153223,47393.413723367164
10,2.569,1.4999999958745247,47392.9815,47393.427482849176,-0.4306187700785813,-0.43215015397517065,0.1823866566873781,-2.369417597888767,2.369417597888767,0.4306187700785813,47392.9968640791,47393.427482849176
12,2.554,1.499999994935061,47393.1215,47393.440614873376,-0.38373223429516656,-0.3542630337493999,0.17705821146247133,-2.000828037419142,2.000828037419142,0.38373223429516656,47393.05688263908,47393.440614873376
14,2.55957407407407,1.4999999989303825,47393.1565,47393.45498532859,-0.31471021969628055,-0.27865987787582625,0.1717297662375645,-1.6226649810396798,1.6226649810396798,0.31471021969628055,47393.1402751089,47393.45498532859
16,2.57861111111111,1.4999999969498483,47393.359,47393.47065269462,-0.22102196852938505,-0.20509115954903084,0.15088275752060992,-1.3592749954945402,1.3592749954945402,0.22102196852938505,47393.24963072609,47393.47065269462
17,2.64116666666667,1.5000000023560196,47393.4785,47393.486047309714,-0.130241203973128,-0.13160582841293136,0.13003574880365534,-1.0120742151579158,1.0120742151579158,0.130241203973128,47393.35580610574,47393.486047309714
18,2.604,1.4999999988749169,47393.433000000005,47393.50153176655,-0.034516129322582856,-0.059318362043995876,0.12761563509285417,-0.46482049006640414,0.46482049006640414,0.034516129322582856,47393.46701563723,47393.50153176655
20,2.58950925925926,1.5000000033663323,47393.541,47393.518550715584,0.0477683729477576,0.01245799716384176,0.125195521382053,0.09950832926222898,0.09950832926222898,0.0477683729477576,47393.56631908853,47393.518550715584
21,2.56333333333333,1.499999995770759,47393.786,47393.53702168578,0.11157355194154661,0.08059272474444394,0.11014466848210601,0.7316988271432943,0.7316988271432943,0.11157355194154661,47393.64859523772,47393.53702168578
22,2.60116666666667,1.4999999925230885,47393.8035,47393.55647339443,0.17104614528943785,0.14079920454322645,0.10530304599323038,1.337085771975466,1.337085771975466,0.17104614528943785,47393.727519539716,47393.55647339443
23,2.65916666666667,1.4999999947455047,47393.8195,47393.57723253965,0.21996842724183807,0.19189263940319912,0.11517879106822485,1.6660414441191147,1.6660414441191147,0.21996842724183807,47393.79720096689,47393.57723253965
