sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual
0,1.667,1.5000000028937377,47277.026,47277.02849246679,-0.0024924667872543516,-0.00044215517856285337,9.121350528686432e-05,-4.8474749125393854,4.8474749125393854,0.0024924667872543516
1,1.734,1.499999998486632,47276.9985,47276.99759237345,0.0009076265476483816,-0.0001467287913853576,9.459385478043825e-05,-1.5511450688412025,1.5511450688412025,0.0009076265476483816
2,1.719,1.5000000022756854,47277.0695,47277.06841552422,0.0010844757760185683,-0.0005051725517502981,9.797420427401221e-05,-5.156179174851394,5.156179174851394,0.0010844757760185683
3,1.778,1.500000001834769,47277.176,47277.178528631055,-0.0025286310535300297,-0.00034926940272420417,9.871855558344973e-05,-3.538031939992845,3.538031939992845,0.0025286310535300297
4,1.68629166666667,1.4999999969377846,47277.194,47277.19318178038,0.0008182196243031643,-0.00012697015250151745,9.946290689288725e-05,-1.276557829123706,1.276557829123706,0.0008182196243031643
5,1.76708333333333,1.499999996794967,47277.2415,47277.24016959685,0.0013304031445021214,-0.00017389769813655598,0.0001017947095688133,-1.7083176411933372,1.7083176411933372,0.0013304031445021214
6,1.756,1.5000000009591568,47277.3265,47277.32915583512,-0.0026558351139399413,-0.0002022483694602966,0.00010412651224473934,-1.9423330821350404,1.9423330821350404,0.0026558351139399413
7,1.742,1.5000000005521694,47277.318,47277.31725794736,0.0007420526404584536,-8.910053298804229e-05,0.0001017947095688133,-0.8752963033684011,0.8752963033684011,0.0007420526404584536
8,1.7095,1.4999999981367025,47277.359,47277.357348576144,0.0016514238492799764,-0.00016568055726972882,0.00010412651224473934,-1.5911467089218605,1.5911467089218605,0.0016514238492799764
9,1.688,1.4999999996017277,47277.466,47277.4689148147,-0.0029148146979696985,-0.00020180028358156348,0.00011482465036892419,-1.7574648207783974,1.7574648207783974,0.0029148146979696985
10,1.752125,1.5000000041657986,47277.469,47277.468347529495,0.0006524705057347163,-6.665019804919994e-05,0.00012552278849310903,-0.5309808589287268,0.5309808589287268,0.0006524705057347163
11,1.704,1.4999999956453482,47277.524,47277.52189719369,0.0021028063042688567,-0.0001558263751140996,0.00012756715951002014,-1.2215242207525971,1.2215242207525971,0.0021028063042688567
12,1.7075,1.5000000025898637,47277.4755,47277.47871785127,-0.003217851272065208,-0.00021163411344385458,0.00012961153052693124,-1.6328339969712828,1.6328339969712828,0.003217851272065208
13,1.72283333333333,1.4999999917194276,47277.509000000005,47277.50850685792,0.0004931420874966526,-5.7072971466567995e-05,0.00013950571690016507,-0.4091084776648351,0.4091084776648351,0.0004931420874966526
15,1.694,1.4999999928339038,47277.51,47277.507453246086,0.002546753914293393,-0.000136165674010403,0.00014939990327339893,-0.911417417461258,0.911417417461258,0.002546753914293393
16,1.72383333333333,1.499999999978586,47277.552500000005,47277.555958420715,-0.0034584207075240383,-0.0002249286373011061,0.00013950571690016507,-1.6123255899403213,1.6123255899403213,0.0034584207075240383
17,1.679,1.4999999979798435,47277.553,47277.552760217004,0.00023978299549065894,-7.380468623844029e-05,0.00014939990327339893,-0.494007590509474,0.494007590509474,0.00023978299549065894
18,1.762,1.49999999801656,47277.571500000005,47277.56845752588,0.0030424741270755557,-0.00011544811079221169,0.0001518818341802296,-0.7601179654916199,0.7601179654916199,0.0030424741270755557
21,1.7175,1.500000001831111,47277.4145,47277.41812664902,-0.0036266490208642136,-0.00025495408146886144,0.00014939990327339893,-1.7065210611435297,1.7065210611435297,0.0036266490208642136
23,1.64675,1.5000000020029494,47277.4915,47277.49164639616,-0.00014639616388161138,-9.092312745324721e-05,0.0001518818341802296,-0.5986438598401036,0.5986438598401036,0.00014639616388161138
24,1.7135,1.4999999961858084,47277.336,47277.33253707814,0.0034629218638328484,-9.81431826680818e-05,0.00015436376508706027,-0.6357915836837073,0.6357915836837073,0.0034629218638328484
25,1.75040046296296,1.500000005727794,47277.4225,47277.42609264209,-0.00359264209304915,-0.000281509881985561,0.0001518818341802296,-1.853479604753187,1.853479604753187,0.00359264209304915
26,1.66188425925926,1.500000002857021,47277.368,47277.36876241165,-0.0007624116485931953,-0.00010879158116599155,0.00015436376508706027,-0.7047740841552661,0.7047740841552661,0.0007624116485931953
27,1.7169375,1.5000000050481888,47277.375,47277.3709769675,0.004023032500433921,-9.675813302573638e-05,0.00015444922477924112,-0.6264721183549847,0.6264721183549847,0.004023032500433921
28,1.66541666666667,1.4999999960452082,47277.3985,47277.402023401206,-0.0035234012044575496,-0.00030724782804684666,0.00015436376508706027,-1.9904141873810908,1.9904141873810908,0.0035234012044575496
30,1.73275,1.500000002579726,47277.283500000005,47277.2849105173,-0.001410517298366654,-0.00011408558657435571,0.00015444922477924112,-0.7386607911915495,0.7386607911915495,0.001410517298366654
31,1.673,1.4999999927693832,47277.297000000006,47277.29240306117,0.004596938834451681,-0.00010383883067521885,0.00015453468447142196,-0.6719451431268928,0.6719451431268928,0.004596938834451681
