sample_index,axis,sensor_a,sensor_b,x_a,x_b,y_a,y_b,baseline_distance,mean_field,diff_field,gradient_field
0,2.65152777777778,47390.089,47394.471,393672.464300278,393672.450949575,3107904.43932865,3107905.93926923,1.4999999946908529,47392.28,-4.381999999997788,-2.921333343671718
1,2.628,47390.037,47394.444,393672.28246773,393672.266942221,3107904.41134379,3107905.91126344,1.4999999989747281,47392.2405,-4.407000000006519,-2.938000002012512
2,2.612,47390.113,47394.565,393672.131026777,393672.114031553,3107904.39764143,3107905.89754515,1.5000000021750794,47392.339,-4.452000000004773,-2.967999995699425
3,2.66070833333333,47390.269,47394.542,393671.929682881,393671.910933216,3107904.4436656,3107905.94354841,1.4999999981738403,47392.4055,-4.273000000001048,-2.8486666701354455
4,2.597,47390.24,47394.743,393671.718424684,393671.698460699,3107904.46960164,3107905.96946878,1.4999999992996842,47392.491500000004,-4.503000000004249,-3.002000001404398
5,2.575,47390.344,47394.683,393671.595790628,393671.57531713,3107904.46440326,3107905.96426353,1.4999999978301537,47392.5135,-4.338999999999942,-2.8926666708510558
7,2.56,47390.46,47394.802,393671.273088318,393671.252345951,3107904.43848076,3107905.93833733,1.4999999919248796,47392.631,-4.342000000004191,-2.8946666822526486
9,2.545,47390.532,47395.025,393670.863545877,393670.844335117,3107904.53218567,3107906.03206264,1.4999999927711023,47392.7785,-4.493000000002212,-2.9953333477701136
10,2.569,47390.84,47395.123,393670.652106047,393670.634471252,3107904.52776866,3107906.02766499,1.4999999958745247,47392.981499999994,-4.283000000003085,-2.8553333411884614
12,2.554,47390.982,47395.261,393670.368673689,393670.353980525,3107904.50912396,3107906.00905199,1.499999994935061,47393.1215,-4.278999999994994,-2.852666676295718
14,2.55957407407407,47390.885,47395.428,393669.976572948,393669.966907736,3107904.50739383,3107906.00736269,1.4999999989303823,47393.1565,-4.542999999997846,-3.0286666688249078
16,2.57861111111111,47391.086,47395.632,393669.721895491,393669.718039133,3107904.51472618,3107906.01472122,1.4999999969498485,47393.359,-4.5459999999948195,-3.0306666728258747
17,2.64116666666667,47391.258,47395.699,393669.454555959,393669.456058493,3107904.5291661,3107906.02916535,1.5000000023560196,47393.4785,-4.440999999998894,-2.96066666201567
18,2.604,47391.191,47395.675,393669.362989248,393669.367013676,3107904.5377267,3107906.0377213,1.4999999988749169,47393.433000000005,-4.484000000004016,-2.9893333355781766
20,2.58950925925926,47391.348,47395.734,393668.954053034,393668.968480255,3107904.55093769,3107906.05086831,1.5000000033663325,47393.541,-4.385999999998603,-2.9239999934369645
21,2.56333333333333,47391.655,47395.917,393668.841543828,393668.859123277,3107904.50014476,3107906.00004174,1.499999995770759,47393.786,-4.262000000002445,-2.8413333413460853
22,2.60116666666667,47391.585,47396.022,393668.610502432,393668.634803639,3107904.52476009,3107906.02456322,1.4999999925230885,47393.803499999995,-4.436999999998079,-2.958000014743189
23,2.65916666666667,47391.661,47395.978,393668.506081361,393668.532954135,3107904.45433473,3107905.95409399,1.4999999947455047,47393.8195,-4.317000000002736,-2.878000010083449
24,2.591,47391.725,47396.178,393668.289452613,393668.321858267,3107904.53218168,3107906.0318316,1.5000000025592268,47393.951499999996,-4.453000000001339,-2.968666661602565
25,2.60395833333333,47391.745,47396.219,393668.12656214,393668.161835636,3107904.51691905,3107906.01650425,1.499999997294222,47393.982,-4.473999999994703,-2.982666672043425
26,2.57969444444444,47391.682,47396.042,393667.950828796,393667.989386628,3107904.49211568,3107905.99162003,1.5000000003515632,47393.862,-4.360000000000582,-2.9066666659858034
31,2.57393518518519,47391.77,47396.234,393667.14669664,393667.196374548,3107904.536677,3107906.03585414,1.4999999969326197,47394.00199999999,-4.463999999999942,-2.976000006085644
32,2.538,47391.871,47396.389,393666.897079739,393666.94855366,3107904.52400615,3107906.0231227,1.4999999980761871,47394.130000000005,-4.518000000003667,-3.012000003865461
34,2.56618055555556,47391.97,47396.379,393666.567233139,393666.620139566,3107904.55784061,3107906.05690729,1.5000000005723413,47394.1745,-4.408999999999651,-2.939333332211566
