sample_index,axis,sensor_a,sensor_b,x_a,x_b,y_a,y_b,baseline_distance,mean_field,diff_field,gradient_field
0,2.394,47405.124,47409.025,393672.329650295,393672.365143945,3107891.6893076,3107893.1888876,1.4999999919237772,47407.0745,-3.900999999998021,-2.600666680667723
1,2.3155,47405.065,47409.089,393672.107709223,393672.140377885,3107891.69495932,3107893.19460353,1.4999999994514277,47407.077000000005,-4.0239999999976135,-2.6826666676461666
2,2.35,47404.983,47409.134,393671.887257957,393671.91671619,3107891.70020848,3107893.19991919,1.5000000001809624,47407.0585,-4.150999999998021,-2.7673333329981586
3,2.366,47405.042,47409.055,393671.666930813,393671.693863294,3107891.70507723,3107893.20483542,1.4999999956776409,47407.048500000004,-4.0129999999990105,-2.675333341041841
5,2.357,47405.232,47409.171,393671.229280872,393671.251569755,3107891.71357803,3107893.21341242,1.4999999971362015,47407.2015,-3.9389999999984866,-2.6260000050125476
9,2.283,47405.262,47409.375,393670.365043096,393670.379350283,3107891.72573068,3107893.22566244,1.4999999935511286,47407.3185,-4.112999999997555,-2.7420000117869074
10,2.3275,47405.334,47409.335,393670.151564707,393670.164324804,3107891.7277412,3107893.22768693,1.5000000043110442,47407.3345,-4.000999999996566,-2.6673333256650493
11,2.326,47405.377,47409.336,393669.9386028,393669.949951651,3107891.72934235,3107893.22929942,1.5000000029740066,47407.3565,-3.959000000002561,-2.639333328102111
12,2.335,47405.457,47409.442,393669.727148146,393669.737221638,3107891.73054052,3107893.2305067,1.5000000054133413,47407.4495,-3.985000000000582,-2.656666657079426
13,2.314,47405.407,47409.483,393669.516240206,393669.525174153,3107891.73131693,3107893.23129033,1.5000000054022085,47407.445,-4.076000000000931,-2.7173333235475536
14,2.32,47405.293,47409.416,393669.306889371,393669.314819642,3107891.73168222,3107893.23166125,1.49999999308776,47407.3545,-4.1229999999995925,-2.7486666793326906
20,2.301,47405.492,47409.586,393668.084422721,393668.065593935,3107891.72526239,3107893.22514421,1.4999999988712174,47407.539000000004,-4.094000000004598,-2.729333335390282
21,2.298,47405.547,47409.485,393667.885215608,393667.860934611,3107891.72277838,3107893.22258185,1.500000005128342,47407.516,-3.938000000001921,-2.6253333243588757
22,2.273,47405.584,47409.53,393667.68717238,393667.658718049,3107891.7198753,3107893.21960539,1.499999997412688,47407.557,-3.9459999999962747,-2.6306666712017535
23,2.252,47405.553,47409.572,393667.490302591,393667.45686719,3107891.71657686,3107893.21620417,1.499999998629171,47407.5625,-4.019000000000233,-2.679333335782094
25,2.23,47405.505,47409.558,393667.100656134,393667.058043988,3107891.70876006,3107893.20815467,1.4999999972198683,47407.5315,-4.052999999999884,-2.702000005007866
27,2.237,47405.644,47409.725,393666.715495198,393666.66551919,3107891.69930302,3107893.19847026,1.5000000051780886,47407.6845,-4.080999999998312,-2.720666657273639
30,2.26475,47405.703,47409.838,393666.14777927,393666.088032894,3107891.68207097,3107893.18088062,1.4999999988676196,47407.7705,-4.135000000002037,-2.7566666687490886
32,2.246,47405.813,47409.878,393665.775581113,393665.710635641,3107891.66855394,3107893.16714731,1.5000000009448295,47407.845499999996,-4.064999999995052,-2.7099999982897094
35,2.289,47405.942,47409.852,393665.227098299,393665.156135815,3107891.6452499,3107893.1435704,1.4999999981858205,47407.897,-3.9099999999962165,-2.6066666698167853
40,2.267,47406.004,47410.044,393664.341806543,393664.264845863,3107891.59844942,3107893.0964738,1.4999999962824273,47408.024000000005,-4.040000000000873,-2.6933333400090236
41,2.22066666666667,47406.201,47410.192,393664.16878968,393664.091207169,3107891.58791798,3107893.08591029,1.5000000024846218,47408.196500000005,-3.9910000000018044,-2.6606666622607027
42,2.20883333333333,47406.364,47410.204,393663.997770849,393663.919733051,3107891.57698961,3107893.07495827,1.5000000011560577,47408.284,-3.8399999999965075,-2.5599999980246664
44,2.2,47406.338,47410.293,393663.662705267,393663.578315295,3107891.5541655,3107893.05178973,1.5000000001947171,47408.3155,-3.9549999999944703,-2.6366666663207106
50,2.221,47406.644,47410.69,393662.704602432,393662.584461751,3107891.47749035,3107892.97267134,1.4999999921093308,47408.667,-4.0460000000020955,-2.697333347523907
54,2.215,47406.726,47410.862,393662.099070062,393661.954477262,3107891.41946914,3107892.91248385,1.5000000007202525,47408.794,-4.135999999998603,-2.7573333320084177
57,2.206,47406.948,47410.818,393661.663584296,393661.497940381,3107891.37263593,3107892.86346191,1.5000000030448601,47408.883,-3.8700000000026193,-2.5799999947645866
62,2.258,47407.087,47410.829,393660.972198204,393660.770890317,3107891.28839674,3107892.77482708,1.5000000069996249,47408.958,-3.74199999999837,-2.4946666550244263
69,2.28983333333333,47407.26,47411.073,393660.075045939,393659.822111215,3107891.15836132,3107892.63688221,1.4999999991584134,47409.1665,-3.812999999994645,-2.5420000014226387
70,2.28316666666667,47407.177,47410.975,393659.953769148,393659.693332455,3107891.13872268,3107892.61594058,1.4999999984753716,47409.076,-3.797999999995227,-2.5320000025703906
75,2.304,47407.3,47410.973,393659.371722135,393659.072186611,3107891.03690606,3107892.50669464,1.5000000002063651,47409.1365,-3.672999999995227,-2.448666666326605
78,2.33077777777778,47407.192,47411.016,393659.041124951,393658.719693636,3107890.97285067,3107892.4380066,1.4999999962854986,47409.10400000001,-3.824000000000524,-2.549333339646684
79,2.269,47407.34,47411.01,393658.936077352,393658.602995051,3107890.9515575,3107892.41410875,1.4999999928159056,47409.175,-3.6700000000055297,-2.4466666783884095
81,2.341,47407.223,47411.154,393658.733691944,393658.371555738,3107890.90911458,3107892.36474412,1.4999999961596486,47409.188500000004,-3.9310000000041327,-2.6206666733789423
84,2.30633333333333,47407.485,47411.28,393658.440454882,393658.03675748,3107890.84411449,3107892.2887696,1.4999999931959833,47409.3825,-3.7949999999982538,-2.530000011474944
101,2.19,47407.999,47411.915,393656.947014877,393656.4284847,3107890.43276445,3107891.84028939,1.5000000004840175,47409.957,-3.915999999997439,-2.6106666658225537
103,2.169,47408.165,47411.927,393656.788736314,393656.265897205,3107890.38033596,3107891.786266,1.5000000037025456,47410.046,-3.7620000000024447,-2.5079999938109734
104,2.184,47408.166,47411.957,393656.710742508,393656.186294341,3107890.35388914,3107891.75921974,1.4999999919283782,47410.061499999996,-3.791000000004715,-2.5273333469362624
106,2.178,47408.266,47412.015,393656.556937109,393656.030359163,3107890.30048562,3107891.70501959,1.5000000021820468,47410.1405,-3.7489999999961583,-2.4993333296949976
107,2.147,47408.236,47412.132,393656.48107459,393655.953975287,3107890.27357459,3107891.67791299,1.50000000554306,47410.183999999994,-3.8960000000006403,-2.597333323735644
109,2.126,47408.236,47412.211,393656.331132437,393655.804076824,3107890.21929189,3107891.62364668,1.499999998238179,47410.2235,-3.9750000000058208,-2.6500000031164306
114,2.116,47408.54,47412.269,393655.96570107,393655.444045164,3107890.08158775,3107891.48795723,1.499999999359353,47410.404500000004,-3.7289999999993597,-2.486000001061339
115,2.11,47408.498,47412.304,393655.893899851,393655.374443486,3107890.05372419,3107891.46090758,1.5000000024208235,47410.401,-3.805999999996857,-2.5373333292362803
120,2.064,47408.535,47412.279,393655.539402853,393655.034372607,3107889.91341082,3107891.32583584,1.4999999952854257,47410.40700000001,-3.7439999999987776,-2.496000007844237
123,2.086,47408.605,47412.34,393655.329341925,393654.835551465,3107889.82874555,3107891.2451392,1.4999999964912172,47410.4725,-3.734999999993306,-2.490000005820117
125,2.0865,47408.509,47412.37,393655.188520809,393654.705396539,3107889.77187195,3107891.19193918,1.4999999991094957,47410.4395,-3.861000000004424,-2.5740000015310547
126,2.03933333333333,47408.507,47412.3,393655.119346053,393654.639122185,3107889.74386427,3107891.16491495,1.4999999993801276,47410.4035,-3.7930000000051223,-2.5286666677150484
127,2.107,47408.515,47412.494,393655.048823948,393654.574682598,3107889.71539185,3107891.13848355,1.500000001978005,47410.504499999995,-3.9789999999993597,-2.652666663168248
128,2.062,47408.597,47412.446,393654.977871992,393654.510189772,3107889.68690575,3107891.11213322,1.4999999998201607,47410.5215,-3.849000000001979,-2.5660000003089642
129,2.018,47408.488,47412.427,393654.906899094,393654.446053854,3107889.65838511,3107891.08583797,1.5000000008503915,47410.457500000004,-3.9390000000057626,-2.6259999985150895
130,2.042,47408.66,47412.29,393654.837220984,393654.379936282,3107889.63048464,3107891.0590821,1.5000000004971568,47410.475000000006,-3.6299999999973807,-2.419999999196174
132,2.027,47408.644,47412.457,393654.693566546,393654.251473938,3107889.57356609,3107891.00693769,1.500000006136655,47410.5505,-3.813000000001921,-2.541999989601696
136,2.033,47408.819,47412.588,393654.403069493,393653.991236692,3107889.46083271,3107890.90318972,1.500000000294189,47410.7035,-3.769000000000233,-2.512666666174023
138,2.012,47408.785,47412.604,393654.255843809,393653.858415412,3107889.40515085,3107890.85154315,1.500000005477007,47410.6945,-3.8189999999958673,-2.5459999907009383
139,1.996,47408.915,47412.667,393654.182307937,393653.79073711,3107889.37767434,3107890.82566339,1.5000000007790337,47410.791,-3.7520000000004075,-2.501333332034523
141,2.01716666666667,47408.976,47412.688,393654.039614204,393653.647027589,3107889.32471533,3107890.7724293,1.4999999966167863,47410.832,-3.7119999999995343,-2.474666672247907
142,2.035,47408.948,47412.743,393653.967077939,393653.574182555,3107889.2983846,3107890.74601481,1.5000000028589118,47410.845499999996,-3.7950000000055297,-2.5299999951816554
147,2.01811111111111,47409.132,47412.889,393653.593303777,393653.200660806,3107889.16817505,3107890.61587374,1.4999999999015263,47411.010500000004,-3.757000000005064,-2.504666666834472
150,2.056,47409.384,47412.952,393653.357633918,393652.966652006,3107889.0914219,3107890.53957008,1.5000000024981819,47411.168,-3.5679999999993015,-2.3786666627046396
153,2.02875,47409.459,47413.048,393653.11256043,393652.724435283,3107889.01582809,3107890.46474453,1.49999999363808,47411.253500000006,-3.588999999999942,-2.3926666768145974
155,2.058,47409.54,47413.183,393652.943143611,393652.557588461,3107888.96614794,3107890.41575038,1.5000000025931273,47411.3615,-3.642999999996391,-2.4286666624656994
156,2.079,47409.544,47413.2,393652.856374703,393652.472304563,3107888.94150675,3107890.39150334,1.499999994632212,47411.372,-3.6559999999954016,-2.4373333420523267
160,2.095,47409.554,47413.478,393652.496023522,393652.120290577,3107888.84445353,3107890.29663285,1.5000000079464002,47411.516,-3.9240000000063446,-2.6159999861457077
161,2.049,47409.65,47413.538,393652.402101498,393652.02975112,3107888.82047929,3107890.2735296,1.5000000022518447,47411.594,-3.8879999999990105,-2.591999996108153
163,2.06725,47409.665,47413.611,393652.210545602,393651.843176548,3107888.77333084,3107890.22764854,1.4999999982380496,47411.638,-3.9459999999962747,-2.6306666697542527
