sample_index,axis,sensor_a,sensor_b,x_a,x_b,y_a,y_b,baseline_distance,mean_field,diff_field,gradient_field
0,0.650017836363899,47273.545,47270.193,388689.247737197,388689.561668837,3108023.02673107,3108021.55994993,1.4999999960502668,47271.869,3.3519999999989523,2.234666672550193
1,0.651678816496944,47273.588,47270.101,388689.405987413,388689.724113746,3108023.00363046,3108021.53775337,1.5000000019032969,47271.84450000001,3.4870000000009895,2.324666663717639
2,0.653317898269607,47273.674,47270.316,388689.565581736,388689.886161362,3108022.9861274,3108021.52078488,1.49999999898805,47271.994999999995,3.3580000000001746,2.2386666681770624
3,0.654934045182311,47273.802,47270.118,388689.727242633,388690.047313833,3108022.97457122,3108021.50911756,1.5000000010106074,47271.96000000001,3.684000000001106,2.4559999983460363
4,0.656526307052596,47273.845,47270.373,388689.891249446,388690.207509465,3108022.96893743,3108021.50265656,1.499999996578331,47272.109,3.4720000000015716,2.31466667194773
5,0.658093829537805,47273.993,47270.414,388690.056758209,388690.367800845,3108022.96875915,3108021.50136265,1.5000000028038494,47272.2035,3.5790000000051805,2.385999995543464
6,0.659635867731405,47273.808,47270.373,388690.225618907,388690.526535661,3108022.97406964,3108021.50456322,1.5000000039442452,47272.0905,3.4349999999976717,2.2899999939769002
7,0.661151795438774,47273.746,47270.285,388690.395404026,388690.686326401,3108022.98405856,3108021.51254091,1.5000000074560642,47272.0155,3.4609999999956926,2.3073333218613783
8,0.662641118453242,47273.628,47270.053,388690.569551343,388690.843905972,3108022.99920745,3108021.52451103,1.4999999980104226,47271.8405,3.5749999999970896,2.3833333364926106
9,0.664103483378762,47273.304,47269.775,388690.746731809,388691.000758423,3108023.01909301,3108021.54075933,1.4999999966428732,47271.5395,3.528999999994994,2.3526666719287963
10,0.665538690319441,47273.197,47269.667,388690.927046688,388691.1569206,3108023.04355592,3108021.56127457,1.500000005389819,47271.432,3.529999999998836,2.3533333248765302
11,0.666946700561742,47273.366,47269.725,388691.10689879,388691.316109912,3108023.07177337,3108021.58643479,1.4999999968012587,47271.5455,3.6410000000032596,2.427333338511781
12,0.668327647139591,47273.342,47269.738,388691.293249266,388691.471466749,3108023.10423653,3108021.61486131,1.500000005875625,47271.53999999999,3.6039999999993597,2.402666657254794
13,0.66968184279204,47273.704,47270.016,388691.482960809,388691.626210694,3108023.13964984,3108021.64650568,1.5000000041679236,47271.86,3.687999999994645,2.458666659831407
14,0.671009789865191,47273.81,47270.153,388691.676074332,388691.780363488,3108023.17704133,3108021.68067113,1.5000000012391417,47271.981499999994,3.6569999999992433,2.4379999979854774
15,0.672312187483771,47273.821,47270.398,388691.872603173,388691.933954669,3108023.21537047,3108021.71662567,1.4999999940825715,47272.109500000006,3.423000000002503,2.28200000900405
