sample_index,axis,sensor_a,sensor_b,x_a,x_b,y_a,y_b,baseline_distance,mean_field,diff_field,gradient_field
0,2.147,47296.042,47290.968,388598.133708086,388598.264374869,3107900.4286026,3107898.93430471,1.4999999974071518,47293.505000000005,5.074000000000524,3.3826666725141767
2,2.10522106481482,47296.027,47291.078,388598.612126964,388598.754915068,3107900.51652563,3107899.02333725,1.4999999933984844,47293.552500000005,4.949000000000524,3.2993333478540827
3,2.06675,47296.034,47291.064,388598.909929009,388599.055579094,3107900.49521057,3107899.00229863,1.5000000025936977,47293.549,4.970000000001164,3.3133333276049193
4,2.12611053240741,47295.964,47290.903,388599.137462982,388599.285239991,3107900.51934214,3107899.02663924,1.4999999973188871,47293.4335,5.061000000001513,3.3740000060317255
5,2.04583333333333,47296.079,47291.075,388599.379279591,388599.528948749,3107900.53646355,3107899.04394918,1.50000000051171,47293.577,5.004000000000815,3.3359999988625004
6,2.1005,47296.059,47290.993,388599.734252302,388599.886175707,3107900.52985152,3107899.03756493,1.4999999958225436,47293.526,5.065999999998894,3.377333342738371
7,2.121,47296.039,47290.964,388599.920650105,388600.073654779,3107900.57660148,3107899.08442536,1.5000000012907717,47293.5015,5.07499999999709,3.383333330419986
8,2.10866666666667,47295.91,47291.061,388600.223586867,388600.3779312,3107900.54407321,3107899.05203507,1.4999999948589218,47293.4855,4.849000000001979,3.2326666777475808
9,2.09308333333333,47295.947,47291.024,388600.376630202,388600.531517297,3107900.58683027,3107899.09484837,1.5000000005383853,47293.485499999995,4.923000000002503,3.2819999988236814
10,2.11,47296.203,47291.051,388600.652751285,388600.808354708,3107900.59697196,3107899.1050646,1.4999999987241974,47293.627,5.152000000001863,3.434666669589213
11,2.18016666666667,47296.017,47291.309,388600.879943288,388601.036027622,3107900.59779511,3107899.10593798,1.5000000052986395,47293.663,4.707999999998719,3.138666655578704
12,2.07782793209877,47296.015,47291.133,388601.104410219,388601.260709787,3107900.61201886,3107899.12018427,1.4999999993745328,47293.574,4.881999999997788,3.254666668022317
13,2.153,47296.048,47291.168,388601.372295599,388601.528635438,3107900.69459642,3107899.20276605,1.499999999293019,47293.608,4.880000000004657,3.253333334869801
15,2.163,47296.183,47291.313,388601.363544743,388601.519723041,3107900.74780947,3107899.25596218,1.4999999993394775,47293.748,4.869999999995343,3.2466666680932263
16,2.10604094328704,47296.285,47291.454,388601.490751343,388601.64679236,3107900.78084785,3107899.28898619,1.5000000034225194,47293.8695,4.831000000005588,3.2206666593218625
17,2.15333333333333,47296.19,47291.311,388601.566124883,388601.721990943,3107900.74889996,3107899.25702002,1.4999999947107354,47293.7505,4.879000000000815,3.2526666781366864
18,2.09043287037037,47296.262,47291.471,388601.719116015,388601.874649005,3107900.74781647,3107899.25590176,1.5000000043273947,47293.866500000004,4.791000000004715,3.1939999907886776
19,2.12968800636574,47296.228,47291.39,388601.820884931,388601.976148769,3107900.76113009,3107899.26918735,1.4999999996559055,47293.809,4.838000000003376,3.2253333340754637
20,2.18933641975309,47296.313,47291.379,388601.827519424,388601.982783262,3107900.75216205,3107899.26021931,1.4999999996498803,47293.846000000005,4.934000000001106,3.2893333341018445
21,2.178,47296.278,47291.531,388601.968395214,388602.123184728,3107900.77842093,3107899.2864289,1.50000000357319,47293.904500000004,4.746999999995751,3.164666659125197
22,2.11252777777778,47296.258,47291.497,388601.964272398,388602.119061912,3107900.77213405,3107899.28014202,1.50000000357319,47293.8775,4.760999999998603,3.1739999924381985
23,2.126,47296.41,47291.46,388602.095592571,388602.249822993,3107900.83988124,3107899.34783131,1.5000000057109333,47293.935,4.950000000004366,3.299999987438857
25,2.05872222222222,47296.454,47291.723,388602.240108268,388602.393694868,3107900.84514877,3107899.35303244,1.4999999955113807,47294.0885,4.730999999999767,3.154000009437915
27,2.079,47296.369,47291.824,388602.450682838,388602.603008134,3107900.86989087,3107899.37764524,1.5000000052496885,47294.0965,4.544999999998254,3.029999989394465
