sample_index,axis,sensor_a,sensor_b,x_a,x_b,y_a,y_b,baseline_distance,mean_field,diff_field,gradient_field
0,2.64593026566294,47328.46,47325.397,388665.464293695,388665.328887851,3107992.49296732,3107990.99909141,1.4999999924197205,47326.928499999995,3.063000000001921,2.0420000103205678
1,2.64421549619008,47328.357,47325.347,388665.745338443,388665.617853948,3107992.48752438,3107990.99295163,1.5000000003348488,47326.852,3.0100000000020373,2.0066666662200716
2,2.64247835681008,47328.446,47325.378,388666.025022272,388665.906994488,3107992.482915,3107990.98756573,1.4999999988586752,47326.912,3.0680000000065775,2.045333334893978
3,2.64071338279686,47328.58,47325.244,388666.304052695,388666.195080092,3107992.47903388,3107990.98299746,1.4999999994998972,47326.912,3.3360000000029686,2.224000000743465
4,2.63891528147345,47328.607,47325.36,388666.580365642,388666.48367026,3107992.4759785,3107990.97909841,1.5000000005735736,47326.9835,3.247000000003027,2.164666665840954
5,2.63707895432067,47328.46,47325.481,388666.857457681,388666.768787578,3107992.47346694,3107990.97609003,1.4999999996655822,47326.970499999996,2.9789999999993597,1.9860000004423424
6,2.63519951493511,47328.381,47325.357,388667.134628612,388667.050681285,3107992.47152537,3107990.97387627,1.499999993626241,47326.869000000006,3.0239999999976135,2.0160000085647414
7,2.63327231083592,47328.436,47325.213,388667.40967851,388667.331136059,3107992.47023694,3107990.97229466,1.4999999969627458,47326.8245,3.2229999999981374,2.148666671016123
8,2.63129293605567,47328.54,47325.357,388667.68332116,388667.609063972,3107992.46950954,3107990.97134871,1.5000000010692733,47326.9485,3.1829999999972642,2.121999998485511
9,2.62925723780911,47328.386,47325.252,388667.954535412,388667.885158031,3107992.46933934,3107990.97094461,1.4999999959974883,47326.819,3.1339999999981956,2.0893333389071844
10,2.62716131724156,47328.278,47325.308,388668.223995667,388668.158466034,3107992.46963507,3107990.97106713,1.500000000936165,47326.793,2.970000000001164,1.9799999987650383
11,2.62500153518015,47328.423,47325.174,388668.49117344,388668.429292725,3107992.47036052,3107990.97163747,1.500000000812501,47326.798500000004,3.2490000000034343,2.165999998829038
12,2.6227745090664,47328.498,47325.104,388668.755652337,388668.697887893,3107992.47146781,3107990.97258046,1.5000000066428283,47326.801,3.394000000000233,2.2626666566464846
13,2.62047712309735,47328.514,47325.206,388669.018064806,388668.96351199,3107992.47286499,3107990.97385732,1.5000000016938542,47326.86,3.30800000000454,2.205333330846018
14,2.61810654596039,47328.464,47325.173,388669.278034938,388669.226495066,3107992.47449827,3107990.97538399,1.4999999944013103,47326.8185,3.290999999997439,2.1940000081873094
15,2.61566024453815,47328.413,47325.154,388669.53557088,388669.486845344,3107992.47629602,3107990.97708762,1.5000000015215422,47326.783500000005,3.2589999999981956,2.172666664461594
16,2.61313598392736,47328.476,47325.272,388669.790711999,388669.744602237,3107992.47818369,3107990.97889256,1.5000000007583032,47326.873999999996,3.2040000000051805,2.13599999892363
