sample_index,axis,sensor_a,sensor_b,x_a,x_b,y_a,y_b,baseline_distance,mean_field,diff_field,gradient_field
0,1.83680072276455,47288.253,47285.035,388722.745754731,388722.739838452,3108071.43611531,3108069.93612698,1.4999999975602132,47286.644,3.2179999999934807,2.1453333368184246
1,1.83932689978794,47288.257,47285.146,388723.008591396,388723.007034478,3108071.41721885,3108069.91721965,1.5000000079919735,47286.701499999996,3.110999999997148,2.0739999889478633
2,1.84211510855744,47288.222,47285.07,388723.272171072,388723.273916806,3108071.39929155,3108069.89929256,1.5000000058433567,47286.646,3.1520000000018626,2.1013333251486817
3,1.84517362168159,47288.247,47285.139,388723.5361887,388723.540937085,3108071.38306848,3108069.88307599,1.5000000060192293,47286.693,3.1080000000001746,2.0719999916855545
4,1.84850982587772,47288.248,47285.075,388723.800462098,388723.808417761,3108071.36903964,3108069.86906074,1.4999999976288632,47286.6615,3.173000000002503,2.1153333366788316
5,1.85213018474657,47288.114,47284.936,388724.065591947,388724.075890514,3108071.35743336,3108069.85746871,1.500000004165379,47286.525,3.1779999999998836,2.1186666607832225
6,1.85604021103172,47288.011,47284.945,388724.331171102,388724.343885477,3108071.34824747,3108069.84830135,1.5000000058075444,47286.478,3.065999999998894,2.0439999920855154
7,1.86024444017022,47288.14,47284.872,388724.597658309,388724.612056167,3108071.34135191,3108069.84142101,1.5000000010858623,47286.506,3.267999999996391,2.178666665087106
8,1.86474640549384,47288.058,47284.844,388724.86476703,388724.880789459,3108071.33659521,3108069.83668079,1.4999999950221612,47286.451,3.213999999999942,2.142666673777194
9,1.86954861868956,47288.015,47284.93,388725.132811721,388725.149858257,3108071.33392109,3108069.83401796,1.499999994470181,47286.4725,3.084999999999127,2.056666674248081
10,1.8746525541901,47288.088,47284.997,388725.401624372,388725.419504076,3108071.3334232,3108069.83352977,1.499999995212351,47286.5425,3.0910000000003492,2.0606666732440653
11,1.88005863554486,47287.889,47284.884,388725.671373356,388725.689617494,3108071.33536154,3108069.83547249,1.500000003306001,47286.3865,3.0050000000046566,2.0033333289210895
12,1.88576622732925,47288.068,47284.823,388725.938629691,388725.963671396,3108071.3400665,3108069.84027555,1.4999999937762916,47286.4455,3.2450000000026193,2.1633333423110503
13,1.89177363417316,47287.955,47284.703,388726.196644695,388726.248442998,3108071.34772152,3108069.84861614,1.5000000014286605,47286.329,3.2520000000004075,2.167999997935381
14,1.89807810241433,47287.881,47284.852,388726.454885268,388726.534478487,3108071.3587553,3108069.86086848,1.5000000017777093,47286.366500000004,3.02900000000227,2.019333330941655
15,1.90467582927672,47287.906,47284.713,388726.717982869,388726.817144135,3108071.37376272,3108069.87704396,1.5000000007194916,47286.3095,3.1929999999993015,2.1286666656451625
16,1.91156197719631,47287.814,47284.737,388726.982007947,388727.100352182,3108071.39275678,3108069.89743252,1.5000000002567841,47286.2755,3.076999999997497,2.051333332980498
17,1.91873068494642,47287.892,47284.692,388727.250133156,388727.380898092,3108071.41598109,3108069.92169178,1.5000000036701024,47286.292,3.1999999999970896,2.133333328111692
18,1.92617508804253,47287.864,47284.698,388727.519839942,388727.661254645,3108071.44299365,3108069.94967457,1.499999997847871,47286.281,3.166000000004715,2.1106666696980945
19,1.93388734435637,47287.677,47284.623,388727.792523813,388727.93996747,3108071.47338185,3108069.98064598,1.500000002908073,47286.15,3.0540000000037253,2.035999996055259
20,1.9418586594838,47287.757,47284.642,388728.068101028,388728.217049357,3108071.50630395,3108070.01371747,1.5000000016550643,47286.1995,3.1149999999979627,2.0766666643739637
21,1.9500793161868,47287.9,47284.581,388728.346228034,388728.492761918,3108071.54061603,3108070.04779058,1.5000000010189056,47286.2405,3.319000000003143,2.212666665165763
22,1.95853871995827,47287.67,47284.642,388728.627204856,388728.766713449,3108071.57505867,3108070.08156031,1.499999999417939,47286.156,3.0279999999984284,2.0186666674489437
23,1.96722543180353,47287.907,47284.597,388728.909857966,388729.039977393,3108071.60819976,3108070.1138541,1.500000005470052,47286.252,3.3099999999976717,2.2066666586180603
24,1.97612721526295,47287.813,47284.699,388729.196022617,388729.310611456,3108071.63900617,3108070.14338944,1.5000000015306236,47286.256,3.114000000001397,2.075999997882548
25,1.98523107920365,47287.804,47284.714,388729.484910924,388729.579291013,3108071.66647475,3108070.16944689,1.5000000049631306,47286.259,3.0899999999965075,2.059999993181639
26,1.9945233260861,47287.815,47284.726,388729.774237716,388729.8481848,3108071.68993058,3108070.19175441,1.5000000025776197,47286.2705,3.088999999999942,2.059333329794509
27,2.00398960686517,47287.839,47284.818,388730.06803685,388730.113140165,3108071.70942118,3108070.21009944,1.4999999964733204,47286.3285,3.0210000000006403,2.014000004735582
28,2.01361498291475,47287.967,47284.72,388730.364399274,388730.375946558,3108071.72491666,3108070.22496111,1.4999999975498721,47286.3435,3.246999999995751,2.1646666701996407
29,2.02338397828183,47287.833,47284.769,388730.65989988,388730.639910211,3108071.73670323,3108070.23683643,1.500000001453828,47286.301,3.0639999999984866,2.0426666646858673
30,2.03328064021703,47287.872,47284.912,388730.960563002,388730.89889014,3108071.74503468,3108070.24630307,1.4999999934722548,47286.392,2.960000000006403,1.9733333419252135
31,2.04328860451123,47287.994,47284.769,388731.243011319,388731.17615066,3108071.75122614,3108070.252717,1.4999999970166102,47286.3815,3.224999999998545,2.150000004275222
32,2.05339116071936,47287.873,47284.823,388731.524502153,388731.454326434,3108071.75507192,3108070.25671436,1.500000003067839,47286.348,3.0500000000029104,2.033333329176647
33,2.06357131856939,47287.844,47284.901,388731.805498928,388731.732852236,3108071.75666433,3108070.25842454,1.5000000034879928,47286.3725,2.9429999999993015,1.9619999954372398
34,2.07381187054079,47288.043,47285.017,388732.08644876,388732.011186497,3108071.75603714,3108070.25792647,1.4999999955991952,47286.53,3.025999999998021,2.0173333392506074
35,2.08409545397035,47287.972,47284.983,388732.367045735,388732.289548989,3108071.75325935,3108070.25526261,1.4999999929417844,47286.4775,2.989000000001397,1.9926666760440452
36,2.09440462007866,47288.116,47284.845,388732.64711025,388732.568042334,3108071.74843145,3108070.25051681,1.5000000015896717,47286.480500000005,3.2710000000006403,2.180666664356064
37,2.10472190549218,47288.071,47285.018,388732.92692308,388732.846318603,3108071.74167719,3108070.24384445,1.4999999997656321,47286.5445,3.0530000000071595,2.0353333336561175
