sample_index,axis,sensor_a,sensor_b,x_a,x_b,y_a,y_b,baseline_distance,mean_field,diff_field,gradient_field
0,2.514,47321.585,47318.076,388627.567897532,388626.581175131,3107939.78549954,3107938.65573014,1.4999999981048533,47319.8305,3.5089999999981956,2.339333336287717
1,2.538,47321.588,47317.988,388627.733321951,388626.715315087,3107939.65457832,3107938.55291503,1.4999999932729569,47319.788,3.6000000000058208,2.4000000107671497
8,2.56,47321.494,47317.816,388628.770115034,388627.604118344,3107938.50686477,3107937.56322728,1.4999999977453078,47319.655,3.6779999999998836,2.4520000036855927
9,2.554,47321.479,47317.913,388628.902934285,388627.73284292,3107938.32200577,3107937.38345039,1.500000001463061,47319.695999999996,3.565999999998894,2.3773333310138067
10,2.545,47321.49,47317.898,388629.033367181,388627.863350753,3107938.13495914,3107937.19631035,1.499999997408127,47319.694,3.591999999996915,2.3946666708023914
11,2.569,47321.451,47318.012,388629.1618643,388627.996101466,3107937.94684384,3107937.00291746,1.4999999986892811,47319.7315,3.4389999999984866,2.292666668669019
12,2.575,47321.539,47318.051,388629.288829908,388628.131581474,3107937.75877558,3107936.8044297,1.499999998960069,47319.795,3.4879999999975553,2.325333334943828
13,2.606,47321.422,47318.064,388629.412648228,388628.272272435,3107937.57414555,3107936.59970055,1.500000002299853,47319.743,3.3580000000001746,2.23866666323438
14,2.637,47321.458,47318.093,388629.536976637,388628.415353031,3107937.38990025,3107936.39392812,1.499999999089254,47319.7755,3.3649999999979627,2.2433333346940465
15,2.622,47321.627,47318.019,388629.660672485,388628.562767493,3107937.20859513,3107936.18653612,1.4999999973588922,47319.823000000004,3.6080000000001746,2.405333337568613
16,2.628,47321.49,47318.13,388629.779912191,388628.719102207,3107937.03501118,3107935.97450084,1.5000000012291181,47319.81,3.360000000000582,2.239999998164905
19,2.658,47321.593,47318.122,388630.192701778,388629.166787696,3107936.48940912,3107935.39510555,1.5000000021511573,47319.8575,3.47099999999773,2.313999996679968
20,2.665,47321.466,47317.97,388630.347254592,388629.312390373,3107936.30444893,3107935.21860546,1.4999999976799243,47319.718,3.495999999999185,2.3306666702710053
21,2.689,47321.605,47317.983,388630.50452944,388629.462845898,3107936.1241741,3107935.0448709,1.4999999996689086,47319.794,3.622000000003027,2.414666667201668
22,2.674,47321.439,47318.185,388630.664780077,388629.61836402,3107935.9485914,3107934.87387589,1.499999997256279,47319.812,3.254000000000815,2.169333337301907
23,2.695,47321.46,47318.115,388630.828401182,388629.778956825,3107935.77741281,3107934.70565419,1.4999999993449042,47319.7875,3.345000000001164,2.230000000974685
25,2.705,47321.545,47318.124,388631.165071048,388630.117389636,3107935.44869718,3107934.37521516,1.4999999959940393,47319.8345,3.4209999999948195,2.280666672754054
27,2.717,47321.544,47318.147,388631.515349116,388630.479436577,3107935.1358637,3107934.0510203,1.4999999969428406,47319.845499999996,3.397000000004482,2.264666671285286
28,2.726,47321.607,47318.111,388631.696295127,388630.669018669,3107934.98406619,3107933.89104145,1.500000001124809,47319.859,3.496000000006461,2.330666664923271
29,2.8,47321.679,47318.014,388631.879480021,388630.866044941,3107934.83649928,3107933.73062888,1.500000000717985,47319.8465,3.664999999993597,2.443333332159547
30,2.742,47321.541,47318.116,388632.067641412,388631.067790432,3107934.69037867,3107933.57221141,1.5000000013312127,47319.8285,3.4249999999956344,2.2833333313040214
31,2.769,47321.638,47318.072,388632.257307226,388631.277688731,3107934.54862197,3107933.41268728,1.5000000052663167,47319.854999999996,3.565999999998894,2.3773333249860693
32,2.73683333333333,47321.51,47318.131,388632.45243477,388631.49169523,3107934.40761838,3107933.2556724,1.5000000017196753,47319.8205,3.379000000000815,2.25266666408464
34,2.747,47321.46,47318.099,388632.846538416,388631.943991591,3107934.13805397,3107932.93996832,1.499999998583228,47319.779500000004,3.360999999997148,2.240666668781108
35,2.779,47321.419,47318.11,388633.047354932,388632.18004627,3107934.00777084,3107932.78393438,1.4999999987811037,47319.764500000005,3.309000000001106,2.2060000017933277
36,2.809,47321.48,47318.061,388633.254569233,388632.418489583,3107933.8779218,3107932.63254201,1.5000000009795034,47319.7705,3.419000000001688,2.2793333318460487
38,2.84,47321.352,47318.036,388633.667822691,388632.921721819,3107933.63381457,3107932.33253309,1.5000000005654794,47319.694,3.315999999998894,2.2106666658325382
39,2.83025,47321.428,47317.997,388633.8822614,388633.17744247,3107933.51460117,3107932.19050515,1.4999999983686438,47319.7125,3.430999999996857,2.2873333358188748
