sample_index,axis,sensor_a,sensor_b,x_a,x_b,y_a,y_b,baseline_distance,mean_field,diff_field,gradient_field
0,5.544,47249.603,47245.697,388597.12599104,388597.149820021,3107898.88644517,3107897.38663446,1.499999995006474,47247.65,3.9060000000026776,2.604000008670546
1,5.523,47249.626,47245.837,388597.390456968,388597.414485257,3107898.89067793,3107897.39087039,1.5000000050996203,47247.731499999994,3.7889999999970314,2.52599999141026
2,5.501,47249.439,47245.751,388597.653310008,388597.677603174,3107898.89491014,3107897.39510687,1.500000001953395,47247.595,3.688000000001921,2.458666663466116
3,5.486,47249.531,47245.808,388597.914511668,388597.939097733,3107898.8991421,3107897.3993436,1.5000000050444184,47247.6695,3.7230000000054133,2.4819999916567776
4,5.492,47249.56,47245.748,388598.174037996,388598.198889594,3107898.90337425,3107897.40358013,1.500000001405925,47247.653999999995,3.811999999998079,2.5413333309501036
5,5.471,47249.452,47245.648,388598.431861795,388598.456914007,3107898.90760693,3107897.40781615,1.4999999988137291,47247.55,3.8039999999964493,2.5360000020032216
6,5.44,47249.642,47245.75,388598.687954328,388598.713119161,3107898.91184033,3107897.41205143,1.5000000043670576,47247.695999999996,3.8919999999998254,2.594666659112511
7,5.418,47249.453,47245.713,388598.942234384,388598.967517137,3107898.91607368,3107897.41628677,1.4999999978040002,47247.583,3.7399999999979627,2.493333336982215
8,5.424,47249.568,47245.744,388599.194660449,388599.220091698,3107898.92030677,3107897.42052237,1.499999998523943,47247.656,3.824000000000524,2.5493333358423236
9,5.397,47249.577,47245.677,388599.445234072,388599.470794859,3107898.92454001,3107897.42475781,1.5000000003944476,47247.627,3.8999999999941792,2.5999999993124105
10,5.403,47249.4,47245.826,388599.693911691,388599.71963495,3107898.92877297,3107897.42899355,1.499999998209264,47247.613,3.574000000000524,2.3826666695115004
11,5.381,47249.456,47245.684,388599.94070833,388599.966572773,3107898.9330061,3107897.43322911,1.4999999960687427,47247.57,3.771999999997206,2.5146666732553387
15,5.372,47249.476,47245.703,388600.908898128,388600.935380283,3107898.94993809,3107897.45017187,1.5000000062678847,47247.5895,3.7730000000010477,2.5153333228234858
18,5.335,47249.543,47245.782,388601.615321205,388601.642358466,3107898.96263617,3107897.46287986,1.5000000010907597,47247.6625,3.760999999998603,2.5073333315091366
20,5.313,47249.463,47245.957,388602.077227682,388602.104600993,3107898.97110181,3107897.47135159,1.5000000070650383,47247.71000000001,3.5060000000012224,2.3373333223252484
22,5.304,47249.767,47245.847,388602.532159965,388602.559926791,3107898.97956688,3107897.4798239,1.5000000010098666,47247.807,3.9199999999982538,2.613333331572757
23,5.29183333333333,47249.523,47245.94,388602.757117247,388602.785088758,3107898.98379932,3107897.48406014,1.5000000048040074,47247.7315,3.5829999999987194,2.388666659015698
24,5.298,47249.566,47245.809,388602.980461769,388603.008643251,3107898.9880317,3107897.48829645,1.5000000050131421,47247.6875,3.756999999997788,2.504666658294359
26,5.283,47249.636,47245.863,388603.422506352,388603.45113015,3107898.9964962,3107897.49676933,1.500000002234306,47247.7495,3.7730000000010477,2.515333329587349
29,5.252,47249.628,47245.89,388604.074716027,388604.104159763,3107899.00919129,3107897.5094803,1.4999999958217154,47247.759,3.7379999999975553,2.4920000069398935
30,5.261,47249.632,47245.936,388604.289484004,388604.319180682,3107899.01342314,3107897.51371714,1.4999999931294306,47247.784,3.6959999999962747,2.464000011283572
32,5.236,47249.622,47245.882,388604.715466287,388604.745565346,3107899.02188782,3107897.52218984,1.4999999948613365,47247.752,3.7400000000052387,2.4933333418784263
33,5.273,47249.59,47245.821,388604.926801725,388604.957057806,3107899.02612059,3107897.52642576,1.5000000047948296,47247.7055,3.768999999992957,2.5126666586300987
35,5.206,47249.657,47245.704,388605.346439484,388605.376999681,3107899.03458619,3107897.53489753,1.5000000006527885,47247.6805,3.9530000000013388,2.635333332187349
36,5.215,47249.518,47245.909,388605.554873594,388605.585573361,3107899.03881911,3107897.5391333,1.5000000014172514,47247.7135,3.6089999999967404,2.4059999977245554
37,5.2635,47249.559,47245.784,388605.762487239,388605.793283551,3107899.04305246,3107897.54336864,1.4999999911116162,47247.6715,3.775000000001455,2.5166666815803698
38,5.184,47249.726,47245.677,388605.969329311,388606.000208732,3107899.04728595,3107897.54760383,1.4999999994779583,47247.7015,4.048999999999069,2.6993333342721555
39,5.21425,47249.544,47245.687,388606.175455314,388606.206419709,3107899.05151942,3107897.55183905,1.5000000020667035,47247.6155,3.857000000003609,2.5713333297929504
41,5.21185416666667,47249.577,47245.795,388606.585845569,388606.616910018,3107899.05998708,3107897.56030878,1.5000000009243075,47247.686,3.7819999999992433,2.5213333317791706
42,5.169,47249.61,47245.814,388606.790227868,388606.82131495,3107899.06422119,3107897.56454336,1.5000000000635962,47247.712,3.7960000000020955,2.5306666665607698
44,5.193,47249.461,47245.87,388607.197656253,388607.228745158,3107899.07268986,3107897.57301206,1.5000000080500688,47247.6655,3.5910000000003492,2.393999987152323
45,5.246,47249.462,47245.734,388607.40081607,388607.431883942,3107899.07692442,3107897.57724619,1.5000000019822401,47247.598,3.728000000002794,2.4853333300508442
47,5.1995,47249.621,47245.738,388607.806303575,388607.837274995,3107899.0853941,3107897.58571388,1.4999999967225006,47247.6795,3.88300000000163,2.588666672323989
48,5.178,47249.48,47245.822,388608.008728893,388608.039635614,3107899.08962911,3107897.58994756,1.4999999923495781,47247.651,3.658000000003085,2.438666679106609
52,5.153,47249.415,47245.847,388608.817198496,388608.848166702,3107899.10656586,3107897.60688557,1.5000000006645,47247.631,3.5679999999993015,2.3786666656124518
53,5.141,47249.463,47245.626,388609.019238138,388609.050272092,3107899.11079952,3107897.61112059,1.4999999995977005,47247.5445,3.8370000000068103,2.558000000690595
55,5.132,47249.478,47245.677,388609.423527819,388609.454685282,3107899.11926693,3107897.61959056,1.500000000808249,47247.5775,3.800999999999476,2.5339999986342487
58,5.126,47249.467,47245.702,388610.031000943,388610.062276989,3107899.13196873,3107897.63229483,1.499999999326113,47247.5845,3.764999999999418,2.5100000011272496
59,5.163,47249.549,47245.764,388610.233882485,388610.26518082,3107899.13620284,3107897.6365294,1.5000000042595178,47247.6565,3.7849999999962165,2.5233333261653557
61,5.116,47249.485,47245.757,388610.640370178,388610.671694161,3107899.14467126,3107897.64499836,1.4999999995900597,47247.621,3.728000000002794,2.4853333340144217
62,5.147,47249.64,47245.663,388610.844017032,388610.875341553,3107899.1489056,3107897.64923271,1.5000000010473347,47247.6515,3.9769999999989523,2.6513333314814127
63,5.11,47249.544,47245.796,388611.047955518,388611.07927129,3107899.15314003,3107897.65346696,1.4999999980730359,47247.67,3.7479999999995925,2.498666669876289
66,5.101,47249.546,47245.865,388611.661645348,388611.692889505,3107899.16584381,3107897.66616925,1.499999994455751,47247.7055,3.6810000000041327,2.454000009073147
67,5.095,47249.522,47245.823,388611.866864845,388611.89807274,3107899.17007853,3107897.67040321,1.499999999372018,47247.6725,3.699000000000524,2.466000001032752
