sample_index,axis,sensor_a,sensor_b,x_a,x_b,y_a,y_b,baseline_distance,mean_field,diff_field,gradient_field
0,2.21025,47312.372,47307.25,388543.537237713,388543.389471299,3107825.07437427,3107823.58167032,1.4999999985146701,47309.811,5.122000000003027,3.4146666700499555
1,2.246,47312.306,47307.213,388543.81451204,388543.666720521,3107825.04691894,3107823.55421748,1.4999999936028554,47309.7595,5.092999999993481,3.3953333478092795
2,2.153,47312.261,47307.18,388544.091784699,388543.943971408,3107825.01946378,3107823.52676447,1.4999999994092696,47309.720499999996,5.080999999998312,3.3873333346662085
3,2.18175,47312.152,47307.138,388544.369057064,388544.221222591,3107824.99200864,3107823.49931143,1.4999999974337144,47309.645000000004,5.014000000002852,3.3426666723873932
4,2.188,47312.137,47307.03,388544.646326107,388544.498477095,3107824.96455383,3107823.47185806,1.499999997599582,47309.5835,5.107000000003609,3.404666672117488
5,2.178,47312.161,47306.851,388544.92359348,388544.775733269,3107824.93709919,3107823.44440452,1.5000000064867705,47309.506,5.309999999997672,3.5399999846896697
6,2.169,47312.073,47306.932,388545.200859181,388545.052991115,3107824.90964471,3107823.41695083,1.4999999948819471,47309.5025,5.140999999995984,3.427333345024838
7,2.23,47312.11,47306.917,388545.478123424,388545.33025042,3107824.88219038,3107823.38949698,1.5000000039123542,47309.5135,5.1929999999993015,3.461999990969821
8,2.2,47311.885,47306.788,388545.755385502,388545.607511889,3107824.85473626,3107823.36204293,1.4999999944426037,47309.336500000005,5.097000000001572,3.398000012590403
11,2.163,47311.991,47306.825,388546.587160757,388546.439307277,3107824.77237499,3107823.27967966,1.499999999630708,47309.407999999996,5.166000000004715,3.4440000008510374
12,2.221,47311.952,47306.901,388546.86441587,388546.716575711,3107824.74492157,3107823.25222492,1.5000000008374863,47309.4265,5.050999999999476,3.3673333314529206
13,2.184,47312.047,47306.802,388547.141669312,388546.993845816,3107824.7174683,3107823.22477,1.4999999999664688,47309.4245,5.244999999995343,3.496666666741727
14,2.12530555555556,47311.941,47306.981,388547.418921911,388547.271116765,3107824.69001512,3107823.19731501,1.4999999933813801,47309.460999999996,4.959999999999127,3.3066666812564645
17,2.19601851851852,47312.076,47306.916,388548.250707239,388548.102902079,3107824.60765286,3107823.11495274,1.5000000049583508,47309.496,5.1600000000034925,3.439999988631177
18,2.116,47311.906,47306.835,388548.527969012,388548.380163853,3107824.58019877,3107823.08749866,1.4999999941970226,47309.370500000005,5.071000000003551,3.3806666797476552
19,2.19877777777778,47312.032,47306.822,388548.805230786,388548.657425627,3107824.55274468,3107823.06004457,1.4999999946604177,47309.426999999996,5.209999999999127,3.473333345696851
20,2.147,47312.194,47306.858,388549.08249256,388548.9346874,3107824.5252906,3107823.03259048,1.50000000448922,47309.526,5.336000000002969,3.5573333226888777
22,2.17244444444444,47312.175,47307.01,388549.637016107,388549.489210947,3107824.47038242,3107822.97768231,1.4999999942945277,47309.5925,5.165000000000873,3.443333346431144
23,2.18724074074074,47312.145,47307.067,388549.914277881,388549.766472721,3107824.44292833,3107822.95022822,1.4999999947579228,47309.606,5.077999999994063,3.385333345160161
26,2.095,47312.316,47307.08,388550.746063202,388550.598258042,3107824.36056607,3107822.86786595,1.50000000448922,47309.698000000004,5.235999999997148,3.490666656217851
28,2.09760185185185,47312.193,47307.044,388551.300586749,388551.15278159,3107824.30565789,3107822.81295778,1.4999999946604177,47309.6185,5.1489999999976135,3.4326666788844133
29,2.1225,47312.348,47307.165,388551.577848523,388551.430043363,3107824.27820381,3107822.78550369,1.50000000448922,47309.7565,5.182999999997264,3.4553333229903416
30,2.05659259259259,47312.357,47307.102,388551.855110297,388551.707305137,3107824.25074972,3107822.7580496,1.50000000448922,47309.7295,5.255000000004657,3.503333322851615
31,2.10566666666667,47312.387,47307.197,388552.13237207,388551.984566911,3107824.22329563,3107822.73059552,1.4999999941970226,47309.792,5.190000000002328,3.460000013387087
32,2.138,47312.2,47307.244,388552.409633844,388552.261828684,3107824.19584154,3107822.70314143,1.4999999947579228,47309.721999999994,4.955999999998312,3.3040000115454236
33,2.11095833333333,47311.706,47306.612,388552.686895618,388552.539090458,3107824.16838746,3107822.67568734,1.50000000448922,47309.159,5.0939999999973224,3.3959999898346207
34,2.036,47311.86,47306.72,388552.964157383,388552.81635224,3107824.14093337,3107822.64823325,1.5000000032835572,47309.29,5.139999999999418,3.4266666591651744
35,2.14783333333333,47311.806,47306.68,388553.241419157,388553.093614013,3107824.11347928,3107822.62077916,1.5000000029176672,47309.243,5.125999999996566,3.4173333266839494
36,2.0635,47311.785,47306.52,388553.518680939,388553.370875779,3107824.08602519,3107822.59332508,1.4999999947579228,47309.1525,5.265000000006694,3.510000012270923
37,2.088,47311.727,47306.514,388553.795942712,388553.648137553,3107824.0585711,3107822.56587099,1.4999999941970226,47309.120500000005,5.2129999999961,3.4753333467755874
38,2.06517708333333,47311.89,47306.491,388554.073204486,388553.925399326,3107824.03111702,3107822.5384169,1.50000000448922,47309.1905,5.3989999999976135,3.5993333225596094
39,2.12833333333333,47311.905,47306.512,388554.350466259,388554.2026611,3107824.00366293,3107822.51096281,1.500000004391715,47309.2085,5.392999999996391,3.5953333228044744
