sample_index,axis,sensor_a,sensor_b,x_a,x_b,y_a,y_b,baseline_distance,mean_field,diff_field,gradient_field
0,7.29041455128239,47419.701,47423.555,393672.587449974,393672.534038522,3107915.76177979,3107917.26082856,1.4999999997522528,47421.628,-3.8539999999993597,-2.5693333337572697
1,7.28987342100218,47419.684,47423.498,393672.385840736,393672.334901485,3107915.73980276,3107917.23893758,1.5000000052299411,47421.591,-3.8139999999984866,-2.5426666578003263
2,7.28956174851798,47419.73,47423.568,393672.187493953,393672.139115003,3107915.71867384,3107917.21789346,1.4999999969340545,47421.649000000005,-3.8379999999961,-2.5586666718938886
3,7.28948822644418,47419.876,47423.834,393671.992134204,393671.946403689,3107915.69839163,3107917.19769438,1.500000005375308,47421.854999999996,-3.9580000000059954,-2.6386666572148996
4,7.28966067858548,47419.87,47423.703,393671.79946812,393671.756474237,3107915.67894649,3107917.17833021,1.5000000046946727,47421.7865,-3.8329999999987194,-2.555333325334844
5,7.29008604228103,47419.904,47423.878,393671.609186171,393671.569017163,3107915.66032107,3107917.15978313,1.5000000063579064,47421.891,-3.973999999994703,-2.6493333221003263
6,7.29077034183496,47420.14,47424.016,393671.420593501,393671.38407973,3107915.64248188,3107917.14203739,1.4999999943508435,47422.078,-3.8760000000038417,-2.584000009734175
7,7.29171866635132,47420.113,47424.001,393671.23446709,393671.200212722,3107915.6254256,3107917.12503442,1.4999999914213193,47422.057,-3.8879999999990105,-2.5920000148233004
8,7.29293513927011,47420.261,47424.018,393671.049347426,393671.018182905,3107915.60908858,3107917.1087648,1.4999999970543416,47422.1395,-3.756999999997788,-2.504666671583787
9,7.2944228958198,47420.25,47424.269,393670.865251027,393670.83726476,3107915.59343887,3107917.09317777,1.4999999997621771,47422.2595,-4.019000000000233,-2.679333333758293
10,7.29618406200409,47420.407,47424.164,393670.681817903,393670.657097418,3107915.57843141,3107917.0782277,1.5000000050421936,47422.2855,-3.756999999997788,-2.504666658245849
11,7.29821975058639,47420.593,47424.278,393670.499630158,393670.476370555,3107915.56403202,3107917.06385167,1.499999997068555,47422.4355,-3.6849999999976717,-2.45666667146617
12,7.30053006550336,47420.568,47424.517,393670.31755399,393670.29548693,3107915.5501754,3107917.05001308,1.5000000069500372,47422.542499999996,-3.949000000000524,-2.6326666544689283
13,7.30311410689108,47420.52,47424.413,393670.135110748,393670.114195903,3107915.53680717,3107917.03666135,1.4999999973653864,47422.466499999995,-3.893000000003667,-2.595333337894245
14,7.30596997647438,47420.545,47424.365,393669.951938922,393669.932136019,3107915.523874,3107917.02374328,1.5000000040473984,47422.455,-3.819999999999709,-2.5466666597948895
15,7.30909478556652,47420.825,47424.656,393669.767682479,393669.748951252,3107915.5113226,3107917.01120564,1.499999997834584,47422.7405,-3.831000000005588,-2.554000003690707
16,7.31248465200154,47420.778,47424.522,393669.581993122,393669.564293286,3107915.49910043,3107916.99899599,1.499999991790166,47422.649999999994,-3.7439999999987776,-2.496000013660349
17,7.31613469160678,47420.904,47424.699,393669.394532491,393669.377823785,3107915.48715642,3107916.98706336,1.5000000030919587,47422.8015,-3.7949999999982538,-2.5299999947837324
18,7.32003901975126,47420.894,47424.757,393669.204974378,393669.189216564,3107915.47544164,3107916.97535887,1.5000000019540474,47422.8255,-3.8629999999975553,-2.5753333299768215
19,7.32419075752574,47421.078,47424.731,393669.013006876,393668.998159678,3107915.46390993,3107916.96383645,1.5000000016082076,47422.904500000004,-3.6529999999984284,-2.4353333307212712
20,7.32858203621133,47420.978,47424.913,393668.818334326,393668.804357539,3107915.45251841,3107916.9524533,1.500000008113069,47422.9455,-3.9349999999976717,-2.6233333191429247
21,7.33320400837052,47421.172,47424.856,393668.620679371,393668.607532765,3107915.44122805,3107916.94117043,1.4999999921932756,47423.013999999996,-3.684000000001106,-2.4560000127829476
22,7.33804686362871,47421.267,47425.085,393668.419784724,393668.407428063,3107915.43000402,3107916.92995313,1.5000000062944092,47423.176,-3.8179999999993015,-2.5453333226519548
23,7.34309985679847,47421.387,47425.06,393668.215324306,393668.203898541,3107915.41881545,3107916.91877194,1.500000006672604,47423.2235,-3.672999999995227,-2.4486666557708294
24,7.34835133057201,47421.493,47425.222,393668.0072722,393667.996545906,3107915.40763853,3107916.90760018,1.5000000016170258,47423.3575,-3.7289999999993597,-2.4859999973196225
25,7.35378874327086,47421.463,47425.278,393667.795266195,393667.78535774,3107915.39645176,3107916.89641903,1.4999999962491202,47423.370500000005,-3.8149999999950523,-2.54333333968986
26,7.35939869687102,47421.577,47425.26,393667.579308593,393667.570009167,3107915.38524139,3107916.88521256,1.4999999966966868,47423.4185,-3.68300000000454,-2.455333338743517
27,7.36516695765398,47421.653,47425.394,393667.359112893,393667.350518252,3107915.37399686,3107916.87397224,1.5000000028420784,47423.523499999996,-3.7410000000018044,-2.493999995275774
28,7.37107847114563,47421.621,47425.491,393667.134652047,393667.126699422,3107915.36271449,3107916.86269341,1.5000000015420518,47423.556,-3.8700000000026193,-2.579999997349417
29,7.37711738630749,47421.563,47425.419,393666.905848296,393666.898474892,3107915.35139533,3107916.85137721,1.5000000026595672,47423.491,-3.855999999999767,-2.570666662108604
30,7.38326708154085,47421.712,47425.533,393666.67265281,393666.665795853,3107915.34004557,3107916.8400299,1.5000000027335674,47423.6225,-3.8210000000035507,-2.5473333286934956
31,7.38951018973242,47421.792,47425.666,393666.435045897,393666.428642635,3107915.32867635,3107916.82866268,1.499999997364159,47423.729,-3.8739999999961583,-2.582666671202438
32,7.39582863030204,47421.847,47425.587,393666.193036981,393666.187024648,3107915.31730347,3107916.81729142,1.4999999995138689,47423.717000000004,-3.7399999999979627,-2.493333334140033
33,7.40220365565514,47421.8,47425.687,393665.946664306,393665.940980122,3107915.30594709,3107916.80593632,1.5000000002068734,47423.7435,-3.8869999999951688,-2.5913333329727273
34,7.4086158852454,47422.013,47425.757,393665.695971643,393665.690598401,3107915.29463132,3107916.79462169,1.4999999940654256,47423.884999999995,-3.7439999999987776,-2.496000009874317
35,7.41504534399744,47421.991,47425.729,393665.440608118,393665.436418667,3107915.28338253,3107916.78337668,1.5000000008741872,47423.86,-3.7379999999975553,-2.4919999985460537
36,7.42147150507487,47422.153,47425.941,393665.179102086,393665.180154173,3107915.27223208,3107916.77223172,1.5000000090062187,47424.047,-3.7880000000004657,-2.5253333181711746
37,7.4278733305573,47422.201,47426.012,393664.914360725,393664.919190336,3107915.26122084,3107916.76121307,1.5000000050435067,47424.1065,-3.8110000000015134,-2.540666658125096
38,7.43422930927655,47422.249,47425.88,393664.645798953,393664.654453118,3107915.25038294,3107916.75035797,1.4999999953753624,47424.0645,-3.6309999999939464,-2.4206666741257683
39,7.44051750122389,47422.233,47426.185,393664.374019646,393664.385725704,3107915.23975253,3107916.73970685,1.49999999798484,47424.209,-3.951999999997497,-2.6346666702045147
40,7.44671557760247,47422.3,47425.989,393664.099236611,393664.113222084,3107915.22936559,3107916.72930039,1.4999999992047637,47424.1445,-3.6889999999984866,-2.4593333346361583
41,7.45280085789478,47422.249,47426.182,393663.821781417,393663.837076437,3107915.21925819,3107916.71918021,1.5000000011345371,47424.215500000006,-3.9329999999972642,-2.621999998015005
42,7.45875035212882,47422.277,47426.225,393663.541641904,393663.557800524,3107915.20947063,3107916.70938359,1.4999999961813788,47424.251000000004,-3.947999999996682,-2.6320000066981954
43,7.46454080970047,47422.485,47426.285,393663.259245708,393663.275495745,3107915.20003888,3107916.69995086,1.5000000035889038,47424.385,-3.8000000000029104,-2.533333327274014
44,7.47014877366021,47422.425,47426.341,393662.974964013,393662.990344766,3107915.19099893,3107916.69092007,1.4999999977228964,47424.383,-3.915999999997439,-2.6106666706281314
45,7.47555063166516,47422.319,47426.178,393662.68895964,393662.702758637,3107915.18238807,3107916.6823246,1.5000000020167905,47424.2485,-3.8589999999967404,-2.5726666632054735
46,7.48072266539847,47422.459,47426.364,393662.401557074,393662.413001855,3107915.17424037,3107916.67419671,1.5000000017030637,47424.4115,-3.904999999998836,-2.6033333303767954
47,7.48564110196992,47422.628,47426.377,393662.113055985,393662.121373873,3107915.16658815,3107916.66656509,1.5000000025846714,47424.5025,-3.7490000000034343,-2.499333329028986
48,7.49028216385709,47422.541,47426.462,393661.82375864,393661.828176689,3107915.15946126,3107916.65945476,1.5000000066995118,47424.5015,-3.9210000000020955,-2.613999988326381
49,7.4946221187682,47422.573,47426.63,393661.533967359,393661.533712432,3107915.15288664,3107916.65288662,1.5000000016391515,47424.6015,-4.0570000000006985,-2.70466666371156
50,7.49863732605437,47422.818,47426.563,393661.24447354,393661.237789448,3107915.14689002,3107916.64687512,1.499999992206044,47424.6905,-3.7450000000026193,-2.4966666796410197
51,7.50230429015893,47422.925,47426.734,393660.954653884,393660.941621315,3107915.14149006,3107916.64143344,1.4999999972639764,47424.8295,-3.80899999999383,-2.539333337961004
