sample_index,axis,sensor_a,sensor_b,x_a,x_b,y_a,y_b,baseline_distance,mean_field,diff_field,gradient_field
25,1.75040046296296,47279.93,47274.915,388556.99255256,388556.735996799,3107835.737999,3107834.26010213,1.500000005727794,47277.4225,5.014999999999418,3.343333320566329
26,1.66188425925926,47279.878,47274.858,388557.216030564,388556.960512899,3107835.70668473,3107834.22860803,1.500000002857021,47277.368,5.019999999996799,3.346666660290201
27,1.7169375,47279.782,47274.968,388557.37833758,388557.123888889,3107835.67537274,3107834.19711164,1.5000000050481888,47277.375,4.813999999998487,3.209333322531444
28,1.66541666666667,47279.828,47274.969,388557.606580619,388557.354077979,3107835.64413537,3107834.16554063,1.4999999960452082,47277.398499999996,4.859000000004016,3.2393333418766037
30,1.73275,47279.775,47274.792,388557.94059992,388557.692133303,3107835.58166879,3107834.10239047,1.500000002579726,47277.283500000005,4.983000000000175,3.3219999942868834
31,1.673,47279.764,47274.83,388558.15557899,388557.910548642,3107835.55055113,3107834.07069975,1.4999999927693832,47277.297000000006,4.934000000001106,3.28933334919001
32,1.65769444444444,47279.799,47274.882,388558.335431958,388558.094435264,3107835.51947806,3107834.03896444,1.499999994905888,47277.3405,4.917000000001281,3.2780000111331864
34,1.75903240740741,47279.696,47274.926,388558.688294314,388558.454470141,3107835.45724455,3107833.97558121,1.499999998774442,47277.311,4.7700000000040745,3.1800000026008997
36,1.72675810185185,47279.706,47274.956,388559.011337911,388558.787587293,3107835.39521351,3107833.9119955,1.5000000014626549,47277.331,4.75,3.1666666635788396
37,1.67241666666667,47279.931,47274.908,388559.212420625,388558.993550722,3107835.36417335,3107833.88022727,1.500000000777091,47277.4195,5.022999999993772,3.348666664927702
38,1.74275,47279.867,47275.087,388559.412071708,388559.200203758,3107835.3332771,3107833.84831515,1.500000007277308,47277.477,4.779999999998836,3.186666651205654
39,1.747,47279.969,47275.076,388559.545288965,388559.33572154,3107835.30203611,3107833.81674776,1.499999996003603,47277.5225,4.892999999996391,3.2620000086884255
42,1.72166666666667,47280.009,47275.036,388560.029468927,388559.826014863,3107835.20824842,3107833.72211033,1.4999999929318775,47277.5225,4.972999999998137,3.315333348954213
43,1.69825,47280.074,47275.195,388560.318181589,388560.11829618,3107835.17708633,3107833.69046404,1.500000003508036,47277.6345,4.879000000000815,3.2526666590602287
44,1.67225,47280.192,47275.254,388560.442303003,388560.24461808,3107835.14582925,3107833.65891275,1.5000000023953264,47277.723,4.938000000001921,3.2919999947443377
45,1.73175694444444,47280.364,47275.382,388560.723517098,388560.529598848,3107835.11467302,3107833.6272606,1.499999997920362,47277.873,4.982000000003609,3.32133333794052
46,1.75247222222222,47280.367,47275.41,388560.899119492,388560.707520904,3107835.08341912,3107833.59570612,1.4999999962332142,47277.8885,4.956999999994878,3.3046666749618994
48,1.67425,47280.571,47275.657,388561.516903074,388561.335032866,3107835.02122104,3107833.53228745,1.500000002440182,47278.114,4.914000000004307,3.275999994673514
50,1.749,47280.75,47275.843,388562.265474291,388562.095870466,3107834.95913621,3107833.46875554,1.4999999996017002,47278.2965,4.906999999999243,3.2713333342014765
54,1.70883333333333,47280.904,47276.076,388563.761113118,388563.619049271,3107834.83495785,3107833.34170039,1.4999999930056302,47278.490000000005,4.828000000001339,3.2186666816759226
55,1.689875,47281.03,47276.157,388564.134704991,388564.000161805,3107834.80390186,3107833.309948,1.500000001468499,47278.5935,4.8729999999995925,3.2486666634859525
56,1.74128125,47281.169,47276.147,388564.508168123,388564.381403081,3107834.77283772,3107833.27820377,1.5000000066182932,47278.657999999996,5.022000000004482,3.3479999852309574
57,1.72545833333333,47281.134,47276.183,388564.884418256,388564.759857355,3107834.74152618,3107833.24670693,1.5000000027026081,47278.6585,4.951000000000931,3.3006666607203483
59,1.71996875,47281.219,47276.333,388565.639077591,388565.514606837,3107834.67872156,3107833.1838948,1.5000000038139134,47278.776,4.885999999998603,3.2573333250502774
60,1.723,47281.159,47276.407,388566.01641164,388565.891977196,3107834.64731888,3107833.1524891,1.5000000006332501,47278.782999999996,4.7520000000004075,3.1679999986628475
61,1.70946875,47281.16,47276.407,388566.393748602,388566.269344642,3107834.61591596,3107833.12108365,1.4999999937876602,47278.783500000005,4.753000000004249,3.168666679792722
62,1.771,47281.183,47276.369,388566.771088473,388566.646709178,3107834.5845128,3107833.08967843,1.5000000008977605,47278.776,4.813999999998487,3.209333331411516
63,1.676,47281.18,47276.354,388567.148431251,388567.024070809,3107834.5531094,3107833.05827346,1.5000000025379634,47278.767,4.826000000000931,3.2173333278903047
64,1.72355555555556,47281.365,47276.367,388567.525776932,388567.401429536,3107834.52170575,3107833.02686873,1.4999999971444888,47278.865999999995,4.9979999999995925,3.3320000063427706
65,1.72458333333333,47281.192,47276.291,388567.903125514,388567.778785361,3107834.49030187,3107832.99546424,1.5000000041815322,47278.741500000004,4.901000000005297,3.267333324228558
66,1.77975,47281.37,47276.421,388568.280476997,388568.156138286,3107834.45889774,3107832.96406,1.4999999946335938,47278.8955,4.949000000000524,3.2993333451373914
67,1.72770833333333,47281.336,47276.268,388568.65783138,388568.533488311,3107834.42749337,3107832.93265599,1.4999999971686138,47278.801999999996,5.0680000000065775,3.378666673048592
68,1.73964583333333,47281.273,47276.317,388569.035188665,388568.910835434,3107834.39608876,3107832.90125222,1.500000002420395,47278.795,4.955999999998312,3.303999994667551
69,1.70354166666667,47281.299,47276.312,388569.412548851,388569.288179656,3107834.36468391,3107832.8698487,1.500000000603223,47278.8055,4.9870000000009895,3.324666665330316
72,1.7515,47281.07,47275.943,388570.54462269,388570.420219041,3107834.27046991,3107832.77563757,1.4999999976939618,47278.5065,5.1270000000004075,3.418000005254964
73,1.74116666666667,47281.056,47275.896,388570.9219749,388570.797571238,3107834.23906572,3107832.74423338,1.4999999983064367,47278.475999999995,5.1599999999962165,3.4400000038813827
74,1.6975,47280.963,47275.884,388571.299327104,388571.174923442,3107834.20766154,3107832.71282919,1.5000000085156915,47278.423500000004,5.0790000000051805,3.3859999807806993
76,1.70525,47280.898,47275.93,388572.054031512,388571.92962785,3107834.14485316,3107832.65002082,1.4999999983064367,47278.414000000004,4.968000000000757,3.3120000037398922
79,1.6845,47282.41,47277.371,388573.186088124,388573.061684462,3107834.0506406,3107832.55580826,1.4999999983064367,47279.8905,5.039000000004307,3.359333337129034
80,1.78966666666667,47282.353,47277.366,388573.563440328,388573.439036666,3107834.01923641,3107832.52440407,1.4999999987704937,47279.859500000006,4.9870000000009895,3.324666669392459
81,1.74233333333333,47282.409,47277.472,388573.940792525,388573.816388877,3107833.98783222,3107832.49299988,1.4999999971478373,47279.9405,4.936999999998079,3.2913333395903317
82,1.73508333333333,47282.429,47277.63,388574.318144736,388574.193741074,3107833.95642803,3107832.46159569,1.4999999987704937,47280.0295,4.798999999999069,3.199333335955113
83,1.75633333333333,47282.582,47277.536,388574.69549694,388574.571093278,3107833.92502385,3107832.4301915,1.5000000085156915,47280.059,5.0460000000020955,3.3639999809035395
84,1.77727777777778,47282.542,47277.785,388575.072849144,388574.948445482,3107833.89361966,3107832.39878732,1.4999999983064367,47280.1635,4.756999999997788,3.171333336912428
85,1.725,47282.825,47277.796,388575.450201348,388575.325797686,3107833.86221547,3107832.36738313,1.4999999987704937,47280.3105,5.028999999994994,3.3526666694114127
86,1.741,47282.727,47277.657,388575.827553552,388575.70314989,3107833.83081128,3107832.33597894,1.4999999983064367,47280.191999999995,5.069999999999709,3.3800000038159688
87,1.70901388888889,47282.76,47277.765,388576.204905756,388576.080502094,3107833.7994071,3107832.30457475,1.5000000085156915,47280.2625,4.995000000002619,3.329999981096911
88,1.73033333333333,47282.771,47277.876,388576.58225796,388576.457854298,3107833.76800291,3107832.27317057,1.4999999987704937,47280.3235,4.8950000000040745,3.2633333360109087
89,1.70158333333333,47282.745,47277.759,388576.959610164,388576.835206502,3107833.73659872,3107832.24176638,1.4999999983064367,47280.252,4.986000000004424,3.3240000037558852
90,1.72183333333333,47282.776,47277.964,388577.336962361,388577.212558712,3107833.70519453,3107832.21036219,1.4999999976939618,47280.369999999995,4.811999999998079,3.2080000049305664
91,1.68275,47282.996,47278.034,388577.714314572,388577.58991091,3107833.67379034,3107832.178958,1.4999999983064367,47280.515,4.961999999999534,3.308000003734561
92,1.74488888888889,47282.922,47277.88,388578.091666775,388577.967263114,3107833.64238616,3107832.14755381,1.500000008433624,47280.401,5.042000000001281,3.361333314435373
93,1.71787152777778,47282.963,47278.064,388578.469018973,388578.344615324,3107833.61098197,3107832.11614963,1.4999999976939618,47280.5135,4.899000000004889,3.2660000050242735
95,1.72775,47283.065,47278.03,388579.223723387,388579.099319725,3107833.54817359,3107832.05334125,1.4999999987704937,47280.5475,5.0350000000034925,3.3566666694203566
99,1.7215625,47283.057,47278.115,388580.733132203,388580.608728541,3107833.42255684,3107831.9277245,1.4999999983064367,47280.585999999996,4.942000000002736,3.2946666703883083
104,1.74677777777778,47283.156,47278.198,388582.619893223,388582.495489561,3107833.2655359,3107831.77070356,1.4999999983064367,47280.676999999996,4.958000000005995,3.305333337069191
105,1.73296875,47283.104,47278.193,388582.997245427,388582.872841765,3107833.23413172,3107831.73929937,1.5000000085156915,47280.648499999996,4.911000000000058,3.273999981413123
106,1.642,47283.227,47278.434,388583.374597624,388583.250193976,3107833.20272753,3107831.70789519,1.4999999976118943,47280.8305,4.792999999997846,3.1953333384190934
107,1.70416666666667,47283.167,47278.472,388583.751949835,388583.627546173,3107833.17132334,3107831.676491,1.4999999983064367,47280.8195,4.694999999999709,3.130000003533708
109,1.7115,47283.152,47278.427,388584.506654243,388584.382250581,3107833.10851496,3107831.61368262,1.4999999983064367,47280.7895,4.724999999998545,3.1500000035555127
111,1.68825,47283.175,47278.266,388585.261358651,388585.136954989,3107833.04570659,3107831.55087425,1.4999999987704937,47280.7205,4.908999999999651,3.2726666693489435
113,1.68858333333333,47283.202,47278.398,388586.016063059,388585.891659397,3107832.98289821,3107831.48806587,1.4999999987704937,47280.8,4.803999999996449,3.202666669289432
115,1.67566666666667,47283.279,47278.507,388586.770767467,388586.646363805,3107832.92008984,3107831.4252575,1.4999999987704937,47280.893,4.772000000004482,3.1813333359439677
116,1.67138888888889,47283.271,47278.27,388587.148119664,388587.023716015,3107832.88868565,3107831.39385331,1.4999999976939618,47280.7705,5.001000000003842,3.3340000051281153
118,1.743,47283.39,47278.525,388587.902824078,388587.778420416,3107832.82587727,3107831.33104493,1.4999999987704937,47280.957500000004,4.864999999997963,3.243333335990441
119,1.68033333333333,47283.355,47278.423,388588.280176276,388588.155772627,3107832.79447309,3107831.29964074,1.5000000079032167,47280.889,4.9320000000006985,3.287999982676615
120,1.66058333333333,47283.824,47279.098,388588.657528486,388588.533124824,3107832.7630689,3107831.26823656,1.4999999987704937,47281.460999999996,4.7260000000023865,3.1506666692507674
121,1.7165,47283.89,47278.991,388589.03488069,388588.910477028,3107832.73166471,3107831.23683237,1.4999999987704937,47281.4405,4.8989999999976135,3.266000002675454
123,1.63166666666667,47283.779,47278.874,388589.789585098,388589.665181436,3107832.66885634,3107831.17402399,1.5000000085156915,47281.3265,4.904999999998836,3.2699999814350167
124,1.657,47283.645,47278.827,388590.166937302,388590.04253364,3107832.63745215,3107831.14261981,1.4999999987704937,47281.236,4.8179999999993015,3.212000002632317
125,1.6875,47283.756,47279.042,388590.5442895,388590.419885851,3107832.60604796,3107831.11121562,1.4999999976939618,47281.399000000005,4.713999999999942,3.1426666714980342
126,1.714,47283.688,47278.848,388590.92164171,388590.797238048,3107832.57464377,3107831.07981143,1.4999999987704937,47281.268,4.8400000000037835,3.226666669313994
127,1.66555555555556,47283.646,47278.893,388591.298993914,388591.174590252,3107832.54323958,3107831.04840724,1.4999999987704937,47281.269499999995,4.753000000004249,3.1686666692667633
129,1.6656875,47283.743,47278.92,388592.053698322,388591.92929466,3107832.48043121,3107830.98559887,1.4999999983064367,47281.3315,4.823000000003958,3.215333336966219
131,1.627,47283.764,47278.882,388592.808402723,388592.683999074,3107832.41762283,3107830.92279049,1.499999997229905,47281.323000000004,4.882000000005064,3.2546666726805333
132,1.685,47283.689,47279.003,388593.185754934,388593.061351272,3107832.38621865,3107830.8913863,1.5000000085156915,47281.346,4.686000000001513,3.123999982265662
133,1.63483333333333,47283.682,47278.966,388593.563107138,388593.438703476,3107832.35481446,3107830.85998212,1.4999999987704937,47281.324,4.716000000000349,3.144000002577278
134,1.66975,47283.753,47279.03,388593.940459335,388593.816055686,3107832.32341027,3107830.82857793,1.499999997229905,47281.3915,4.722999999998137,3.148666672480162
135,1.71716666666667,47283.866,47279.206,388594.317811546,388594.193407884,3107832.29200608,3107830.79717374,1.4999999987704937,47281.536,4.6600000000034925,3.106666669215439
137,1.63388888888889,47283.996,47279.226,388595.072515954,388594.948112292,3107832.22919771,3107830.73436537,1.4999999983064367,47281.611000000004,4.769999999996799,3.18000000358822
138,1.713,47284.045,47279.339,388595.449868158,388595.325464496,3107832.19779352,3107830.70296118,1.4999999987704937,47281.691999999995,4.705999999998312,3.1373333359037887
139,1.683625,47284.168,47279.228,388595.827220361,388595.7028167,3107832.16638933,3107830.67155699,1.4999999982243692,47281.698000000004,4.939999999995052,3.293333337228531
141,1.69720833333333,47284.235,47279.256,388596.581924769,388596.457521108,3107832.10358096,3107830.60874861,1.500000008433624,47281.745500000005,4.97899999999936,3.3193333146702337
142,1.643,47284.311,47279.384,388596.959276973,388596.834873311,3107832.07217677,3107830.57734443,1.4999999983064367,47281.8475,4.927000000003318,3.2846666703774057
143,1.70172916666667,47284.2,47279.369,388597.336629177,388597.212225515,3107832.04077258,3107830.54594024,1.4999999987704937,47281.784499999994,4.830999999998312,3.220666669305428
144,1.70233333333333,47284.415,47279.496,388597.713981381,388597.589577719,3107832.00936839,3107830.51453605,1.4999999983064367,47281.9555,4.919000000001688,3.2793333370369644
146,1.71775,47284.479,47279.528,388598.468685789,388598.344282127,3107831.94656002,3107830.45172767,1.5000000085156915,47282.0035,4.951000000000931,3.3006666479289817
147,1.64641666666667,47284.51,47279.507,388598.846037993,388598.721634331,3107831.91515583,3107830.42032349,1.4999999983064367,47282.008499999996,5.003000000004249,3.3353333371018983
149,1.7125,47284.61,47279.702,388599.600742401,388599.476338739,3107831.85234745,3107830.35751511,1.4999999983064367,47282.156,4.908000000003085,3.2720000036962826
150,1.69525,47284.749,47279.661,388599.978094605,388599.853690943,3107831.82094327,3107830.32611092,1.5000000085156915,47282.205,5.088000000003376,3.391999980745434
153,1.627875,47284.783,47279.788,388601.110151217,388600.985747555,3107831.7267307,3107830.23189836,1.4999999987753212,47282.2855,4.995000000002619,3.330000002720533
154,1.68983333333333,47284.857,47279.729,388601.487503421,388601.363099759,3107831.69532651,3107830.20049417,1.4999999983112642,47282.293000000005,5.128000000004249,3.418666670518316
155,1.67129513888889,47284.828,47279.77,388601.864855625,388601.740451963,3107831.66392233,3107830.16908999,1.4999999983112642,47282.299,5.05800000000454,3.3720000037993048
156,1.71425,47284.933,47279.813,388602.242207829,388602.117804167,3107831.63251814,3107830.1376858,1.4999999987753212,47282.373,5.119999999995343,3.4133333361170535
158,1.69145833333333,47285.449,47280.119,388602.996912237,388602.872508575,3107831.56970976,3107830.07487742,1.4999999987753212,47282.784,5.330000000001746,3.5533333362356254
160,1.71691666666667,47285.823,47280.243,388603.751616645,388603.627212983,3107831.50690139,3107830.01206905,1.4999999983112642,47283.032999999996,5.57999999999447,3.7200000041843784
161,1.69295833333333,47286.049,47280.355,388604.128968849,388604.004565187,3107831.4754972,3107829.98066486,1.4999999987753212,47283.202000000005,5.693999999995867,3.796000003096499
163,1.73075,47286.306,47280.55,388604.883673257,388604.759269595,3107831.41268882,3107829.91785648,1.4999999987753212,47283.428,5.755999999993946,3.837333336462298
164,1.70321875,47286.155,47280.585,388605.261025461,388605.136621799,3107831.38128464,3107829.88645229,1.5000000085156915,47283.369999999995,5.569999999999709,3.713333312252072
166,1.72006481481481,47286.176,47280.51,388606.015729868,388605.891326207,3107831.31847626,3107829.82364392,1.4999999986884263,47283.343,5.665999999997439,3.77733333663446
167,1.68316666666667,47286.139,47280.624,388606.393082072,388606.268678411,3107831.28707207,3107829.79223973,1.4999999986884263,47283.3815,5.514999999999418,3.6766666698810915
168,1.758,47286.016,47280.569,388606.770434276,388606.646030614,3107831.25566789,3107829.76083554,1.500000008520519,47283.2925,5.447000000000116,3.6313333127061815
170,1.69675,47285.695,47280.599,388607.525138684,388607.400735022,3107831.19285951,3107829.69802717,1.4999999987753212,47283.147,5.09599999999773,3.3973333361055813
171,1.73916666666667,47285.729,47280.651,388607.902490888,388607.778087226,3107831.16145532,3107829.66662298,1.4999999987753212,47283.19,5.078000000001339,3.38533333609819
172,1.76918518518518,47285.771,47280.542,388608.279843086,388608.155439437,3107831.13005113,3107829.63521879,1.4999999976939618,47283.1565,5.22899999999936,3.486000005358806
178,1.70177777777778,47285.604,47280.666,388610.543956316,388610.419552654,3107830.94162601,3107829.44679367,1.4999999987704937,47283.134999999995,4.938000000001921,3.292000002699637
179,1.67155208333333,47285.527,47280.506,388610.92130852,388610.796904858,3107830.91022182,3107829.41538948,1.4999999987704937,47283.0165,5.02100000000064,3.347333336077472
181,1.69516666666667,47285.378,47280.529,388611.676012928,388611.551609266,3107830.84741344,3107829.3525811,1.4999999983064367,47282.9535,4.848999999994703,3.2326666703129523
182,1.68525,47285.396,47280.625,388612.053365132,388611.92896147,3107830.81600926,3107829.32117692,1.4999999983064367,47283.010500000004,4.77100000000064,3.1806666702582005
183,1.681625,47285.496,47280.399,388612.430717336,388612.306313674,3107830.78460507,3107829.28977273,1.4999999987704937,47282.947499999995,5.097000000001572,3.398000002786289
185,1.6975625,47285.542,47280.438,388613.185421744,388613.061018082,3107830.72179669,3107829.22696435,1.4999999987704937,47282.990000000005,5.10399999999936,3.4026666694553063
186,1.7636875,47285.47,47280.522,388613.562773948,388613.438370286,3107830.69039251,3107829.19556016,1.5000000085156915,47282.996,4.948000000003958,3.298666647942354
187,1.71601041666667,47285.479,47280.465,388613.940126151,388613.81572249,3107830.65898832,3107829.16415598,1.4999999982243692,47282.971999999994,5.014000000002852,3.3426666706254626
189,1.71,47285.347,47280.405,388614.694830559,388614.570426898,3107830.59617994,3107829.1013476,1.4999999982243692,47282.876000000004,4.942000000002736,3.294666670568565
190,1.73438020833333,47285.349,47280.401,388615.072182763,388614.947779102,3107830.56477575,3107829.06994341,1.4999999986884263,47282.875,4.948000000003958,3.2986666695536018
191,1.71616666666667,47285.301,47280.455,388615.449534967,388615.325131306,3107830.53337157,3107829.03853923,1.4999999986884263,47282.878,4.84599999999773,3.2306666694899917
192,1.6915,47285.393,47280.386,388615.826887171,388615.702483509,3107830.50196738,3107829.00713504,1.4999999983064367,47282.8895,5.006999999997788,3.3380000037672684
193,1.7015,47285.364,47280.492,388616.204239375,388616.079835713,3107830.47056319,3107828.97573085,1.4999999987704937,47282.928,4.872000000003027,3.248000002664309
194,1.6830625,47285.383,47280.521,388616.581591579,388616.457187917,3107830.439159,3107828.94432666,1.4999999983064367,47282.952000000005,4.8620000000009895,3.2413333369935953
197,1.72175,47285.344,47280.426,388617.713648191,388617.589244529,3107830.34494644,3107828.8501141,1.4999999983064367,47282.884999999995,4.917999999997846,3.278666670366984
198,1.71871875,47285.317,47280.589,388618.091000395,388617.966596733,3107830.31354225,3107828.81870991,1.4999999987704937,47282.953,4.728000000002794,3.1520000025854653
199,1.782,47285.351,47280.392,388618.468352599,388618.343948937,3107830.28213806,3107828.78730572,1.4999999983064367,47282.8715,4.959000000002561,3.306000003734321
200,1.727375,47285.479,47280.472,388618.845704803,388618.721301141,3107830.25073388,3107828.75590154,1.4999999983064367,47282.9755,5.006999999997788,3.3380000037672684
201,1.7745,47285.438,47280.511,388619.223057007,388619.098653345,3107830.21932969,3107828.72449735,1.4999999987704937,47282.9745,4.927000000003318,3.284666669361224
202,1.68675,47285.461,47280.436,388619.600409211,388619.476005549,3107830.1879255,3107828.69309316,1.4999999983064367,47282.9485,5.025000000001455,3.3500000037832613
206,1.67040625,47285.499,47280.672,388621.109818027,388620.985414365,3107830.06230875,3107828.56747641,1.4999999987704937,47283.0855,4.827000000004773,3.2180000026408826
207,1.74629166666667,47285.61,47280.61,388621.487170224,388621.362766575,3107830.03090456,3107828.53607222,1.499999997229905,47283.11,5.0,3.3333333394891
208,1.70993055555556,47285.567,47280.504,388621.864522435,388621.740118773,3107829.99950037,3107828.50466803,1.4999999987704937,47283.0355,5.063000000001921,3.375333336101276
209,1.74433333333333,47285.717,47280.459,388622.241874639,388622.117470977,3107829.96809619,3107828.47326385,1.4999999987704937,47283.088,5.257999999994354,3.505333336202789
210,1.802,47285.757,47280.619,388622.619226836,388622.494823187,3107829.936692,3107828.44185966,1.499999997229905,47283.187999999995,5.1379999999990105,3.4253333396583394
213,1.79389583333333,47285.751,47280.638,388623.751283448,388623.626879799,3107829.84247944,3107828.34764709,1.5000000074391597,47283.1945,5.112999999997555,3.40866664975996
214,1.815,47285.96,47280.693,388624.128635658,388624.004231997,3107829.81107525,3107828.31624291,1.4999999986884263,47283.326499999996,5.266999999999825,3.511333336403465
215,1.808,47285.849,47280.815,388624.505987862,388624.3815842,3107829.77967106,3107828.28483872,1.4999999983064367,47283.332,5.033999999999651,3.3560000037888327
218,1.79955555555556,47285.954,47280.816,388625.638044474,388625.513640812,3107829.6854585,3107828.19062616,1.4999999987704937,47283.384999999995,5.1379999999990105,3.4253333361403193
219,1.77875,47285.919,47280.724,388626.015396672,388625.890993023,3107829.65405431,3107828.15922197,1.4999999976939618,47283.321500000005,5.194999999999709,3.4633333386575256
221,1.79625,47286.089,47280.809,388626.770101086,388626.645697424,3107829.59124593,3107828.09641359,1.4999999987704937,47283.449,5.279999999998836,3.520000002884465
222,1.76463425925926,47286.084,47280.978,388627.147453284,388627.023049635,3107829.55984175,3107828.0650094,1.5000000079032167,47283.531,5.105999999999767,3.4039999820648115
224,1.73311111111111,47286.159,47280.915,388627.902157698,388627.777754036,3107829.49703337,3107828.00220103,1.4999999987704937,47283.537,5.243999999998778,3.496000002864754
225,1.83483333333333,47286.004,47281.034,388628.279509895,388628.155106247,3107829.46562918,3107827.97079684,1.4999999976118943,47283.519,4.970000000001164,3.3133333386091697
227,1.77468055555556,47286.131,47280.908,388629.03421431,388628.909810648,3107829.40282081,3107827.90798847,1.4999999987704937,47283.5195,5.222999999998137,3.482000002852852
228,1.80205555555556,47286.085,47281.121,388629.411566514,388629.287162852,3107829.37141662,3107827.87658428,1.4999999987704937,47283.603,4.963999999999942,3.3093333360458588
229,1.78326543209877,47286.092,47281.021,388629.788918718,388629.664515056,3107829.34001243,3107827.84518009,1.4999999987704937,47283.5565,5.070999999996275,3.380666669435217
230,1.73669444444444,47286.084,47281.075,388630.166270922,388630.04186726,3107829.30860824,3107827.8137759,1.4999999987704937,47283.5795,5.0090000000054715,3.339333336074135
231,1.78689814814815,47286.185,47280.906,388630.543623126,388630.419219464,3107829.27720406,3107827.78237171,1.5000000085156915,47283.5455,5.278999999994994,3.5193333133502915
233,1.71188888888889,47286.061,47281.035,388631.298327534,388631.173923872,3107829.21439568,3107827.71956334,1.4999999987704937,47283.548,5.025999999998021,3.3506666694117913
234,1.7775,47286.111,47281.053,388631.675679738,388631.551276076,3107829.18299149,3107827.68815915,1.4999999983064367,47283.581999999995,5.057999999997264,3.3720000038053066
236,1.793,47286.182,47281.08,388632.430384146,388632.305980484,3107829.12018312,3107827.62535078,1.4999999987704937,47283.631,5.101999999998952,3.401333336120609
238,1.787,47286.182,47281.258,388633.185088553,388633.060684892,3107829.05737474,3107827.5625424,1.4999999986884263,47283.72,4.923999999999069,3.282666669536352
239,1.77675,47286.08,47281.213,388633.562440757,388633.438037095,3107829.02597055,3107827.53113821,1.4999999983064367,47283.6465,4.86699999999837,3.2446666703289457
241,1.74630555555556,47286.268,47281.093,388634.317145165,388634.192741503,3107828.96316218,3107827.46832984,1.4999999987704937,47283.6805,5.174999999995634,3.4500000028249542
242,1.813375,47286.381,47281.395,388634.694497369,388634.570093707,3107828.93175799,3107827.43692565,1.4999999983064367,47283.888,4.986000000004424,3.3240000037558852
243,1.72883333333333,47286.395,47281.339,388635.071849573,388634.947445911,3107828.9003538,3107827.40552146,1.4999999987704937,47283.867,5.055999999996857,3.3706666694274086
