num_files,num_samples_total,mean_signal_std,mean_background_std,mean_residual_rms,max_peak_abs_residual,mean_response_mean,mean_response_std,max_peak_response
29,467241,58.256009559840464,58.25582755575366,0.028293819173817007,3.87368354707109,0.8055548043396641,0.5792682023621557,29.524365759756556
