sample_index,axis,baseline_distance,signal_0,signal_1
0,4.537,1.4999999996954283,47348.8995,-2.367333333813666
2,4.531,1.4999999943654598,47349.043,-2.4800000093165493
3,4.553,1.5000000069128527,47349.0195,-2.4486666553834877
5,4.522,1.4999999998191085,47349.127,-2.5546666669713307
6,4.5,1.4999999932330783,47349.2775,-2.410000010870829
8,4.494,1.4999999975077198,47349.413,-2.382666670625865
9,4.454,1.5000000012807708,47349.4565,-2.3779999979665245
10,4.479,1.499999992904694,47349.5285,-2.554000012084666
11,4.448,1.500000000768456,47349.555,-2.481333332058333
13,4.426,1.4999999951940428,47349.68,-2.5186666747402056
15,4.433,1.49999999238988,47349.751,-2.409333345552958
16,4.386,1.5000000021277395,47349.721,-2.4119999965800694
17,4.402,1.5000000028584122,47349.78999999999,-2.5519999951377805
19,4.374,1.500000003384932,47349.878,-2.52266666097373
20,4.365,1.4999999968744822,47350.0645,-2.5086666718981125
22,4.349,1.5000000021602062,47350.049,-2.3453333299533248
23,4.343,1.5000000048393682,47350.1225,-2.551333325100437
25,4.328,1.4999999946907894,47350.2335,-2.527333342277056
26,4.334,1.5000000003752751,47350.148,-2.502666666041084
28,4.297,1.500000005756416,47350.269,-2.4799999904835017
29,4.306,1.4999999965036144,47350.3535,-2.534000005906212
34,4.282,1.5000000017342352,47350.5005,-2.5366666637340765
35,4.291,1.50000000210719,47350.4285,-2.551333329747569
42,4.319,1.5000000000638547,47350.5545,-2.5126666665598583
47,4.38,1.5000000031129797,47350.6595,-2.54066666139498
48,4.411,1.500000005991983,47350.78,-2.517333323276135
49,4.396,1.5000000031588467,47350.66,-2.5173333280356176
53,4.47,1.4999999925153793,47350.8335,-2.388666678584656
54,4.463,1.50000000142583,47350.832,-2.446666664339816
56,4.485,1.499999996673796,47350.889500000005,-2.571333339032741
59,4.50266666666667,1.5000000021584812,47350.8685,-2.4393333298229303
60,4.516,1.500000001339484,47350.9865,-2.428666664495488
62,4.52427777777778,1.5000000016695028,47351.10799999999,-2.546666663832028
63,4.547,1.4999999980606258,47351.022,-2.4706666698599062
64,4.574,1.4999999917824147,47351.067500000005,-2.4060000131836845
66,4.568,1.4999999972762807,47351.164,-2.3826666709934927
67,4.562,1.5000000026772462,47351.2375,-2.507333328857236
70,4.579,1.500000008356794,47351.357,-2.4426666530561127
73,4.62,1.499999997127062,47351.533,-2.414666671288626
74,4.59,1.5000000035505068,47351.572,-2.491999994099795
75,4.614,1.5000000063877843,47351.676,-2.409333323074064
86,4.506,1.5000000084485985,47352.08,-2.5933333187262577
101,4.275,1.5000000011960557,47353.0285,-2.465999998034034
103,4.245,1.5000000004787386,47353.108,-2.5186666658666144
104,4.251,1.5000000044468935,47353.126,-2.421333326158435
105,4.214,1.4999999993896718,47353.152,-2.4786666676757045
107,4.192,1.4999999971443896,47353.2195,-2.478000004720262
109,4.171,1.5000000016442196,47353.3415,-2.503333330587567
111,4.146,1.500000001327839,47353.4195,-2.433999997848891
112,4.131,1.5000000075465365,47353.4575,-2.388666654653224
113,4.115,1.499999997924124,47353.590500000006,-2.480666670098191
114,4.14,1.5000000081481608,47353.629,-2.4173333202046807
116,4.072,1.500000007920273,47353.64,-2.4546666537060453
117,4.063,1.4999999996215805,47353.619,-2.565333333979273
118,4.057,1.5000000047778417,47353.7845,-2.427333325603897
120,4.051,1.5000000001387643,47353.7735,-2.403333333113136
121,4.041,1.4999999968876825,47353.889,-2.44800000507841
122,4.035,1.4999999958768424,47353.9385,-2.4366666733685816
124,4.026,1.4999999994093478,47353.893,-2.4600000009653717
128,4.011,1.5000000036290668,47354.037500000006,-2.4939999939672743
131,4.02,1.5000000024747615,47354.2395,-2.467333329258396
138,4.078,1.4999999916686526,47354.3595,-2.4620000136740527
141,4.08416666666667,1.4999999957708203,47354.506,-2.5506666738587724
143,4.103,1.4999999941060014,47354.4185,-2.484666676429049
149,4.155,1.499999999046837,47354.6345,-2.479333334907021
150,4.162,1.5000000003636895,47354.716,-2.355999999428532
151,4.223,1.499999993247174,47354.675,-2.4160000108788413
153,4.208,1.4999999993984614,47354.674,-2.4933333343367168
157,4.22133333333333,1.4999999955907872,47354.95,-2.5613333408602523
163,4.266,1.5000000041412442,47355.206000000006,-2.422666659976894
173,4.359,1.5000000045083397,47355.358,-2.5506666590011067
174,4.312,1.5000000056414056,47355.346000000005,-2.579999990298529
186,4.239,1.500000002180098,47355.728,-2.542666662970149
192,4.183,1.5000000009265242,47356.123,-2.499999998455793
196,4.125,1.5000000006909535,47356.4075,-2.3939999988974705
197,4.094,1.499999999155887,47356.431,-2.60266666813281
204,3.995,1.499999999139207,47356.9215,-2.6166666681653616
205,3.989,1.5000000022560236,47357.004,-2.630666662707619
206,3.958,1.5000000017088198,47357.105,-2.599999997039016
207,3.943,1.4999999981383227,47357.1785,-2.5660000031860286
208,3.952,1.4999999965580535,47357.2405,-2.6006666726329177
210,3.915,1.4999999952323264,47357.4195,-2.460666674487033
211,3.906,1.50000000031136,47357.418,-2.633333332784783
212,3.86,1.5000000084813605,47357.4265,-2.5393333189760696
214,3.838,1.5000000050237643,47357.651,-2.390666658661882
216,3.817,1.50000000810792,47357.8135,-2.608666652561553
217,3.801,1.499999999545563,47357.8915,-2.476666667419515
220,3.764,1.4999999929826802,47358.02099999999,-2.473333344903532
224,3.795,1.4999999993924449,47358.178,-2.548000001032112
225,3.77,1.500000001227933,47358.3145,-2.4899999979620198
226,3.786,1.5000000004007028,47358.371,-2.543999999319671
227,3.755,1.499999996266763,47358.324,-2.4653333394717545
230,3.78,1.4999999992556323,47358.4535,-2.4513333345520074
233,3.832,1.5000000054814775,47358.548,-2.4279999911271983
241,3.9,1.4999999951221958,47358.6865,-2.5780000083870838
242,3.884,1.5000000030183185,47358.766,-2.622666661390042
245,3.967,1.499999997862867,47358.7695,-2.543333336958513
248,3.97566666666667,1.5000000017551487,47358.705,-2.593333330298488
256,4.089,1.5000000054877056,47358.92,-2.6626666569245647
258,4.177,1.5000000025825224,47358.9495,-2.401999995861533
263,4.198,1.5000000075582152,47359.0625,-2.5366666538802285
264,4.229,1.499999999243237,47359.105500000005,-2.418000001220174
265,4.217,1.49999999775849,47359.239,-2.506666670413837
275,4.25033333333333,1.499999998913753,47359.413,-2.5786666685355213
291,4.13,1.5000000057814178,47360.311,-2.5893333233521187
293,4.109,1.499999998743209,47360.4505,-2.646000002215194
294,4.088,1.4999999966193125,47360.5405,-2.612666672556198
302,3.983,1.499999995528327,47360.9945,-2.6553333412493045
303,3.974,1.5000000006010112,47361.006,-2.6746666655966265
304,3.937,1.5000000001756726,47361.1715,-2.5739999996966443
308,3.875,1.5000000049158932,47361.238,-2.489333325177813
309,3.927,1.4999999984118852,47361.316000000006,-2.5693333360531705
311,3.854,1.5000000092349357,47361.3355,-2.5313333177479738
330,3.749,1.500000003291032,47362.1225,-2.400666661401144
334,3.823,1.5000000035242225,47362.215500000006,-2.609999993868435
337,3.74,1.5000000019450708,47362.298,-2.4333333301789666
347,3.807,1.5000000066618442,47362.5835,-2.4459999891330275
351,3.80133333333333,1.4999999986356942,47362.711,-2.548000002317578
366,3.869,1.4999999948862923,47363.0315,-2.523333341933203
372,3.921,1.4999999995192226,47363.245,-2.465333334121306
380,3.9525,1.4999999983896255,47363.5745,-2.5260000027098912
388,4.004,1.5000000011185934,47363.8855,-2.389999998217126
429,3.847,1.500000004913543,47365.3345,-2.46866665858096
456,3.89,1.500000000238367,47366.2875,-2.428666666278318
514,3.81316666666667,1.4999999968816855,47368.959,-2.3946666716428258
516,3.76936111111111,1.500000002428486,47368.999500000005,-2.3646666628374007
