sample_index,axis,baseline_distance,signal_0,signal_1
0,2.21025,1.49999999851467,47309.811,3.4146666700499555
1,2.246,1.4999999936028554,47309.7595,3.3953333478092795
2,2.153,1.4999999994092696,47309.7205,3.3873333346662085
3,2.18175,1.4999999974337144,47309.645,3.342666672387393
4,2.188,1.499999997599582,47309.5835,3.404666672117488
5,2.178,1.5000000064867705,47309.506,3.5399999846896697
6,2.169,1.4999999948819471,47309.5025,3.427333345024838
7,2.23,1.5000000039123542,47309.5135,3.461999990969821
8,2.2,1.4999999944426037,47309.336500000005,3.398000012590403
11,2.163,1.499999999630708,47309.408,3.4440000008510374
12,2.221,1.5000000008374863,47309.4265,3.367333331452921
13,2.184,1.4999999999664688,47309.4245,3.496666666741727
14,2.12530555555556,1.49999999338138,47309.461,3.3066666812564645
17,2.19601851851852,1.5000000049583508,47309.496,3.439999988631177
18,2.116,1.4999999941970226,47309.370500000005,3.3806666797476552
19,2.19877777777778,1.4999999946604177,47309.427,3.473333345696851
20,2.147,1.50000000448922,47309.526,3.5573333226888777
22,2.17244444444444,1.4999999942945277,47309.5925,3.443333346431144
23,2.18724074074074,1.4999999947579228,47309.606,3.385333345160161
26,2.095,1.50000000448922,47309.698,3.490666656217851
28,2.09760185185185,1.4999999946604177,47309.6185,3.4326666788844133
29,2.1225,1.50000000448922,47309.7565,3.4553333229903416
30,2.05659259259259,1.50000000448922,47309.7295,3.503333322851615
31,2.10566666666667,1.4999999941970226,47309.792,3.460000013387087
32,2.138,1.4999999947579228,47309.722,3.304000011545424
33,2.11095833333333,1.50000000448922,47309.159,3.3959999898346207
34,2.036,1.5000000032835572,47309.29,3.4266666591651744
35,2.14783333333333,1.5000000029176672,47309.243,3.4173333266839494
36,2.0635,1.4999999947579228,47309.1525,3.510000012270923
37,2.088,1.4999999941970226,47309.120500000005,3.475333346775588
38,2.06517708333333,1.50000000448922,47309.1905,3.5993333225596094
39,2.12833333333333,1.500000004391715,47309.2085,3.5953333228044744
40,2.04816666666667,1.500000004391715,47309.265,3.358666656833439
41,2.088875,1.4999999947579228,47309.3355,3.491333345535219
42,2.11377777777778,1.50000000448922,47309.269,3.3493333233126634
43,2.02266666666667,1.500000004391715,47309.268,3.3266666569254606
44,2.03701041666667,1.50000000448922,47309.3085,3.3433333233269726
45,2.049,1.49999999318637,47309.222,3.482666682487721
46,2.11,1.4999999941970226,47309.337,3.486666680152649
47,2.09116666666667,1.5000000044949555,47309.2765,3.3446666566486485
48,1.99554166666667,1.50000000448922,47309.3065,3.3939999898426243
49,2.018,1.500000004391715,47309.2585,3.5006666564150906
51,2.033,1.4999999947636584,47309.327000000005,3.3706666784360637
52,2.09564583333333,1.500000004391715,47309.2735,3.4033333233711542
53,1.98308333333333,1.5000000044949555,47309.4,3.3706666565639063
54,2.05438888888889,1.4999999947636584,47309.4215,3.3433333450041687
55,2.05322222222222,1.499999992619734,47309.3445,3.340666683102408
56,2.00559722222222,1.5000000029119316,47309.3285,3.412666660040884
57,1.981,1.5000000044949555,47309.246,3.399999989810464
58,2.01725,1.5000000043974506,47308.984,3.362666656809685
59,2.01599305555556,1.499999994300263,47309.0315,3.568666680223985
60,1.965,1.4999999947636584,47309.094,3.3400000116609454
61,2.0495,1.5000000043974506,47309.0165,3.45799998986113
62,1.9985,1.5000000043974506,47308.9745,3.369999990120588
63,2.040625,1.5000000044949555,47308.9855,3.5206666561134403
65,2.0355,1.4999999946661533,47308.859,3.3186666784645182
69,2.03475,1.4999999947636584,47308.7205,3.367333345087989
70,2.012,1.5000000043974506,47308.758,3.269333323750359
72,2.058,1.5000000044949555,47308.6275,3.421999989746594
73,2.002,1.4999999947636584,47308.665,3.384000011813808
74,2.0225,1.4999999946661533,47308.569,3.4066666787808133
75,2.052875,1.5000000044949555,47308.515,3.419999989754605
77,2.004,1.4999999946661533,47308.517,3.285333345015565
78,2.0105,1.4999999947636584,47308.403,3.369333345097804
79,2.03620833333333,1.5000000044949555,47308.4065,3.336666656666141
80,2.0005,1.5000000028144265,47308.3475,3.2313333272714813
81,2.0195,1.5000000044949555,47308.343,3.3213333233829085
82,1.97625,1.4999999947636584,47308.3185,3.3740000117792865
83,2.0365,1.4999999941970226,47308.4315,3.34866667962219
84,1.944,1.50000000448922,47308.282,3.351999989971892
85,2.027,1.5000000044949555,47308.3455,3.368666656571917
86,1.944625,1.500000002820162,47308.2,3.361333327014517
88,2.03304166666667,1.5000000032373009,47308.2395,3.2606666596268163
89,1.99,1.500000007977362,47308.2195,3.304666649088237
91,2.036875,1.5000000007328689,47308.245,3.294666665058785
92,1.989125,1.499999999107397,47308.193,3.3880000020126784
93,1.907,1.4999999958472503,47308.122,3.389333342713558
94,2.00389583333333,1.499999998641356,47308.227,3.3346666696873557
95,1.95425,1.5000000046130242,47308.2,3.289333323218221
96,1.99716666666667,1.499999998198014,47308.282,3.361333337372238
97,1.96475,1.4999999996780584,47308.1545,3.388666667397965
98,2.00398958333333,1.4999999962900812,47308.1215,3.2900000081355363
100,1.966125,1.5000000033713523,47308.124,3.417333325650354
101,1.98175,1.4999999988506114,47308.127,3.2480000024908278
102,1.9915,1.500000000050089,47308.081000000006,3.3906666665554224
105,1.97347222222222,1.5000000063433794,47308.1785,3.312666652655881
106,1.989375,1.4999999998516569,47308.088,3.394666667000327
107,1.98445833333333,1.5000000001505898,47308.2255,3.3099999996653704
108,1.975,1.500000007644143,47308.136,3.3119999831222366
109,1.9930625,1.500000004020947,47308.082,3.331999991067865
110,1.95,1.4999999938026178,47308.1895,3.318000013707911
111,1.996,1.5000000019107194,47308.0175,3.399333329004538
112,1.966375,1.500000000828954,47308.1455,3.3286666648286003
114,1.98920833333333,1.4999999927199432,47307.944,3.361333349643135
115,2.0035,1.4999999923577472,47308.042,3.3813333505607472
116,1.93375,1.4999999983771923,47307.947,3.4000000036822446
117,1.8995,1.4999999950081604,47307.916,3.3040000109942333
120,1.9365,1.4999999995374371,47307.8815,3.446000001063786
121,1.911,1.5000000066055208,47307.995,3.3226666520373818
124,1.92375,1.500000003539366,47307.883,3.458666658506956
125,1.929,1.4999999979077072,47307.7755,3.411333338095436
126,1.98516666666667,1.499999993274996,47307.7135,3.3153333481958454
127,1.87325,1.5000000092135772,47307.8005,3.1726666471777243
128,1.873,1.4999999977774845,47307.7955,3.2860000048712745
129,1.9795,1.500000001788756,47307.718,3.2946666627347367
130,1.898,1.5000000000083933,47307.749500000005,3.397999999982034
131,1.94133333333333,1.5000000076106634,47307.7345,3.211333317036722
132,1.91183333333333,1.5000000012202503,47307.7105,3.432666663877451
133,1.882,1.5000000033702987,47307.656,3.279999992629116
134,1.94458333333333,1.4999999966617044,47307.675,3.3720000075026646
136,1.91197916666667,1.4999999936581971,47307.5595,3.4486666812488447
139,1.937,1.500000002784808,47307.4715,3.3059999938639906
140,1.90166666666667,1.499999998240509,47307.4875,3.382000003964854
141,1.87,1.5000000007606251,47307.486,3.269333331677021
142,1.959,1.4999999907789714,47307.5055,3.3633333540077643
145,1.94549305555556,1.500000002282185,47307.422000000006,3.447999994753125
146,1.88566666666667,1.500000000825241,47307.437000000005,3.37733333147452
147,1.939,1.4999999954124452,47307.321,3.273333343341875
150,1.855,1.4999999986864994,47307.3505,3.3193333362395374
151,1.913,1.499999995413413,47307.192,3.4053333437460225
152,1.92591010802469,1.4999999945080464,47307.288,3.473333346049675
154,1.87025,1.5000000026649427,47307.2095,3.2833333274971594
155,1.892,1.4999999911382578,47307.2095,3.411333353485818
157,1.8845,1.500000004653658,47307.176,3.2946666564421387
159,1.8855,1.4999999920095468,47307.2105,3.4206666848892664
160,1.87157407407407,1.5000000032973606,47307.196500000005,3.32466665935891
161,1.91075,1.500000003666458,47307.154,3.3506666584752947
162,1.86877777777778,1.5000000089757308,47307.2555,3.431333312798988
163,1.82599845679012,1.4999999961053567,47307.215,3.3786666754435197
164,1.88466666666667,1.5000000030043252,47307.2235,3.2406666601789382
165,1.86821527777778,1.4999999983554888,47307.2375,3.355333337013979
166,1.86054166666667,1.5000000077799318,47307.2285,3.425999982232537
167,1.914375,1.499999999550359,47307.265,3.298666667658116
168,1.9205625,1.5000000011190524,47307.214,3.4373333307707474
170,1.85544444444444,1.4999999989850257,47307.3495,3.4046666689679888
171,1.93933333333333,1.4999999978448473,47307.2695,3.5926666718303983
172,1.84516666666667,1.5000000053383848,47307.3565,3.440666654421637
173,1.845,1.500000006285341,47307.2985,3.401999985741859
174,1.88653935185185,1.4999999979003875,47307.227,3.5066666715764523
176,1.94505555555556,1.4999999933640789,47307.172000000006,3.516000015553008
179,1.90225,1.500000003455882,47307.067,3.2986666590645863
180,1.93296990740741,1.4999999996417337,47307.0755,3.37400000080687
181,1.89965972222222,1.5000000069771182,47307.116,3.3373333178108355
183,1.88494444444444,1.4999999946399825,47306.944,3.380000012077712
