sample_index,axis,baseline_distance,signal_0,signal_1
0,5.39594512649484,1.4999999954280332,47271.983,1.9133333391620264
1,5.39281547304389,1.49999999913311,47271.9725,1.7180000009912093
2,5.38965847380213,1.5000000018321047,47271.9245,1.8979999976828248
3,5.3864734403752,1.4999999988083077,47271.8715,1.8460000014667317
4,5.38325951072395,1.4999999991246489,47271.912,1.9746666678187077
5,5.38001565801986,1.5000000018220725,47271.8935,1.9219999976664044
6,5.37674070238052,1.5000000073303534,47271.893500000006,1.9233333239355492
7,5.37343332172586,1.4999999992332922,47271.817500000005,1.9073333343063437
8,5.37009207580135,1.5000000087107568,47271.8325,1.7339999899319565
9,5.3667154197277,1.5000000020451376,47271.7705,1.9059999973991384
10,5.36330172997782,1.500000003525661,47271.81,1.7666666625151914
11,5.35984931774918,1.500000000217813,47271.7335,1.8633333330615969
12,5.35635645249411,1.4999999976947322,47271.823,1.7653333360422252
13,5.35282138662654,1.5000000011044972,47271.8175,1.936666665239862
14,5.34924237429407,1.5000000004800855,47271.848,1.918666666050566
15,5.34561769594267,1.499999996585853,47271.7725,1.8660000042465776
16,5.34194568633287,1.50000000557322,47271.9215,1.81933332657321
17,5.33822476811259,1.4999999980685914,47271.9055,1.770000002278286
18,5.33445347187474,1.4999999988951382,47271.936,1.802666667993068
19,5.33063046056919,1.4999999987026988,47271.914,1.757333334857113
20,5.32675455719545,1.4999999978351015,47271.8405,1.9086666694197496
21,5.32282477081834,1.4999999961991617,47271.87,1.8613333380506047
22,5.3188403224159,1.4999999977508574,47271.931,2.0160000030212566
23,5.31480066896858,1.4999999947147404,47271.9375,1.856666673210972
24,5.3107055375331,1.500000002590819,47271.9855,1.8939999967288923
25,5.30655494320281,1.5000000038735488,47271.948,1.9586666616099533
26,5.30234921660112,1.5000000021838469,47271.8865,1.8713333306093287
27,5.29808902736211,1.5000000004860523,47271.845,1.9399999993737007
28,5.29377539608317,1.5000000045383606,47271.868,1.8613333277025856
29,5.28940972166733,1.4999999986024632,47271.872,1.8880000017604688
30,5.28499380072735,1.4999999994574866,47271.875,2.0680000007472468
31,5.28052983732226,1.5000000023767612,47271.82,1.826666663775792
32,5.2760204513132,1.499999997350271,47271.822,2.036000003599049
33,5.27146869089434,1.5000000004497072,47271.7975,2.037999999389464
34,5.26687804135834,1.4999999967140314,47271.8275,1.8273333373327256
35,5.26225243471216,1.500000000863962,47271.7105,1.959333332203798
36,5.25759625331749,1.4999999975636646,47271.724,2.028000003294779
37,5.25291433318931,1.4999999982620864,47271.622,1.8080000020944549
38,5.24821196415976,1.4999999980011027,47271.733,2.0253333360326
39,5.24349488059615,1.5000000004884202,47271.7245,1.917999999375745
40,5.23876925369521,1.499999997163002,47271.603,1.869333336866496
41,5.23404168097442,1.499999994338534,47271.53,1.844000006962002
42,5.22931918579024,1.5000000038453016,47271.63649999999,1.9379999950313656
43,5.22460919779064,1.500000002268257,47271.5285,1.8246666639032671
44,5.2199195372361,1.5000000032647238,47271.4875,2.000666662309961
45,5.21525839010965,1.4999999930272356,47271.4595,1.9753333425130892
46,5.21063428980295,1.5000000030106522,47271.454,1.91866666281369
47,5.20605608813695,1.4999999946993805,47271.371,1.977333340320961
48,5.20153293414665,1.4999999987829695,47271.411,1.930666668228696
49,5.19707425270212,1.4999999963587811,47271.304,1.9680000047756103
50,5.19268970989376,1.500000000044759,47271.2585,1.989999999936157
51,5.18838918201682,1.4999999949979297,47271.291,1.9520000065092835
52,5.18418271564845,1.5000000006098146,47271.3685,1.9913333325244305
53,5.18008049730097,1.4999999950770868,47271.285,1.9466666730592008
54,5.17609280810472,1.499999995020591,47271.2175,2.0473333401271905
55,5.17222999248898,1.5000000022493838,47271.311,2.019999996970054
56,5.16850241019988,1.500000000516014,47271.2685,2.1233333326013346
57,5.16492039903047,1.5000000096907218,47271.3065,1.9953333204439945
58,5.16149424069239,1.5000000045775048,47271.247,2.0199999938348507
59,5.15823410739683,1.5000000042227308,47271.2125,1.9473333278526876
60,5.15515002244802,1.4999999979613816,47271.248,1.942666669309776
61,5.15225180622556,1.4999999985413304,47271.205,1.8920000018421197
62,5.149549046292,1.5000000008011791,47271.0955,2.0286666655816803
63,5.14705105031213,1.4999999957832946,47271.1405,1.9193333387293852
64,5.14476680947886,1.4999999976356884,47271.0475,1.968666669765736
65,5.14270495688665,1.499999992798198,47271.082,1.853333342230784
66,5.14087372329976,1.499999994002244,47270.985,1.820000007274561
67,5.1392808915074,1.4999999959773886,47270.976,1.9480000052231388
68,5.13793375414395,1.499999999058917,47270.918,1.9720000012363568
69,5.13683908229207,1.4999999970548117,47270.9035,2.0180000039635018
70,5.13600309101146,1.5000000060027163,47270.8335,2.0019999919863567
71,5.13543140423885,1.499999998039266,47270.8285,2.0406666693302946
72,5.13512902505253,1.499999998217617,47270.8265,2.059333335780308
73,5.13510030224544,1.500000005325335,47270.658,2.021333326156644
74,5.13534890551466,1.4999999925161884,47270.7625,2.1193333439047604
75,5.13587779486217,1.4999999973730094,47270.752,1.8866666699720007
76,5.13668920613862,1.499999992627176,47270.7275,2.0606666767955213
77,5.13778462607841,1.5000000017564117,47270.6765,2.036666664282044
78,5.1391647777886,1.4999999986825296,47270.66,2.08933333516722
79,5.14082961066026,1.4999999959900778,47270.6655,1.992666671994557
80,5.14277829706805,1.500000003514523,47270.6755,1.8833333289235648
81,5.14500921980279,1.5000000020589443,47270.571,1.9786666639511947
82,5.14751996158918,1.5000000025477804,47270.555,1.9959999966137891
83,5.15030730777497,1.499999998200971,47270.7225,1.96733333568863
84,5.15336724549168,1.5000000035864716,47270.483,2.0479999951033485
85,5.15669497421639,1.5000000037136545,47270.538,2.0719999948703216
86,5.16028491478966,1.4999999965899338,47270.532,2.0546666713342847
87,5.16413071914891,1.5000000004844016,47270.531,1.9946666660214336
88,5.16822528737695,1.5000000037897332,47270.4105,2.076666661418633
89,5.17256078337394,1.4999999909877573,47270.3915,2.064666679072566
90,5.17712866513479,1.500000000228911,47270.422,1.9719999996982047
