sample_index,axis,baseline_distance,signal_0,signal_1
0,2.65152777777778,1.4999999946908529,47392.28,-2.921333343671718
1,2.628,1.499999998974728,47392.2405,-2.938000002012512
2,2.612,1.5000000021750794,47392.339,-2.967999995699425
3,2.66070833333333,1.4999999981738403,47392.4055,-2.848666670135445
4,2.597,1.4999999992996842,47392.4915,-3.002000001404398
5,2.575,1.4999999978301537,47392.5135,-2.892666670851056
7,2.56,1.4999999919248796,47392.631,-2.894666682252649
9,2.545,1.4999999927711023,47392.7785,-2.9953333477701136
10,2.569,1.4999999958745247,47392.9815,-2.8553333411884614
12,2.554,1.499999994935061,47393.1215,-2.852666676295718
14,2.55957407407407,1.4999999989303825,47393.1565,-3.028666668824908
16,2.57861111111111,1.4999999969498483,47393.359,-3.0306666728258747
17,2.64116666666667,1.5000000023560196,47393.4785,-2.96066666201567
18,2.604,1.4999999988749169,47393.433000000005,-2.9893333355781766
20,2.58950925925926,1.5000000033663323,47393.541,-2.9239999934369645
21,2.56333333333333,1.499999995770759,47393.786,-2.8413333413460853
22,2.60116666666667,1.4999999925230885,47393.8035,-2.958000014743189
23,2.65916666666667,1.4999999947455047,47393.8195,-2.878000010083449
24,2.591,1.5000000025592268,47393.9515,-2.968666661602565
25,2.60395833333333,1.499999997294222,47393.982,-2.982666672043425
26,2.57969444444444,1.5000000003515632,47393.862,-2.906666665985804
31,2.57393518518519,1.4999999969326197,47394.00199999999,-2.976000006085644
32,2.538,1.4999999980761871,47394.130000000005,-3.012000003865461
34,2.56618055555556,1.5000000005723413,47394.1745,-2.939333332211566
36,2.643,1.5000000061377274,47394.189,-2.9079999881016523
37,2.606,1.5000000046525546,47394.159,-3.026666657274577
39,2.66525,1.500000002561103,47394.235,-2.905333328372877
40,2.59877777777778,1.4999999990211628,47394.235,-2.873333335206798
41,2.622,1.5000000048029971,47394.2265,-2.996666657073092
42,2.62722222222222,1.4999999940234312,47394.214,-2.870666678102396
43,2.665,1.49999999231311,47394.156,-2.8826666814395105
45,2.649,1.4999999974549745,47394.02099999999,-2.99600000508245
46,2.65705497685185,1.500000000376301,47394.095,-3.0359999992408504
48,2.62483333333333,1.5000000040224846,47394.125,-3.0573333251317445
49,2.59266666666667,1.4999999976830367,47394.158500000005,-2.8820000044494467
50,2.59895833333333,1.500000002750269,47394.2225,-3.049999994410697
51,2.6414375,1.4999999921840226,47394.2895,-3.028666682451409
52,2.598,1.500000000330331,47394.267,-3.127999999308123
53,2.63579166666667,1.5000000011960049,47394.3495,-3.00999999760448
54,2.711,1.5000000031860732,47394.3885,-2.991333326980255
55,2.705,1.500000003416181,47394.4115,-3.135333326193649
56,2.68,1.4999999972643792,47394.4415,-3.1300000057081347
57,2.67009635416667,1.499999992748662,47394.461,-2.9400000142101
58,2.63066666666667,1.4999999956573045,47394.547,-3.10133334231334
59,2.67166840277778,1.500000001895052,47394.6065,-2.9366666629558003
60,2.67736111111111,1.5000000023913198,47394.589,-3.0746666617608014
61,2.65830208333333,1.499999995941285,47394.66,-2.933333341271346
62,2.63417361111111,1.500000001203609,47394.6665,-3.023333330909721
63,2.71483333333333,1.499999994377374,47394.756,-3.0400000113936367
64,2.62502199074074,1.5000000033772525,47394.736,-3.017333326543333
65,2.67966840277778,1.5000000005483825,47394.8315,-3.0579999988817206
66,2.69677662037037,1.5000000014468249,47394.9,-2.95333333048489
67,2.67857552083333,1.499999997638657,47394.963,-2.996000004715574
68,2.65229513888889,1.5000000050374147,47394.9375,-2.8833333236483627
69,2.658,1.4999999976007958,47394.951,-2.869333337925228
70,2.67025347222222,1.5000000075911768,47394.844,-2.9466666517530573
