sample_index,axis,baseline_distance,signal,detection_score,is_candidate
0,1.667,1.5000000028937377,47277.026,0.0,False
1,1.734,1.499999998486632,47276.9985,0.0,False
2,1.719,1.5000000022756854,47277.0695,0.0,False
3,1.778,1.500000001834769,47277.176,0.0,False
4,1.68629166666667,1.4999999969377846,47277.194,0.0,False
5,1.76708333333333,1.499999996794967,47277.2415,0.0,False
6,1.756,1.5000000009591568,47277.3265,0.0,False
7,1.742,1.5000000005521694,47277.318,0.0,False
8,1.7095,1.4999999981367025,47277.359,0.0,False
9,1.688,1.4999999996017277,47277.466,0.0,False
10,1.752125,1.5000000041657986,47277.469,0.0,False
11,1.704,1.4999999956453482,47277.524,0.0,False
12,1.7075,1.5000000025898637,47277.4755,0.0,False
13,1.72283333333333,1.4999999917194276,47277.509000000005,0.0,False
15,1.694,1.4999999928339038,47277.51,0.0,False
16,1.72383333333333,1.499999999978586,47277.552500000005,0.0,False
17,1.679,1.4999999979798435,47277.553,0.0,False
18,1.762,1.49999999801656,47277.571500000005,0.0,False
21,1.7175,1.500000001831111,47277.4145,0.0,False
23,1.64675,1.5000000020029494,47277.4915,0.0,False
24,1.7135,1.4999999961858084,47277.336,0.0,False
25,1.75040046296296,1.500000005727794,47277.4225,0.0,False
26,1.66188425925926,1.500000002857021,47277.368,0.0,False
27,1.7169375,1.5000000050481888,47277.375,0.0,False
28,1.66541666666667,1.4999999960452082,47277.3985,0.0,False
30,1.73275,1.500000002579726,47277.283500000005,0.0,False
31,1.673,1.4999999927693832,47277.297000000006,0.0,False
32,1.65769444444444,1.499999994905888,47277.3405,0.0,False
34,1.75903240740741,1.499999998774442,47277.311,0.0,False
36,1.72675810185185,1.5000000014626549,47277.331,0.0,False
37,1.67241666666667,1.500000000777091,47277.4195,0.0,False
38,1.74275,1.500000007277308,47277.477,0.0,False
39,1.747,1.499999996003603,47277.5225,0.0,False
42,1.72166666666667,1.4999999929318777,47277.5225,0.0,False
43,1.69825,1.500000003508036,47277.6345,0.0,False
44,1.67225,1.5000000023953264,47277.723,0.0,False
