sample_index,axis,baseline_distance,signal,detection_score,is_candidate
0,2.64593026566294,1.4999999924197205,47326.9285,0.0,False
1,2.64421549619008,1.5000000003348488,47326.852,0.0,False
2,2.64247835681008,1.4999999988586752,47326.912,0.0,False
3,2.64071338279686,1.4999999994998972,47326.912,0.0,False
4,2.63891528147345,1.5000000005735736,47326.9835,0.0,False
5,2.63707895432067,1.4999999996655822,47326.9705,0.0,False
6,2.63519951493511,1.499999993626241,47326.869000000006,0.0,False
7,2.63327231083592,1.4999999969627458,47326.8245,0.0,False
8,2.63129293605567,1.5000000010692731,47326.9485,0.0,False
9,2.62925723780911,1.4999999959974883,47326.819,0.0,False
10,2.62716131724156,1.500000000936165,47326.793,0.0,False
11,2.62500153518015,1.500000000812501,47326.7985,0.0,False
12,2.6227745090664,1.5000000066428285,47326.801,0.0,False
13,2.62047712309735,1.5000000016938542,47326.86,0.0,False
14,2.61810654596039,1.4999999944013105,47326.8185,0.0,False
15,2.61566024453815,1.5000000015215422,47326.783500000005,0.0,False
16,2.61313598392736,1.5000000007583032,47326.874,0.0,False
17,2.61053183630889,1.4999999989938853,47326.798,0.0,False
18,2.60784618303645,1.5000000040148829,47326.7235,0.0,False
19,2.60507771106377,1.5000000018232151,47326.7555,0.0,False
20,2.60222540510669,1.4999999987629793,47326.721000000005,0.0,False
21,2.59928854211378,1.5000000090817578,47326.681,0.0,False
22,2.59626668204754,1.4999999995008957,47326.6875,0.0,False
23,2.59315966119344,1.5000000022672964,47326.6505,0.0,False
24,2.58996758638137,1.499999991552011,47326.773,0.0,False
25,2.58669084215924,1.4999999928120231,47326.768,0.0,False
26,2.58333008560116,1.5000000018519877,47326.6865,0.0,False
27,2.57988624901454,1.4999999956375267,47326.733,0.0,False
28,2.57636053235781,1.4999999977318332,47326.7255,0.0,False
29,2.57275439224137,1.4999999934950052,47326.722,0.0,False
30,2.56906952623831,1.500000005783505,47326.61350000001,0.0,False
31,2.5653078573614,1.500000002761883,47326.734500000006,0.0,False
32,2.56147151813504,1.4999999984776438,47326.674,0.0,False
33,2.55756283835902,1.5000000013350767,47326.63250000001,0.0,False
34,2.55358433595597,1.5000000006502596,47326.696,0.0,False
35,2.54953871506225,1.4999999983755228,47326.7945,0.0,False
36,2.54542886176803,1.50000000491263,47326.721000000005,0.0,False
37,2.54125783660252,1.4999999931507149,47326.8095,0.0,False
38,2.5370288614078,1.500000003600131,47326.768,0.0,False
39,2.53274530642104,1.4999999988210189,47326.851,0.0,False
40,2.52841066490679,1.4999999984875776,47326.921,0.0,False
41,2.52402853654688,1.4999999916122293,47326.887,0.0,False
42,2.5196026152817,1.5000000014761927,47327.028,0.0,False
43,2.51513667203357,1.500000000398284,47326.9625,0.0,False
44,2.51063453623477,1.5000000034214886,47326.961,0.0,False
45,2.50610008928027,1.499999999172773,47327.0705,0.0,False
46,2.50153725909333,1.5000000022435112,47326.9485,0.0,False
47,2.49695001022914,1.5000000010557848,47327.1085,0.0,False
48,2.49234233619932,1.4999999973425149,47326.961,0.0,False
49,2.48771824233062,1.4999999978884062,47327.086500000005,0.0,False
50,2.48308172112166,1.5000000001937108,47327.051,0.0,False
51,2.47843673999425,1.4999999978521952,47327.116,0.0,False
52,2.47378722877503,1.5000000055202098,47327.266,0.0,False
53,2.46913706791107,1.5000000026478797,47327.1645,0.0,False
54,2.46449007876402,1.5000000018944444,47327.139,0.0,False
55,2.45985002031787,1.4999999949096774,47327.2815,0.0,False
56,2.45522058081589,1.5000000016929067,47327.2495,0.0,False
57,2.45060536488972,1.5000000030331309,47327.2295,0.0,False
