sample_index,axis,baseline_distance,signal,detection_score,is_candidate
0,4.537,1.4999999996954283,47348.8995,0.0,False
2,4.531,1.4999999943654598,47349.043,0.0,False
3,4.553,1.5000000069128527,47349.0195,0.0,False
5,4.522,1.4999999998191085,47349.127,0.0,False
6,4.5,1.4999999932330783,47349.2775,0.0,False
8,4.494,1.4999999975077198,47349.413,0.0,False
9,4.454,1.5000000012807708,47349.4565,0.0,False
10,4.479,1.499999992904694,47349.5285,0.0,False
11,4.448,1.500000000768456,47349.555,0.0,False
13,4.426,1.4999999951940428,47349.68,0.0,False
15,4.433,1.49999999238988,47349.751,0.0,False
16,4.386,1.5000000021277395,47349.721,0.0,False
17,4.402,1.5000000028584122,47349.78999999999,0.0,False
19,4.374,1.500000003384932,47349.878,0.0,False
20,4.365,1.4999999968744822,47350.0645,0.0,False
22,4.349,1.5000000021602062,47350.049,0.0,False
23,4.343,1.5000000048393682,47350.1225,0.0,False
25,4.328,1.4999999946907894,47350.2335,0.0,False
26,4.334,1.5000000003752751,47350.148,0.0,False
28,4.297,1.500000005756416,47350.269,0.0,False
29,4.306,1.4999999965036144,47350.3535,0.0,False
34,4.282,1.5000000017342352,47350.5005,0.0,False
35,4.291,1.50000000210719,47350.4285,0.0,False
42,4.319,1.5000000000638547,47350.5545,0.0,False
47,4.38,1.5000000031129797,47350.6595,0.0,False
48,4.411,1.500000005991983,47350.78,0.0,False
49,4.396,1.5000000031588467,47350.66,0.0,False
53,4.47,1.4999999925153793,47350.8335,0.0,False
54,4.463,1.50000000142583,47350.832,0.0,False
56,4.485,1.499999996673796,47350.889500000005,0.0,False
59,4.50266666666667,1.5000000021584812,47350.8685,0.0,False
60,4.516,1.500000001339484,47350.9865,0.0,False
62,4.52427777777778,1.5000000016695028,47351.10799999999,0.0,False
63,4.547,1.4999999980606258,47351.022,0.0,False
64,4.574,1.4999999917824147,47351.067500000005,0.0,False
66,4.568,1.4999999972762807,47351.164,0.0,False
67,4.562,1.5000000026772462,47351.2375,0.0,False
70,4.579,1.500000008356794,47351.357,0.0,False
73,4.62,1.499999997127062,47351.533,0.0,False
74,4.59,1.5000000035505068,47351.572,0.0,False
75,4.614,1.5000000063877843,47351.676,0.0,False
86,4.506,1.5000000084485985,47352.08,0.0,False
101,4.275,1.5000000011960557,47353.0285,0.0,False
103,4.245,1.5000000004787386,47353.108,0.0,False
104,4.251,1.5000000044468935,47353.126,0.0,False
105,4.214,1.4999999993896718,47353.152,0.0,False
107,4.192,1.4999999971443896,47353.2195,0.0,False
109,4.171,1.5000000016442196,47353.3415,0.0,False
111,4.146,1.500000001327839,47353.4195,0.0,False
112,4.131,1.5000000075465365,47353.4575,0.0,False
113,4.115,1.499999997924124,47353.590500000006,0.0,False
114,4.14,1.5000000081481608,47353.629,0.0,False
116,4.072,1.500000007920273,47353.64,0.0,False
117,4.063,1.4999999996215805,47353.619,0.0,False
118,4.057,1.5000000047778417,47353.7845,0.0,False
120,4.051,1.5000000001387643,47353.7735,0.0,False
121,4.041,1.4999999968876825,47353.889,0.0,False
122,4.035,1.4999999958768424,47353.9385,0.0,False
124,4.026,1.4999999994093478,47353.893,0.0,False
128,4.011,1.5000000036290668,47354.037500000006,0.0,False
131,4.02,1.5000000024747615,47354.2395,0.0,False
138,4.078,1.4999999916686526,47354.3595,0.0,False
141,4.08416666666667,1.4999999957708203,47354.506,0.0,False
143,4.103,1.4999999941060014,47354.4185,0.0,False
149,4.155,1.499999999046837,47354.6345,0.0,False
150,4.162,1.5000000003636895,47354.716,0.0,False
151,4.223,1.499999993247174,47354.675,0.0,False
153,4.208,1.4999999993984614,47354.674,0.0,False
157,4.22133333333333,1.4999999955907872,47354.95,0.0,False
163,4.266,1.5000000041412442,47355.206000000006,0.0,False
173,4.359,1.5000000045083397,47355.358,0.0,False
174,4.312,1.5000000056414056,47355.346000000005,0.0,False
186,4.239,1.500000002180098,47355.728,0.0,False
192,4.183,1.5000000009265242,47356.123,0.0,False
196,4.125,1.5000000006909535,47356.4075,0.0,False
197,4.094,1.499999999155887,47356.431,0.0,False
204,3.995,1.499999999139207,47356.9215,0.0,False
205,3.989,1.5000000022560236,47357.004,0.0,False
206,3.958,1.5000000017088198,47357.105,0.0,False
207,3.943,1.4999999981383227,47357.1785,0.0,False
208,3.952,1.4999999965580535,47357.2405,0.0,False
210,3.915,1.4999999952323264,47357.4195,0.0,False
211,3.906,1.50000000031136,47357.418,0.0,False
212,3.86,1.5000000084813605,47357.4265,0.0,False
214,3.838,1.5000000050237643,47357.651,0.0,False
216,3.817,1.50000000810792,47357.8135,0.0,False
217,3.801,1.499999999545563,47357.8915,0.0,False
220,3.764,1.4999999929826802,47358.02099999999,0.0,False
224,3.795,1.4999999993924449,47358.178,0.0,False
225,3.77,1.500000001227933,47358.3145,0.0,False
226,3.786,1.5000000004007028,47358.371,0.0,False
227,3.755,1.499999996266763,47358.324,0.0,False
230,3.78,1.4999999992556323,47358.4535,0.0,False
233,3.832,1.5000000054814775,47358.548,0.0,False
241,3.9,1.4999999951221958,47358.6865,0.0,False
242,3.884,1.5000000030183185,47358.766,0.0,False
245,3.967,1.499999997862867,47358.7695,0.0,False
248,3.97566666666667,1.5000000017551487,47358.705,0.0,False
256,4.089,1.5000000054877056,47358.92,0.0,False
258,4.177,1.5000000025825224,47358.9495,0.0,False
263,4.198,1.5000000075582152,47359.0625,0.0,False
264,4.229,1.499999999243237,47359.105500000005,0.0,False
265,4.217,1.49999999775849,47359.239,0.0,False
275,4.25033333333333,1.499999998913753,47359.413,0.0,False
291,4.13,1.5000000057814178,47360.311,0.0,False
293,4.109,1.499999998743209,47360.4505,0.0,False
294,4.088,1.4999999966193125,47360.5405,0.0,False
302,3.983,1.499999995528327,47360.9945,0.0,False
303,3.974,1.5000000006010112,47361.006,0.0,False
304,3.937,1.5000000001756726,47361.1715,0.0,False
308,3.875,1.5000000049158932,47361.238,0.0,False
309,3.927,1.4999999984118852,47361.316000000006,0.0,False
311,3.854,1.5000000092349357,47361.3355,0.0,False
330,3.749,1.500000003291032,47362.1225,0.0,False
334,3.823,1.5000000035242225,47362.215500000006,0.0,False
337,3.74,1.5000000019450708,47362.298,0.0,False
347,3.807,1.5000000066618442,47362.5835,0.0,False
351,3.80133333333333,1.4999999986356942,47362.711,0.0,False
366,3.869,1.4999999948862923,47363.0315,0.0,False
372,3.921,1.4999999995192226,47363.245,0.0,False
380,3.9525,1.4999999983896255,47363.5745,0.0,False
388,4.004,1.5000000011185934,47363.8855,0.0,False
429,3.847,1.500000004913543,47365.3345,0.0,False
456,3.89,1.500000000238367,47366.2875,0.0,False
514,3.81316666666667,1.4999999968816855,47368.959,0.0,False
516,3.76936111111111,1.500000002428486,47368.999500000005,0.0,False
518,3.81027777777778,1.4999999974335982,47369.1215,0.0,False
519,3.82035185185185,1.50000000215086,47369.1625,0.0,False
548,4.06166666666667,1.4999999973528186,47369.7445,0.0,False
557,4.16916666666667,1.5000000001228468,47369.91,0.0,False
559,4.1635,1.4999999953690943,47370.0395,0.0,False
564,4.2265,1.499999997338047,47370.0935,0.0,False
571,4.26,1.5000000018244928,47370.27250000001,0.0,False
602,3.718,1.499999996465952,47372.076,0.0,False
604,3.681,1.5000000033378724,47372.1495,0.0,False
606,3.659,1.4999999999963587,47372.3695,0.0,False
607,3.613,1.5000000013476464,47372.402,0.0,False
609,3.582,1.499999993584512,47372.3915,0.0,False
611,3.576,1.499999996336162,47372.548,0.0,False
613,3.567,1.4999999988082509,47372.644,0.0,False
614,3.552,1.4999999991212722,47372.83,0.0,False
615,3.539,1.5000000052563227,47372.732,0.0,False
616,3.499,1.4999999950982048,47372.7145,0.0,False
617,3.493,1.4999999998283116,47372.8105,0.0,False
618,3.478,1.500000000538372,47372.91,0.0,False
619,3.462,1.500000004887907,47372.8605,0.0,False
620,3.432,1.500000000676051,47372.959,0.0,False
621,3.441,1.5000000006343972,47373.0965,0.0,False
623,3.416,1.4999999970879525,47373.108,0.0,False
624,3.395,1.499999996876448,47373.128,0.0,False
625,3.404,1.500000004150546,47373.25,0.0,False
627,3.388,1.500000002414253,47373.315,0.0,False
634,3.447,1.4999999995762876,47373.747,0.0,False
639,3.472,1.5000000018903912,47374.0245,0.0,False
640,3.484,1.5000000019947402,47374.026,0.0,False
642,3.546,1.4999999983894152,47374.1465,0.0,False
643,3.53,1.5000000011745205,47374.2215,0.0,False
644,3.524,1.5000000000446427,47374.277,0.0,False
646,3.561,1.500000001426586,47374.3655,0.0,False
