candidate_id,start_index,end_index,num_points,axis_start,axis_end,peak_sample_index,peak_axis,peak_score
1,2026,2097,72,1.08727352384953,1.01387054624516,2047,0.85818949054984,10889.713063795853
2,3949,4048,100,1.02488669583674,0.986859465093859,3980,1.05083835547059,24476.86584057599
3,16674,16715,42,1.392260088264,1.34310342297322,16692,1.37946556979935,2674.7816943642915
