candidate_id,start_index,end_index,num_points,axis_start,axis_end,peak_sample_index,peak_axis,peak_score
1,2932,2956,25,0.0542183256239227,0.0776776802810141,2940,0.0633628098327217,2672.14539275873
3,4880,4943,64,1.07631013676122,0.919324436346708,4906,1.0362754247329,1650.1483442816575
5,7811,7830,20,0.469903979308934,0.576660735973562,7822,0.549066627948304,719.0119206571931
6,18564,18575,12,1.39311303586403,1.42199822277484,18571,1.41179535256191,171.30579549029505
