sample_index,axis,baseline_distance,signal_0,signal_1,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual
0,4.537,1.4999999996954283,47348.8995,-2.367333333813666,-2.367333333813666,-2.440405743111855,0.07307240929818892,-0.00896444072824396,0.03505527243532144,-0.25572303694925663,0.25572303694925663,0.07307240929818892
2,4.531,1.4999999943654598,47349.043,-2.4800000093165493,-2.4800000093165493,-2.4417964565814745,-0.03820355273507481,0.0032964753417568846,0.03543554999403793,0.09302735084714418,0.09302735084714418,0.03820355273507481
3,4.553,1.5000000069128527,47349.0195,-2.448666655383488,-2.448666655383488,-2.443178053373721,-0.005488602009767085,0.012913042860748078,0.03581582755275443,0.36054012270770486,0.36054012270770486,0.005488602009767085
5,4.522,1.4999999998191085,47349.127,-2.5546666669713307,-2.5546666669713307,-2.4445504910565163,-0.11011617591481437,-0.0017076076927247663,0.03694190636937048,-0.04622413569161632,0.04622413569161632,0.11011617591481437
6,4.5,1.4999999932330783,47349.2775,-2.410000010870829,-2.410000010870829,-2.4459137285910764,0.03591371772024754,-0.004857809906756019,0.03806798518598653,-0.12760879996728225,0.12760879996728225,0.03591371772024754
8,4.494,1.4999999975077198,47349.413,-2.382666670625865,-2.382666670625865,-2.447267726317626,0.06460105569176111,-0.02031875553085216,0.03875182592035702,-0.5243302747233481,0.5243302747233481,0.06460105569176111
9,4.454,1.5000000012807708,47349.4565,-2.3779999979665245,-2.3779999979665245,-2.4486124459412197,0.07061244797469524,-0.011122307567466856,0.039435666654727516,-0.2820367578630377,0.2820367578630377,0.07061244797469524
10,4.479,1.499999992904694,47349.5285,-2.554000012084666,-2.554000012084666,-2.4499478505176313,-0.10405216156703467,-0.0057129485242763955,0.04101391273473646,-0.13929294093996186,0.13929294093996186,0.10405216156703467
11,4.448,1.500000000768456,47349.555,-2.481333332058333,-2.481333332058333,-2.451273904439327,-0.03005942761900604,-0.004090712056365625,0.04259215881474541,-0.09604378294507626,0.09604378294507626,0.03005942761900604
13,4.426,1.4999999951940428,47349.68,-2.5186666747402056,-2.5186666747402056,-2.452590573421529,-0.06607610131867636,-0.015292669713226736,0.04376660181443559,-0.3494141441016044,0.3494141441016044,0.06607610131867636
15,4.433,1.49999999238988,47349.751,-2.409333345552958,-2.409333345552958,-2.453897824488351,0.04456447893539295,-0.02798552443144568,0.04275198133989976,-0.654601811526504,0.654601811526504,0.04456447893539295
16,4.386,1.5000000021277395,47349.721,-2.4119999965800694,-2.4119999965800694,-2.4551956259590164,0.043195629378947054,-0.023058194553593776,0.043846513077012775,-0.5258843391513018,0.5258843391513018,0.043195629378947054
17,4.402,1.5000000028584122,47349.78999999999,-2.5519999951377805,-2.5519999951377805,-2.456483947434163,-0.09551604770361743,-0.02147367167047154,0.04494104481412578,-0.4778187013516423,0.4778187013516423,0.09551604770361743
19,4.374,1.500000003384932,47349.878,-2.52266666097373,-2.52266666097373,-2.4577627597822276,-0.06490390119150247,-0.02530606453365462,0.04600230898913734,-0.5501042249777117,0.5501042249777117,0.06490390119150247
20,4.365,1.4999999968744822,47350.0645,-2.5086666718981125,-2.5086666718981125,-2.459032035125903,-0.04963463677220936,-0.022259099274105507,0.04494104481412578,-0.49529554477801263,0.49529554477801263,0.04963463677220936
22,4.349,1.5000000021602062,47350.049,-2.3453333299533248,-2.3453333299533248,-2.460291746828687,0.11495841687536235,-0.02885132174486227,0.04600230898913734,-0.6271711655098664,0.6271711655098664,0.11495841687536235
23,4.343,1.5000000048393682,47350.1225,-2.551333325100437,-2.551333325100437,-2.4615418694815023,-0.08979145561893453,-0.04115683637331798,0.04494104481412578,-0.9157961623620653,0.9157961623620653,0.08979145561893453
25,4.328,1.4999999946907894,47350.2335,-2.527333342277056,-2.527333342277056,-2.4627823788894023,-0.06455096338765376,-0.038212700162318085,0.043846513077012775,-0.8715105827275396,0.8715105827275396,0.06455096338765376
26,4.334,1.5000000003752751,47350.148,-2.502666666041084,-2.502666666041084,-2.4640132520583498,-0.038653413982734364,-0.04016708513940278,0.04275198133989976,-0.9395373940696279,0.9395373940696279,0.038653413982734364
28,4.297,1.500000005756416,47350.269,-2.4799999904835017,-2.4799999904835017,-2.465234467182084,-0.014765523301417893,-0.039390382677738964,0.042672070077322585,-0.9230951909847087,0.9230951909847087,0.014765523301417893
29,4.306,1.4999999965036144,47350.3535,-2.534000005906212,-2.534000005906212,-2.466446003629058,-0.06755400227715436,-0.059882614662365045,0.04259215881474541,-1.4059539673211794,1.4059539673211794,0.06755400227715436
34,4.282,1.5000000017342352,47350.5005,-2.5366666637340765,-2.5366666637340765,-2.467647841929458,-0.06901882180461838,-0.05490305948989397,0.04237756887330958,-1.2955688811227029,1.2955688811227029,0.06901882180461838
35,4.291,1.50000000210719,47350.4285,-2.551333329747569,-2.551333329747569,-2.468839963762304,-0.08249336598526469,-0.052599882285033366,0.04259215881474541,-1.2349663353251605,1.2349663353251605,0.08249336598526469
42,4.319,1.5000000000638547,47350.5545,-2.5126666665598583,-2.5126666665598583,-2.470022351942623,-0.04264431461723506,-0.0387508824088143,0.042672070077322585,-0.9081088013446965,0.9081088013446965,0.04264431461723506
47,4.38,1.5000000031129797,47350.6595,-2.54066666139498,-2.54066666139498,-2.4711949904087076,-0.06947167098627238,-0.03387459091270036,0.04275198133989976,-0.7923513683115718,0.7923513683115718,0.06947167098627238
48,4.411,1.500000005991983,47350.78,-2.517333323276135,-2.517333323276135,-2.47235786420944,-0.04497545906669487,-0.03685991145171874,0.04308262339600212,-0.8555633001480402,0.8555633001480402,0.04497545906669487
49,4.396,1.5000000031588467,47350.66,-2.5173333280356176,-2.5173333280356176,-2.4735109594917093,-0.04382236854390831,-0.024892043886484732,0.04341326545210448,-0.5733741433006643,0.5733741433006643,0.04382236854390831
53,4.47,1.4999999925153793,47350.8335,-2.388666678584656,-2.388666678584656,-2.4746542634878934,0.08598758490323721,-0.010119149436826605,0.044177155133115126,-0.22905842185481307,0.22905842185481307,0.08598758490323721
54,4.463,1.50000000142583,47350.832,-2.446666664339816,-2.446666664339816,-2.4757877645034236,0.029121100163607583,-0.012763461379091753,0.04494104481412578,-0.2840045537855401,0.2840045537855401,0.029121100163607583
56,4.485,1.499999996673796,47350.889500000005,-2.571333339032741,-2.571333339032741,-2.4769114519044213,-0.09442188712831978,-0.0038620291290495995,0.04600230898913734,-0.08395294092654244,0.08395294092654244,0.09442188712831978
59,4.50266666666667,1.5000000021584812,47350.8685,-2.4393333298229303,-2.4393333298229303,-2.478025316105418,0.03869198628248771,0.009622174326041054,0.047063573164148914,0.2044505692859468,0.2044505692859468,0.03869198628248771
60,4.516,1.500000001339484,47350.9865,-2.428666664495488,-2.428666664495488,-2.4791293485571466,0.050462684061658436,0.02568914355117095,0.04733840593071053,0.5426702282449536,0.5426702282449536,0.050462684061658436
62,4.52427777777778,1.5000000016695028,47351.10799999999,-2.546666663832028,-2.546666663832028,-2.4802235417344067,-0.06644312209762138,0.013598131618242427,0.04761323869727214,0.28559560303595755,0.28559560303595755,0.06644312209762138
