sample_index,axis,baseline_distance,signal_0,signal_1,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual
0,2.514,1.4999999981048533,47319.8305,2.339333336287717,2.339333336287717,2.2576967445805614,0.08163659170715576,0.1302010730869118,0.04919320764922632,2.6467286706594653,2.6467286706594653,0.08163659170715576
1,2.538,1.4999999932729569,47319.788,2.4000000107671497,2.4000000107671497,2.2601038759882686,0.1398961347788812,0.11236098709373092,0.050441518432258775,2.2275496572258797,2.2275496572258797,0.1398961347788812
8,2.56,1.4999999977453078,47319.655,2.4520000036855927,2.4520000036855927,2.2624882261657717,0.18951177751982096,0.10395691470183266,0.051689829215291236,2.011167695463761,2.011167695463761,0.18951177751982096
9,2.554,1.500000001463061,47319.696,2.3773333310138067,2.3773333310138067,2.2648499477798927,0.11248338323391405,0.08653643690559343,0.05228168240406689,1.6551961017012324,1.6551961017012324,0.11248338323391405
10,2.545,1.499999997408127,47319.694,2.394666670802392,2.394666670802392,2.2671891926076047,0.12747747819478716,0.07325560235571767,0.05287353559284254,1.3854871162736133,1.3854871162736133,0.12747747819478716
11,2.569,1.4999999986892811,47319.7315,2.292666668669019,2.292666668669019,2.2695061115411925,0.023160557127826387,0.07827151684003421,0.054285660519133284,1.4418451593206087,1.4418451593206087,0.023160557127826387
12,2.575,1.499999998960069,47319.795,2.325333334943828,2.325333334943828,2.2718008545933848,0.05353248035044311,0.05819849746696981,0.05287353559284254,1.1007112880654062,1.1007112880654062,0.05353248035044311
13,2.606,1.500000002299853,47319.743,2.23866666323438,2.23866666323438,2.2740735709024613,-0.03540690766808119,0.04059195280127856,0.054285660519133284,0.7477472395674674,0.7477472395674674,0.03540690766808119
14,2.637,1.499999999089254,47319.7755,2.2433333346940465,2.2433333346940465,2.276324408737335,-0.03299107404328838,0.03315543907566015,0.05287353559284254,0.6270705884126345,0.6270705884126345,0.03299107404328838
15,2.622,1.4999999973588922,47319.823,2.405333337568613,2.405333337568613,2.278553515502608,0.12677982206600458,0.03314806563310372,0.05228168240406689,0.634028288854859,0.634028288854859,0.12677982206600458
16,2.628,1.500000001229118,47319.81,2.239999998164905,2.239999998164905,2.2807610377436034,-0.040761039578698366,0.017236354255104933,0.051689829215291236,0.3334573651484605,0.3334573651484605,0.040761039578698366
19,2.658,1.5000000021511573,47319.8575,2.313999996679968,2.313999996679968,2.282947121151368,0.0310528755285997,0.00445719536338634,0.05125818859753543,0.08695577205006126,0.08695577205006126,0.0310528755285997
20,2.665,1.4999999976799243,47319.718,2.3306666702710053,2.3306666702710053,2.285111910567657,0.045554759703348324,0.006958593665324673,0.051689829215291236,0.13462210595321786,0.13462210595321786,0.045554759703348324
21,2.689,1.4999999996689086,47319.794,2.414666667201668,2.414666667201668,2.287255549989889,0.12741111721177933,0.00718484776737401,0.05228168240406689,0.1374257184733427,0.1374257184733427,0.12741111721177933
22,2.674,1.499999997256279,47319.812,2.169333337301907,2.169333337301907,2.2893781825760695,-0.1200448452741627,-0.0032345562057313573,0.05287353559284254,-0.06117533411495972,0.06117533411495972,0.1200448452741627
23,2.695,1.4999999993449042,47319.7875,2.230000000974685,2.230000000974685,2.2914799506497094,-0.06147994967502424,0.01725579672585193,0.054285660519133284,0.31787025451721324,0.31787025451721324,0.06147994967502424
25,2.705,1.499999995994039,47319.8345,2.280666672754054,2.280666672754054,2.29356099570469,-0.012894322950636194,0.011766875495323119,0.05287353559284254,0.22254754412368055,0.22254754412368055,0.012894322950636194
27,2.717,1.4999999969428406,47319.8455,2.264666671285286,2.264666671285286,2.2956214584101304,-0.03095478712484434,0.014891130468749273,0.05228168240406689,0.28482500531755883,0.28482500531755883,0.03095478712484434
28,2.726,1.500000001124809,47319.859,2.330666664923271,2.330666664923271,2.2976614786152147,0.03300518630805627,-0.005149353543863071,0.051689829215291236,-0.09962024680746583,0.09962024680746583,0.03300518630805627
29,2.8,1.500000000717985,47319.8465,2.443333332159547,2.443333332159547,2.2996811953539957,0.14365213680555122,0.0007563946773057791,0.05125818859753543,0.014756562765898203,0.014756562765898203,0.14365213680555122
30,2.742,1.5000000013312127,47319.8285,2.2833333313040214,2.2833333313040214,2.301680746850181,-0.018347415546159596,-0.003910281469174098,0.05082654797977961,-0.07693383919619586,0.07693383919619586,0.018347415546159596
31,2.769,1.5000000052663167,47319.855,2.3773333249860693,2.3773333249860693,2.3036602705218856,0.07367305446418371,-0.006038409535650885,0.05025046000239252,-0.1201662539081908,0.1201662539081908,0.07367305446418371
32,2.73683333333333,1.5000000017196753,47319.8205,2.25266666408464,2.25266666408464,2.3056199029863715,-0.05295323890173176,-0.013998495357091004,0.04967437202500542,-0.28180518014489137,0.28180518014489137,0.05295323890173176
34,2.747,1.499999998583228,47319.7795,2.240666668781108,2.240666668781108,2.307559780064751,-0.06689311128364306,-0.020753636893210883,0.049433789837115875,-0.4198269435055258,0.4198269435055258,0.06689311128364306
