sample_index,axis,baseline_distance,signal_0,signal_1,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual
0,2.394,1.4999999919237772,47407.0745,-2.600666680667723,-2.600666680667723,-2.5731995608474767,-0.0274671198202463,-0.09676467472587272,0.07918824438509342,-1.2219575705619246,1.2219575705619246,0.0274671198202463
1,2.3155,1.4999999994514277,47407.077000000005,-2.6826666676461666,-2.6826666676461666,-2.5734263782187075,-0.10924028942745911,-0.10859642258132356,0.06206411731630593,-1.749745702945691,1.749745702945691,0.10924028942745911
2,2.35,1.5000000001809624,47407.0585,-2.767333332998158,-2.767333332998158,-2.5736442103284016,-0.19368912266975657,-0.10635486694157274,0.04493999024751842,-2.366597463768823,2.366597463768823,0.19368912266975657
3,2.366,1.4999999956776409,47407.0485,-2.675333341041841,-2.675333341041841,-2.5738531629883017,-0.10148017805353948,-0.10115189052941348,0.044250513850973325,-2.2858918852348777,2.2858918852348777,0.10148017805353948
5,2.357,1.4999999971362017,47407.2015,-2.626000005012548,-2.626000005012548,-2.574053341354186,-0.05194666365836209,-0.09901259879359531,0.04493999024751842,-2.2032180747761236,2.2032180747761236,0.05194666365836209
9,2.283,1.4999999935511286,47407.3185,-2.7420000117869074,-2.7420000117869074,-2.5742448499283297,-0.16775516185857775,-0.11178370436123514,0.06206411731630593,-1.8011003651519994,1.8011003651519994,0.16775516185857775
10,2.3275,1.5000000043110442,47407.3345,-2.6673333256650493,-2.6673333256650493,-2.5744277925619814,-0.09290553310306793,-0.1189337523431522,0.07918824438509342,-1.501911720188869,1.501911720188869,0.09290553310306793
11,2.326,1.5000000029740066,47407.3565,-2.639333328102111,-2.639333328102111,-2.5746022724578124,-0.0647310556442986,-0.11453670862837582,0.07944785372446746,-1.4416589405372708,1.4416589405372708,0.0647310556442986
12,2.335,1.500000005413341,47407.4495,-2.656666657079426,-2.656666657079426,-2.574768392172376,-0.08189826490704988,-0.10881469178767597,0.0797074630638415,-1.3651757013081838,1.3651757013081838,0.08189826490704988
13,2.314,1.5000000054022085,47407.445,-2.7173333235475536,-2.7173333235475536,-2.574926253618549,-0.14240706992900476,-0.1091750112275099,0.08186820862595738,-1.3335458667028235,1.3335458667028235,0.14240706992900476
14,2.32,1.49999999308776,47407.3545,-2.7486666793326906,-2.7486666793326906,-2.575075958067978,-0.17359072126471276,-0.10206200732742499,0.0797074630638415,-1.2804573549866802,1.2804573549866802,0.17359072126471276
20,2.301,1.4999999988712174,47407.539,-2.729333335390282,-2.729333335390282,-2.5752176061535126,-0.1541157292367692,-0.10577187917332243,0.07944785372446746,-1.3313371502790892,1.3313371502790892,0.1541157292367692
21,2.298,1.500000005128342,47407.516,-2.625333324358876,-2.625333324358876,-2.5753512978716353,-0.049982026487240816,-0.11467489281409277,0.07918824438509342,-1.4481302585321545,1.4481302585321545,0.049982026487240816
22,2.273,1.499999997412688,47407.557,-2.630666671201753,-2.630666671201753,-2.5754771325848855,-0.055189538616867484,-0.12565984139796013,0.070358545951032,-1.7859925855405911,1.7859925855405911,0.055189538616867484
23,2.252,1.499999998629171,47407.5625,-2.679333335782094,-2.679333335782094,-2.5755952090242804,-0.10373812675781346,-0.12472662402746258,0.061528847516970554,-2.027124333721043,2.027124333721043,0.10373812675781346
25,2.23,1.4999999972198683,47407.5315,-2.702000005007866,-2.702000005007866,-2.575705625291721,-0.12629437971614488,-0.10883810400039026,0.05494107143833489,-1.9809971147459087,1.9809971147459087,0.12629437971614488
27,2.237,1.5000000051780886,47407.6845,-2.720666657273639,-2.720666657273639,-2.5758084788624074,-0.14485817841123172,-0.10473492809939823,0.061528847516970554,-1.7022085139903005,1.7022085139903005,0.14485817841123172
30,2.26475,1.4999999988676196,47407.7705,-2.7566666687490886,-2.7566666687490886,-2.5759038665872325,-0.18076280216185614,-0.1085651460376565,0.056880163831002174,-1.9086644398602057,1.9086644398602057,0.18076280216185614
32,2.246,1.5000000009448295,47407.8455,-2.7099999982897094,-2.7099999982897094,-2.5759918846951826,-0.1340081135945268,-0.10062495664910395,0.0522314801450338,-1.9265193398634985,1.9265193398634985,0.1340081135945268
35,2.289,1.4999999981858203,47407.897,-2.6066666698167853,-2.6066666698167853,-2.5760726287957234,-0.03059404102106189,-0.09580315484906382,0.0502923877523665,-1.904923570556775,1.904923570556775,0.03059404102106189
40,2.267,1.4999999962824273,47408.024000000005,-2.693333340009024,-2.693333340009024,-2.576146193881183,-0.11718714612784087,-0.09521075766635873,0.04835329535969922,-1.9690645065261376,1.9690645065261376,0.11718714612784087
41,2.22066666666667,1.5000000024846218,47408.196500000005,-2.6606666622607027,-2.6606666622607027,-2.5762126743291374,-0.08445398793156533,-0.09921803963120907,0.04664664280360882,-2.1270135141115247,2.1270135141115247,0.08445398793156533
42,2.20883333333333,1.5000000011560577,47408.284,-2.5599999980246664,-2.5599999980246664,-2.576272163904772,0.016272165880105494,-0.07952860908853568,0.04835329535969922,-1.6447402084371687,1.6447402084371687,0.016272165880105494
44,2.2,1.5000000001947171,47408.3155,-2.6366666663207106,-2.6366666663207106,-2.5763247557632583,-0.060341910557452305,-0.05554978170179862,0.0502923877523665,-1.1045365747062732,1.1045365747062732,0.060341910557452305
50,2.221,1.4999999921093308,47408.667,-2.697333347523907,-2.697333347523907,-2.576370542452108,-0.12096280507179902,-0.04831850315473618,0.0494015374527355,-0.978076911087322,0.978076911087322,0.12096280507179902
54,2.215,1.5000000007202523,47408.794,-2.7573333320084177,-2.7573333320084177,-2.576409615913533,-0.18092371609488467,-0.030353198840013196,0.04887741640621736,-0.6210066135196167,0.6210066135196167,0.18092371609488467
57,2.206,1.50000000304486,47408.883,-2.579999994764586,-2.579999994764586,-2.5764420674867905,-0.0035579272777956916,-0.006764889693782145,0.04835329535969922,-0.13990545305047491,0.13990545305047491,0.0035579272777956916
