sample_index,axis,baseline_distance,signal_0,signal_1,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual
0,4.177,1.4999999943931084,47306.83500000001,2.238666675034757,2.238666675034757,2.094713464088952,0.1439532109458046,0.052172015140831626,0.03938420583174752,1.3246938471659084,1.3246938471659084,0.1439532109458046
1,4.14,1.4999999950739251,47306.8605,2.159333340425623,2.159333340425623,2.0972903483321894,0.06204299209343356,0.06646513973915802,0.03921592334601808,1.6948508174271197,1.6948508174271197,0.06204299209343356
2,4.125,1.499999993763976,47306.7985,2.1326666755332564,2.1326666755332564,2.0998475219219688,0.03281915361128762,0.06365354552399285,0.039047640860288654,1.6301508649842233,1.6301508649842233,0.03281915361128762
3,4.078,1.500000001633251,47306.7565,2.1379999976735085,2.1379999976735085,2.1023851647071177,0.035614832966390786,0.06382052268003502,0.038927266867780135,1.6394812124058697,1.6394812124058697,0.035614832966390786
4,4.051,1.4999999945204463,47306.7605,2.091333340969828,2.091333340969828,2.1049034548825865,-0.01357011391275842,0.07953084274367041,0.03880689287527162,2.0493999094255946,2.0493999094255946,0.01357011391275842
5,4.026,1.5000000010711436,47306.708,2.245333331731425,2.245333331731425,2.107402569000635,0.13793076273078997,0.06977188644644602,0.03828807930586363,1.822287451116954,1.822287451116954,0.13793076273078997
6,4.041,1.5000000030964875,47306.7475,2.156666662214993,2.156666662214993,2.109882681981991,0.0467839802330019,0.06566156578932485,0.037769265736455636,1.7384919857191456,1.7384919857191456,0.0467839802330019
7,3.974,1.50000000236728,47306.746,2.177333329899268,2.177333329899268,2.1123439671269377,0.06498936277233014,0.06564415204177888,0.03502610861336815,1.874149160170336,1.874149160170336,0.06498936277233014
8,3.937,1.500000000402811,47306.669,2.3199999993791205,2.3199999993791205,2.114786596126367,0.2052134032527535,0.05779354848527854,0.03228295149028067,1.7902188560013874,1.7902188560013874,0.2052134032527535
9,3.952,1.4999999930920382,47306.562000000005,2.1733333433435607,2.1733333433435607,2.1172107390727755,0.05612260427078519,0.06507254615534228,0.03502610861336815,1.8578297370581023,1.8578297370581023,0.05612260427078519
10,3.9,1.4999999972121882,47306.6145,2.1446666706505613,2.1446666706505613,2.1196165644712184,0.02505010617934289,0.04762912724485529,0.03228295149028067,1.4753647063278847,1.4753647063278847,0.02505010617934289
