sample_index,axis,baseline_distance,signal_0,signal_1,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual
0,5.544,1.499999995006474,47247.65,2.604000008670546,2.604000008670546,2.5631153737098047,0.04088463496074146,-0.03452635356663088,0.036126368295064513,-0.9557106123880095,0.9557106123880095,0.04088463496074146
1,5.523,1.5000000050996205,47247.7315,2.52599999141026,2.52599999141026,2.559922519169194,-0.033922527758933896,-0.030793306976623375,0.03672444270354853,-0.8384962360136223,0.8384962360136223,0.033922527758933896
2,5.501,1.500000001953395,47247.595,2.458666663466116,2.458666663466116,2.5568286564877085,-0.09816199302159268,-0.019358639006988705,0.03732251711203254,-0.5186852470019393,0.5186852470019393,0.09816199302159268
3,5.486,1.5000000050444184,47247.6695,2.4819999916567776,2.4819999916567776,2.5538324859839068,-0.07183249432712913,-0.02312203001940044,0.03788238214526121,-0.6103636759361719,0.6103636759361719,0.07183249432712913
4,5.492,1.500000001405925,47247.654,2.541333330950104,2.541333330950104,2.550932718636344,-0.009599387686240135,-0.019546130531704373,0.03844224717848988,-0.508454421016295,0.508454421016295,0.009599387686240135
5,5.471,1.4999999988137291,47247.55,2.5360000020032216,2.5360000020032216,2.5481280760298075,-0.012128074026585889,-0.017181707040220533,0.0392914597213178,-0.43728859049994784,0.43728859049994784,0.012128074026585889
6,5.44,1.5000000043670576,47247.696,2.594666659112511,2.594666659112511,2.5454172903016916,0.049249368810819316,-0.030392654595748,0.04014067226414571,-0.7571536021058424,0.7571536021058424,0.049249368810819316
7,5.418,1.4999999978040002,47247.583,2.493333336982215,2.493333336982215,2.5427991040884974,-0.04946576710628259,-0.02154808852037693,0.040203277221529686,-0.5359784079701214,0.5359784079701214,0.04946576710628259
8,5.424,1.499999998523943,47247.656,2.549333335842324,2.549333335842324,2.54027227047246,0.009061065369864174,-0.015313429531157417,0.04014067226414571,-0.3814940973182359,0.3814940973182359,0.009061065369864174
9,5.397,1.5000000003944476,47247.627,2.5999999993124105,2.5999999993124105,2.5378355529283145,0.06216444638409602,-0.016650402257478072,0.0392914597213178,-0.4237664463365382,0.4237664463365382,0.06216444638409602
10,5.403,1.499999998209264,47247.613,2.3826666695115004,2.3826666695115004,2.5354877252701815,-0.1528210557586811,-0.03637259696234753,0.03844224717848988,-0.9461620907192851,0.9461620907192851,0.1528210557586811
