sample_index,axis,baseline_distance,signal_0,signal_1,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual
0,1.667,1.5000000028937377,47277.026,3.182666660525208,3.182666660525208,3.0079068443798374,0.17475981614537073,0.2262679872037478,0.073752512064875,3.067936004738597,3.067936004738597,0.17475981614537073
1,1.734,1.499999998486632,47276.9985,3.271333336633316,3.271333336633316,3.0117732724258723,0.2595600642074438,0.2137176236263576,0.07334463082559782,2.913882328135853,2.913882328135853,0.2595600642074438
2,1.719,1.5000000022756854,47277.0695,3.1473333285569263,3.1473333285569263,3.015619156770409,0.13171417178651712,0.219834358521854,0.07293674958632063,3.01404106665982,3.01404106665982,0.13171417178651712
3,1.778,1.500000001834769,47277.176,3.3373333292471403,3.3373333292471403,3.019444562829703,0.31788876641743746,0.22087055844039116,0.07334463082559782,3.0114073239469588,3.0114073239469588,0.31788876641743746
4,1.68629166666667,1.4999999969377846,47277.194,3.270666673340592,3.270666673340592,3.023249555878622,0.24741711746196993,0.24170715999369818,0.073752512064875,3.2772735900993455,3.2772735900993455,0.24741711746196993
5,1.76708333333333,1.499999996794967,47277.2415,3.1780000067902794,3.1780000067902794,3.027034201050873,0.15096580573940654,0.24414452117847013,0.07543740207723558,3.2363855919707576,3.2363855919707576,0.15096580573940654
6,1.756,1.5000000009591568,47277.3265,3.287333331234043,3.287333331234043,3.0307985633392107,0.2565347678948324,0.23600957098163647,0.07712229208959616,3.060199127736691,3.060199127736691,0.2565347678948324
7,1.742,1.5000000005521694,47277.318,3.262666665465792,3.262666665465792,3.034542707595641,0.22812395787015127,0.25767262004663083,0.07991915104955775,3.2241661311798517,3.2241661311798517,0.22812395787015127
8,1.7095,1.4999999981367025,47277.359,3.446666670951797,3.446666670951797,3.0382666985316424,0.40839997242015436,0.24913359888052197,0.07755937903734135,3.2121659813776406,3.2121659813776406,0.40839997242015436
9,1.688,1.4999999996017277,47277.466,3.2386666675266973,3.2386666675266973,3.041970600718379,0.1966960668083182,0.25165170544398036,0.07903682607930224,3.183980404166073,3.183980404166073,0.1966960668083182
10,1.752125,1.5000000041657986,47277.469,3.231999991022851,3.231999991022851,3.04565447858691,0.186345512435941,0.2653750216940155,0.07755937903734135,3.421572284201107,3.421572284201107,0.186345512435941
11,1.704,1.4999999956453482,47277.524,3.376000009799861,3.376000009799861,3.0493183964283945,0.3266816133714663,0.25741459395570887,0.07734083556346875,3.3283141057412666,3.3283141057412666,0.3266816133714663
12,1.7075,1.5000000025898637,47277.4755,3.293999994316773,3.293999994316773,3.052962418394315,0.24103757592245767,0.25939998887474697,0.07712229208959616,3.363489100834701,3.363489100834701,0.24103757592245767
13,1.72283333333333,1.4999999917194276,47277.509000000005,3.326666685029778,3.326666685029778,3.0565866084966826,0.2700800765330955,0.24355336365426888,0.07543740207723558,3.228549193739599,3.228549193739599,0.2700800765330955
15,1.694,1.4999999928339038,47277.51,3.3346666825979665,3.3346666825979665,3.0601910306082436,0.2744756519897229,0.24743021003410082,0.073752512064875,3.3548716254770214,3.3548716254770214,0.2744756519897229
16,1.72383333333333,1.499999999978586,47277.552500000005,3.248666666712773,3.248666666712773,3.0637757484627004,0.18489091825007264,0.2560675029199085,0.07334463082559782,3.491291728344742,3.491291728344742,0.18489091825007264
17,1.679,1.4999999979798435,47277.553,3.31333333779641,3.31333333779641,3.0673408256549157,0.2459925121414943,0.23946517700098102,0.07293674958632063,3.283189590421411,3.283189590421411,0.2459925121414943
18,1.762,1.49999999801656,47277.571500000005,3.336666671076973,3.336666671076973,3.0708863256411214,0.2657803454358514,0.24140094664915612,0.07238555790549454,3.3349324593771237,3.3349324593771237,0.2657803454358514
21,1.7175,1.500000001831111,47277.4145,3.3059999959659385,3.3059999959659385,3.074412311739133,0.23158768422680565,0.24009696942520467,0.07183436622466845,3.342369147857166,3.342369147857166,0.23158768422680565
23,1.64675,1.5000000020029494,47277.4915,3.341999995536769,3.341999995536769,3.077918847128559,0.2640811484082102,0.22266429500017437,0.07141677457392655,3.1178150557567545,3.1178150557567545,0.2640811484082102
24,1.7135,1.4999999961858084,47277.336,3.2586666749521265,3.2586666749521265,3.0814059948510075,0.17726068010111895,0.21813990150479137,0.07099918292318463,3.072428336827497,3.072428336827497,0.17726068010111895
25,1.75040046296296,1.500000005727794,47277.4225,3.343333320566329,3.343333320566329,3.0848738178102955,0.25845950275603347,0.215634831156348,0.07072399773875677,3.048962700791729,3.048962700791729,0.25845950275603347
26,1.66188425925926,1.500000002857021,47277.368,3.346666660290201,3.346666660290201,3.0883223787726686,0.2583442815175325,0.20692680344300943,0.07044881255432893,2.937264603053898,2.937264603053898,0.2583442815175325
27,1.7169375,1.5000000050481888,47277.375,3.209333322531444,3.209333322531444,3.091751740366994,0.11758158216445036,0.2003861241165034,0.06598330052287701,3.0369218048895217,3.0369218048895217,0.11758158216445036
28,1.66541666666667,1.4999999960452082,47277.3985,3.239333341876604,3.239333341876604,3.0951619650849787,0.1441713767916255,0.1789756923336125,0.06151778849142511,2.909332352845546,2.909332352845546,0.1441713767916255
30,1.73275,1.500000002579726,47277.283500000005,3.3219999942868834,3.3219999942868834,3.0985531152813794,0.22344687900550397,0.1653621112572976,0.06598330052287701,2.5061206388117103,2.5061206388117103,0.22344687900550397
31,1.673,1.4999999927693832,47277.297000000006,3.28933334919001,3.28933334919001,3.1019252531742056,0.18740809601580422,0.16258236024352904,0.07044881255432893,2.3078083838268855,2.3078083838268855,0.18740809601580422
32,1.65769444444444,1.499999994905888,47277.3405,3.2780000111331864,3.2780000111331864,3.105278440844935,0.1727215702882514,0.1414511873011861,0.07072399773875677,2.00004513070209,2.00004513070209,0.1727215702882514
