candidate_id,start_index,end_index,num_points,axis_start,axis_end,peak_sample_index,peak_axis,peak_score
1,444,542,16,2.508,2.267,444,2.508,12.969672183204958
2,712,732,11,2.20816666666667,2.20844444444444,719,2.19072916666667,8.642944777500732
3,1062,1298,64,2.434,2.03156944444444,1196,2.07004166666667,16.92561401851431
4,1431,1568,55,2.18433333333333,2.19466049382716,1490,2.17116666666667,11.33073101236344
6,3210,3219,9,2.38525,2.35897222222222,3217,2.30566666666667,8.837672795126197
7,3410,3607,92,2.41266666666667,1.89851195987654,3518,2.04833333333333,17.555792995301044
8,4138,4283,69,2.04766666666667,2.10575,4228,2.09712962962963,13.681039862495496
9,5961,6072,21,2.814,2.87008333333333,6030,2.96672222222222,15.880509285446395
10,17256,17514,8,4.90833333333333,2.984,17335,4.46583333333333,10.402716020600213
11,17801,17856,22,2.27275,2.26055555555556,17835,2.23783333333333,11.055343691667778
12,18432,18741,129,2.14369791666667,2.22102777777778,18671,2.2570625,30.913407576622255
