candidate_id,start_index,end_index,num_points,axis_start,axis_end,peak_sample_index,peak_axis,peak_score
1,409,422,14,1.10361196704066,1.09351745751729,416,1.09586976499482,12.47442872487669
2,741,756,16,1.9738140759535,2.04083805887068,748,2.00727511112497,9.448674705809719
3,949,966,18,2.01727652496034,1.96634891096688,961,1.9735956041656,8.73597158284954
4,1869,1878,10,1.50657935253973,1.50687540337588,1874,1.50645403282545,8.641531503282852
5,2331,2391,61,1.52347290727278,1.50875661201696,2344,1.53751845017834,15.72307140467456
6,2507,2564,58,2.23898610092804,2.4310677038435,2546,2.3857130179809,14.346735712861374
7,4218,4231,14,2.26227919337785,2.31352392988381,4223,2.27818062516822,8.75188634238009
8,4812,4820,9,2.44895822881105,2.49666620850574,4814,2.46099942124281,8.451579118089022
9,5035,5064,30,3.37821259623904,3.24025534811236,5053,3.3142933968645,8.91082135444874
10,5073,5109,37,3.1665094602658,2.86770913452007,5092,3.00009534194931,14.090840139469238
11,8096,8160,65,4.25160807347654,4.20628855425918,8146,4.35794217877017,10.95390056666254
12,8342,8354,13,3.34377476873348,3.22382944397626,8348,3.28516269531031,8.595151027076492
13,9482,9501,20,2.88609619316986,2.93629940861624,9493,2.91099347872433,10.62939074566104
14,10138,10257,120,4.13926589544698,4.03755532226636,10229,4.15973478811001,13.92419774801747
15,12693,12735,43,6.99502047089653,6.48381416647822,12716,6.72018886225829,33.46650273590038
16,12779,12875,97,6.10231063895544,5.67501879377953,12844,5.87093292586764,16.427455564545753
17,14948,14992,45,3.72145945303415,3.21361007147276,14957,3.60292805274905,13.829878858745
18,14999,15017,19,3.16566324642641,3.12560885419362,15008,3.12871860016987,9.798041144955192
20,15209,15250,42,2.31303103265382,3.063863091636,15230,2.50884611003473,13.483924229673123
21,15294,15306,13,4.56419379982711,4.78553254883466,15299,4.66984858770532,11.586687573225856
22,16865,16927,63,2.91805785555846,3.07054692430566,16913,2.98772123292265,11.636905608392947
