candidate_id,start_index,end_index,num_points,axis_start,axis_end,peak_sample_index,peak_axis,peak_score
1,921,938,18,4.27104972193839,4.26760833672569,930,4.268660288819,32.591211046558215
3,1794,1808,15,2.97385606360666,2.93943450734605,1800,2.95954497443496,10.021557436069635
4,1924,1936,13,2.31418205914777,2.31189073562374,1930,2.31289403645864,19.881650514730435
5,2478,2486,9,2.1569290862095,2.26913437984501,2482,2.21201149112566,10.552544989399927
6,4050,4060,11,4.0354748439095,4.10377184224345,4055,4.0686731332376,11.115302463562589
7,5178,5201,24,4.33156478911981,4.31067016200926,5184,4.32459762771621,16.542364111569732
8,6095,6110,16,4.41425002160528,4.46067400266188,6102,4.43527103388891,10.299249604927057
9,6197,6242,46,4.5173151429466,4.6725363140407,6217,4.57368209010195,116.33609709828504
11,7781,7794,14,3.94500105880874,3.86423977688879,7791,3.88256609995225,8.972095147017901
12,10848,10881,34,0.614957001881885,0.653562172653597,10872,0.649585697008263,11.46347007274375
13,11367,11460,94,0.727219336671871,0.810668310164521,11405,0.826894831032569,22.895912342869927
14,12138,12164,27,0.787354300677922,0.829305540929875,12149,0.805250773324552,22.910162124792535
15,12312,12319,8,1.02554357412473,1.02979053408762,12316,1.02828691019022,10.179100810128407
16,12356,12401,46,1.03202187101578,1.11054138244392,12390,1.0821153802003,22.20647388323319
17,14977,15000,24,0.566116128959589,0.552559796281755,14991,0.55627232620068,13.660208568475278
18,15051,15078,28,0.576667761590038,0.574248013799707,15064,0.577863681161092,18.510934375240097
19,15307,15314,8,0.648464163944815,0.652819768053857,15311,0.650444137150679,9.32138545569341
20,15985,15992,8,0.909616700826658,0.913700229929724,15988,0.91177990918756,12.340297228144365
21,16559,16576,18,0.538311610346599,0.507925714771425,16566,0.52732324378176,30.805382409068866
22,17076,17138,63,0.833468357400657,0.877464173647143,17105,0.812814922724627,5921.716808580511
23,17151,17282,132,0.910782626204909,0.98999865067924,17261,0.989764532250316,35.53545087596212
25,17945,18039,95,0.796184874927469,0.691095162996063,17956,0.808748985139799,21.238486649567577
26,18080,18114,35,0.706654673824724,0.661642755590888,18098,0.689882684133273,254.37052060360415
27,18651,18661,11,0.794065026575849,0.80854887667562,18656,0.802367482213468,15.359236098316947
