candidate_id,start_index,end_index,num_points,axis_start,axis_end,peak_sample_index,peak_axis,peak_score
2,9167,9189,23,1.69388294879705,1.77832759793676,9176,1.72437597015549,14.475123540550612
3,11746,11830,85,3.05075087254932,2.95579978541809,11775,3.02394388407247,125.91711208499149
4,12613,12725,113,0.744690697331747,0.17445351191185,12648,0.573135470443643,21.23331095551301
5,12980,12986,7,0.008774635648436,0.0083957752211331,12982,0.0085917812254158,8.367893691606417
6,13968,14036,69,0.176602265080701,0.561276955065427,13997,0.32930124400047,33.73660513368149
7,14065,14121,57,0.615643872270306,0.879285582604851,14095,0.681652676003927,12.84155462640607
8,14271,14302,32,1.21209469124463,1.35467252108709,14286,1.29179788501982,12.75932870196103
10,16827,16881,55,0.124262418759719,0.226072714558498,16868,0.180482751422302,24.257044098097268
11,17645,17660,16,0.195359280429236,0.171847235724972,17653,0.18352140106637,19.2253090120126
12,17773,17870,98,0.227447496156363,0.520278203785703,17798,0.181812687089135,19.171972151532557
13,19125,19163,39,1.13623713158116,1.21661447427658,19135,1.1529020047809,12.42747292855208
14,19943,19953,11,1.35533108089124,1.40587393787386,19945,1.36548201004342,8.429625385351107
15,22245,22274,30,2.0244510593366,2.06383846367637,22258,2.09146908776391,10.91930766544813
