candidate_id,start_index,end_index,num_points,axis_start,axis_end,peak_sample_index,peak_axis,peak_score
1,10041,10066,26,1.23536976119983,1.26316115735951,10057,1.26141685532327,12.525021272788571
2,10204,10224,21,1.33273454671406,1.38056109478682,10218,1.37011017429425,15.349923412837382
3,10478,10582,105,1.28318735781622,0.9501658757344,10561,1.08221419308118,19.59904887190812
4,11345,11356,12,0.913732055470064,0.880567850031414,11350,0.901613429028017,9.239347821866993
5,11566,11597,32,0.456133787912864,0.706265408012327,11581,0.557868089769838,42.822191546509785
6,13136,13236,101,0.880870204913109,1.29212609394823,13169,1.14623687592187,13.051644113960082
7,13479,13492,14,1.37765469312599,1.37945970888658,13490,1.38075350461272,8.4666281890112
8,14152,14179,28,1.1712131738316,1.15273569596498,14168,1.15601349871347,13.870270733148287
9,15156,15164,9,0.133131352416368,0.146991723356414,15160,0.1381077833748,10.62460457030927
10,15978,16058,81,0.7031650601406,0.789436970627492,15995,0.790598245520845,17.406708506737814
11,17276,17311,36,0.966168003113685,0.934849491526812,17298,0.927712982615019,24.886175283309136
12,17628,17693,66,0.112230581357948,0.213173358090443,17677,0.156652694684895,12.412606732570183
13,17786,17799,14,0.618518790181919,0.680463333645957,17793,0.651150475404486,10.548615759572767
14,18299,18322,24,0.285173810350314,0.507567987119915,18317,0.459474569366862,9.923627019839493
15,18372,18408,37,0.760272978630773,0.810346279660174,18396,0.789994627816512,14.933805622689135
16,19797,19829,33,0.0034481877089021,0.0083623603806829,19817,-0.0058559160967195,14.73659622680082
17,20024,20074,51,0.380410861889525,0.490930696314668,20045,0.423348364817302,18.661469434266078
18,22732,22807,76,0.675262123734567,0.696805701247504,22753,0.743189508756333,13.965707666482695
19,23265,23328,64,0.895690081563941,0.732340982490856,23300,0.815091827069113,11.646509916781074
20,23461,23486,26,0.952290127077594,1.02741497591034,23471,0.978538287044554,17.913678244684554
21,23774,23865,92,1.50869825406748,1.18689052689863,23790,1.51708846133094,11.769399945944853
