candidate_id,start_index,end_index,num_points,axis_start,axis_end,peak_sample_index,peak_axis,peak_score
1,7870,7991,122,4.9561728857223,2.23819636842438,7923,3.43401693952749,742.4949605449646
2,8349,8435,87,2.34621580172952,2.2404873908337,8415,2.30012043403635,18.52090766515603
3,8635,8660,26,2.5062458510324,2.61934694040916,8654,2.59449719444208,8.725678447190235
4,8678,8704,27,2.69064248134493,2.86916628939558,8694,2.78099653388715,10.450730390014128
5,8739,8775,37,3.32190245620969,3.51287978524648,8757,3.47637420857988,12.282048553212913
6,10465,10492,28,5.14947741813754,5.36266329616642,10475,5.1969280129654,12.785208715179001
7,10586,10602,17,5.74281923766385,5.85096629565537,10592,5.78696004507178,9.15885429543322
8,10650,10664,15,5.89513454992689,5.9498010898941,10660,5.9281784184272,8.94978600995173
9,10946,11058,113,4.45268732981726,1.7777756503588,10987,3.15014473246736,16.64119481457574
10,11395,11455,61,2.78601419472066,2.62576781329483,11430,2.73164697342359,20.217822506384053
11,11917,11956,40,3.78150574189542,3.55852739364921,11940,3.63237688039837,9.427142156134805
12,11983,12013,31,3.42266212410658,3.20019379682701,11998,3.31614939394145,10.63264233061279
13,12085,12221,137,3.12893080774681,2.96669681812434,12115,3.13415915890166,27.571353306880425
14,12388,12414,27,2.46638509505978,2.46371019711455,12400,2.46255598772523,9.575924669596683
15,12718,12726,9,3.1863987320883,3.1962815216997,12723,3.19339608878539,9.070363769812124
17,13544,13585,42,3.43936280099556,3.30178910791922,13556,3.40515387054197,15.352810802238256
18,13628,13724,97,3.2661515733443,3.62326357287576,13704,3.60845591312536,16.6947697698131
19,13913,14006,94,3.81580814633496,3.55764279507362,13926,3.8522417263774,12.468090312257766
20,14017,14041,25,3.40507958614196,3.07326983092876,14036,3.13678162917563,9.911376600217315
21,14210,14226,17,2.85862523998373,2.82972071668643,14216,2.84797941439179,9.517342708174628
22,14969,14975,7,3.22552254814724,3.27186572053949,14971,3.24182382489282,8.350814466452304
23,15023,15056,34,3.13335417095359,2.80777467693711,15043,2.91580779409259,10.271167418125094
24,15277,15290,14,2.50476749864947,2.45951132020077,15283,2.48590846845302,9.063002390702088
25,15538,15609,72,3.13108599710772,3.38591989060958,15553,3.24539372843862,9.982182378563023
26,16901,16920,20,4.63239674202411,4.64113796422418,16909,4.63321823236455,9.28397260914992
27,18304,18355,52,4.34276316933673,4.44725571445627,18335,4.50938505561308,13.505478937997033
28,20496,20511,16,2.03484606847833,2.09715422516023,20503,2.06259094811097,13.37350819432338
29,20562,20614,53,2.47968368940814,2.8897344234071,20600,2.82617445241607,11.16269829337838
30,20751,20771,21,3.48754813111306,3.46830349157802,20760,3.48922756655726,9.348592917835063
31,21416,21448,33,3.22084818562534,3.27343415383264,21430,3.22362430255937,12.711786269792956
32,21784,21890,107,3.39372110049571,3.2537032245745,21839,3.52259569096598,17.544722917637408
33,22352,22365,14,4.08399560444603,4.13367529726613,22358,4.10695236040157,9.025363017443242
34,23288,23314,27,3.05000474532734,3.09461425015494,23298,3.05637052336681,10.47119671094372
35,23328,23371,44,3.16426420243414,3.43309699332592,23348,3.30003102981566,13.351275538994791
36,23590,23626,37,3.29530165762767,3.03918812410008,23607,3.20011236309951,13.505732375870066
37,23773,23844,72,1.99178357365684,2.05288779885036,23795,2.0064088391764,15.14932020774724
38,23854,23876,23,2.08482223353362,2.15749105694394,23866,2.12793951095076,11.875956776680303
39,24046,24077,32,2.30097486702259,2.3339717188506,24051,2.30256021524211,9.578398289903788
40,24123,24142,20,2.2039068359378,2.09195960462767,24133,2.14064042490248,9.537716838070587
41,24280,24328,49,1.70050133834644,1.54441118953329,24315,1.60154485553387,10.817235372096585
42,24508,24534,27,1.83462560607371,1.90037624032337,24522,1.8724081148173,10.484724424771382
43,25883,25900,18,3.20852436300215,3.1426180328831,25892,3.17755266905496,8.731271965590695
