candidate_id,start_index,end_index,num_points,axis_start,axis_end,peak_sample_index,peak_axis,peak_score
1,10496,10541,46,1.53068106514325,1.34175439061431,10516,1.47282498513167,23.37852103793868
2,11206,11253,48,1.51964034283724,1.67960672790658,11243,1.63820617958626,19.87014138545078
3,11322,11389,68,1.70658134814832,1.71658176083619,11332,1.68586493865917,17.342288021563476
4,11927,11968,42,1.72935244206687,1.89942912852911,11944,1.81049440811994,19.598973960721356
5,13657,13692,36,1.45330126826179,1.35308350874879,13668,1.39883278053256,12.969719137180967
6,17645,17674,30,3.38782006438161,3.37057557516044,17663,3.41211393104409,13.425893670060601
7,17896,17930,35,3.78886413694816,3.89675703553785,17919,3.86649049671958,12.391605876977659
8,19260,19266,7,4.71720411945648,4.74561185244997,19262,4.72583434420849,8.851138979845492
9,20224,20231,8,3.84541521804231,3.84839055926961,20227,3.84494098751408,8.541057222896601
10,21659,21672,14,4.3417500361174,4.32679802593292,21665,4.33347146022161,11.237867209052101
11,21890,21916,27,4.49426260690052,4.50548797512525,21904,4.51613841567743,18.30771577143741
13,24906,24917,12,5.05959977949755,5.01568577134607,24912,5.03731345785508,13.517896470193104
14,26560,26629,70,5.52885656698872,5.17826317025918,26590,5.272333900861,18.69683781866176
15,26983,26990,8,5.85343480846409,5.85096753768896,26983,5.85343480846409,8.129135491080923
