candidate_id,start_index,end_index,num_points,axis_start,axis_end,peak_sample_index,peak_axis,peak_score
1,691,706,16,5.10026320750103,5.04637027813566,696,5.08024806082474,18.7428842984111
2,1700,1720,21,2.99628967269192,2.92196736548579,1711,2.95073766266628,91.11071270700033
3,5217,5242,26,2.05671188829429,1.99728034327804,5234,2.01016829515929,23.618884025440877
5,5485,5506,22,2.16977654002806,2.23937597842556,5499,2.21436011529811,19.636267325399327
6,8231,8249,19,1.93056587247808,1.86210102187789,8244,1.88356658445686,13.512239203984743
8,10055,10067,13,1.26752927623732,1.25502151201185,10061,1.26130261169864,21.322212403833543
9,10292,10323,32,1.27623112401457,1.27481564304755,10304,1.27632726371836,12.482231115607044
10,11471,11483,13,1.52909108119175,1.50725616098145,11478,1.51787172132213,9.127278168679638
11,15352,15368,17,1.52993752020314,1.53191003967343,15355,1.52927711951602,12.824754396704137
13,17982,17988,7,2.22403537625044,2.21661671766899,17985,2.22051756269202,8.958753382622582
14,18401,18413,13,2.26328660283148,2.2830854653101,18407,2.27698705972676,14.797159503524856
