candidate_id,start_index,end_index,num_points,axis_start,axis_end,peak_sample_index,peak_axis,peak_score
1,4555,4562,8,0.604831438884525,0.587150384497599,4559,0.593872385106007,9.857758734929467
2,8937,8971,35,8.31564859986672,8.09940000734598,8956,8.14502425344324,20.246792324485423
3,11505,11514,10,2.33207832826657,2.38185215497878,11510,2.35960134543643,8.614876799666003
4,12005,12011,7,3.54998985735248,3.53793420556057,12009,3.54032678802416,8.35022809597617
5,12181,12218,38,3.97227591209921,4.18987236709299,12189,4.04848114852219,11.927226166918317
6,12938,12952,15,5.73814216681449,5.86414022837613,12944,5.7957416190205,9.527782116779308
7,15364,15397,34,3.22136487761617,3.21944111512667,15384,3.18740834989135,13.532819041623222
8,16045,16100,56,2.22654107734843,2.10311974955938,16086,2.09222686200516,14.679818681743825
9,16114,16171,58,2.16241548765944,2.2873630839148,16147,2.32553050968686,11.927315845315547
10,16226,16273,48,2.18298342152105,2.05188450148085,16262,2.11412064916939,10.962808052544775
11,16684,16719,36,1.79685986668428,1.79436186442939,16703,1.78270448115522,31.535769932957457
12,17238,17248,11,1.35334325579524,1.28135141014673,17243,1.31199062556879,11.765451009998905
13,18905,18923,19,2.17272295040611,2.3454694001192,18915,2.26123836986902,28.02362460717729
14,22345,22351,7,2.67213056741336,2.64891527725394,22349,2.6566430773571,9.30788095357713
15,22835,22846,12,2.39409133133768,2.33634965585322,22840,2.36700688440104,11.354532817453867
16,24274,24285,12,2.49254504841669,2.46702541906967,24277,2.48815096795277,8.581853724284885
17,24299,24308,10,2.40048270191582,2.34402704676936,24304,2.36993709518837,8.697874684435465
18,24826,24898,73,2.12787052600921,2.28388891238003,24852,2.34511576780268,13.09603982639994
19,25292,25358,67,2.39304178801561,2.51244224181539,25329,2.5551981440856,19.289161510210384
20,25370,25382,13,2.47324426549868,2.46715237924667,25376,2.46387511831104,9.256800655506005
21,25749,25768,20,5.70290547261089,5.93106079948782,25760,5.8301442816182,9.702342582992546
22,25860,25870,11,6.13576236056463,6.0749183494145,25865,6.10515546235401,10.335637360455532
