candidate_id,start_index,end_index,num_points,axis_start,axis_end,peak_sample_index,peak_axis,peak_score
1,4781,4790,10,2.73658843370024,2.75451120074712,4786,2.74832702049573,14.646160421881568
2,4799,4817,19,2.75684251838134,2.71632665669483,4809,2.74080819059545,12.0323506494473
3,4872,4962,91,2.55469408460373,2.51208616325789,4927,2.62059248201346,24.173023220109624
4,6485,6505,21,2.66690903968403,2.59945015066317,6499,2.63164965090395,8.732611843831808
5,6596,6642,47,2.37472936681147,2.09463414621092,6622,2.22556292830863,65.35424998239208
7,8853,8878,26,1.05369345507795,0.997998287279949,8866,1.00881075328515,18.403561824022404
8,9158,9166,9,1.01045238260317,0.994250418968704,9162,1.00105529473189,8.792204761147152
9,9225,9249,25,1.08977973906505,1.0407904552107,9241,1.06659788530818,10.230024675878859
10,9420,9436,17,0.892995789503618,0.819893015846132,9429,0.856564785690435,31.560396838156603
11,10133,10194,62,0.530881561145529,0.510904249104454,10153,0.49988970716742,18.778760967633914
12,10216,10295,80,0.526626224518261,0.516985935795603,10235,0.527049725449589,24.301217415432188
13,10899,10917,19,0.291043917331943,0.280066573289616,10908,0.27993892598442,15.196457496743749
14,13352,13375,24,3.98111798260086,3.97104309882846,13361,3.98274261073996,10.881949888261493
15,15182,15207,26,4.29604051291232,4.29690654073129,15196,4.30669765685861,17.28242428210415
16,16059,16083,25,3.84638899129552,3.8642333618984,16068,3.84494694617006,95.46909729726818
17,16289,16296,8,4.02898220255474,4.02674593585458,16293,4.02788373371944,10.468896830155806
18,17322,17343,22,3.36466290524364,3.13959975486541,17332,3.26579050905105,60.9726269939151
19,19429,19473,45,1.80772531809959,1.86138870221668,19450,1.82719069421794,162.78063460043776
20,19940,19951,12,3.63748253415734,3.66571185761293,19945,3.64919508118867,10.411315206385465
21,20929,20937,9,2.11170995743871,1.97265546994005,20933,2.04051933000517,12.314454524524457
