candidate_id,start_index,end_index,num_points,axis_start,axis_end,peak_sample_index,peak_axis,peak_score
1,355,484,58,2.101,2.19,401,2.12575,11.713339526656677
3,732,934,113,2.0715,1.8701875,814,1.9285,17.84051813881936
4,1038,1246,107,2.00290277777778,2.0825,1119,2.10783333333333,13.624069655606533
6,1815,1827,8,2.14975,2.22106597222222,1820,2.197,8.337876682228114
7,1843,1913,36,2.23125,2.13425,1870,2.209,10.373762901008263
8,2155,2295,40,2.32,2.07966666666667,2220,2.185,17.45400014395163
9,2454,2578,51,2.319,2.1665,2512,2.2305,15.42455078313754
10,2815,2925,36,2.18865432098765,2.10575,2871,2.08475,16.371553061931326
11,3517,3546,18,2.19365277777778,2.27575,3527,2.2350625,24.710639866291565
12,3670,3803,53,2.36066666666667,2.17220833333333,3718,2.29583333333333,14.194128575671884
13,4111,4180,21,2.23435416666667,2.13275,4139,2.15416666666667,12.597944951803655
14,4313,4595,114,2.16445833333333,1.84991666666667,4484,1.9845,32.40498209118515
15,4629,4913,75,1.8949375,2.13783333333333,4748,2.17919444444445,29.35176579710459
16,5526,5537,9,2.20275,2.22127083333333,5528,2.168875,9.522288139178707
17,5657,5727,33,2.34175,2.34025,5670,2.29020833333333,9.591224882853952
18,5739,5765,14,2.322375,2.34075,5755,2.3426875,8.981868995626591
19,10911,10922,7,2.236,2.329,10916,2.2495625,8.64960451789306
20,11114,11357,73,2.27838888888889,2.258359375,11289,2.24575,17.005565705817702
21,11476,11586,48,2.32420377604167,2.49316666666667,11543,2.25466666666667,13.345873912035236
22,11880,11946,28,2.4235,2.51086574074074,11917,2.43916666666667,17.121825574644447
23,14286,14411,53,2.28294444444444,2.30433357445988,14338,2.28333333333333,14.005260175172188
24,20504,20788,93,2.00883333333333,2.06586805555556,20617,2.05816666666667,15.91024051560495
