candidate_id,start_index,end_index,num_points,axis_start,axis_end,peak_sample_index,peak_axis,peak_score
1,2864,2884,21,3.00199012359434,3.04613176318181,2873,3.02737063352497,25.650287759127785
2,3057,3164,108,3.03089121116631,2.72219323940708,3143,2.82177137935597,17.854455461867737
3,3533,3547,15,3.06165899372764,3.03288166851612,3542,3.04338201097426,12.464990846645422
4,9290,9303,14,2.67490643708474,2.77322494533645,9297,2.73251058052175,9.243021518817493
5,9375,9449,75,2.96797865114381,3.54167212882494,9419,3.35601986823668,57.202782356245585
6,9500,9567,68,3.73375068178524,4.32422925397989,9534,4.05244725968934,270.0881841254111
7,9854,9881,28,4.11728260419534,3.97802100384825,9868,4.05148195343175,39.50126390906488
9,11574,11618,45,3.80631578181775,4.05691243276637,11596,3.94741104433104,12.936143193198141
11,11786,11883,98,4.46506214931884,4.29121270187805,11799,4.46691522454566,16.258088330393136
12,12210,12243,34,4.26481387646423,4.27370011237733,12236,4.28278393395946,9.481077265932544
13,12260,12272,13,4.22306774069128,4.17199647969161,12270,4.18076631428709,8.314947783033615
14,12816,12846,31,4.1645759630325,4.20026690164968,12832,4.16723420055285,20.842937057889955
15,13195,13245,51,4.23197509198703,4.04615102320223,13223,4.07768831417543,14.647947010502826
16,13284,13364,81,4.25460140333289,4.063255466161,13309,4.34298990711346,21.208633759054024
17,13593,13655,63,4.42226990515666,4.12608102192535,13613,4.26757655255319,32.40777511491007
18,15916,15922,7,3.71594637304186,3.69412065964523,15919,3.70604284946878,9.640146639228725
19,16437,16477,41,5.05970054671212,5.28808791558466,16459,5.2490990059937,13.892308802868863
20,16897,16909,13,5.32663901822253,5.36645811731452,16901,5.34130248430029,9.104240273354005
21,17325,17408,84,5.45821299240227,5.47686720598769,17376,5.59673160449532,11.998484657888234
22,17550,17629,80,5.70870013718326,5.88650321692407,17569,5.6099722621616,11.646354060524699
23,17811,17866,56,5.90112032394218,5.67607087872486,17831,5.8200088288144,9.771249775185845
24,18041,18076,36,5.48187213984352,5.65056704178147,18051,5.53163282710396,9.975315104511303
25,18101,18107,7,5.67672878548446,5.66095419815701,18104,5.66994581212869,8.490139347792079
26,19183,19206,24,5.66594130217745,5.73755261517621,19190,5.68380543199033,9.340807305618382
27,20777,20806,30,4.16553524841515,3.97081892887889,20789,4.07990119373146,9.296096065741247
28,21646,21652,7,4.17028030618591,4.18253695423164,21649,4.17712916554974,9.326434455694686
29,21701,21717,17,4.17550745591986,4.22741109826463,21709,4.19495898842317,9.730573454164478
30,22918,22927,10,6.76505061273992,6.99653693689303,22926,6.97251658770339,8.419389524165208
31,24062,24142,81,4.335212789775,4.31295386730138,24087,4.29117129725909,17.757511090799795
32,24189,24206,18,4.39085971531248,4.36365311650871,24202,4.37026252557245,8.797494418768496
33,24506,24541,36,4.13954740242834,3.68141795125808,24526,3.89198084516858,13.342462557946691
35,26339,26357,19,4.36169393319156,4.49389484379684,26351,4.44718474049732,13.854137984161648
36,26969,27000,32,2.67829325870693,2.97383826655025,26984,2.76121837678368,12.641981277708908
