sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual
0,4.537,1.4999999996954283,47348.8995,47356.431,-7.5314999999973224,-7.725799999998708,0.44398575000391854,-17.401008928621067,17.401008928621067,7.5314999999973224
2,4.531,1.4999999943654598,47349.043,47356.67625,-7.633249999998952,-7.711749999998574,0.45056037500207924,-17.11590816205927,17.11590816205927,7.633249999998952
3,4.553,1.5000000069128527,47349.0195,47356.9215,-7.901999999994587,-7.702714285713488,0.45713500000024,-16.84997710897097,16.84997710897097,7.901999999994587
5,4.522,1.4999999998191085,47349.127,47356.96275,-7.83574999999837,-7.691531249999571,0.46742671499896593,-16.45505274557657,16.45505274557657,7.83574999999837
6,4.5,1.4999999932330783,47349.2775,47357.004,-7.726500000004307,-7.683972222222009,0.4777184299976918,-16.08473054359476,16.08473054359476,7.726500000004307
8,4.494,1.4999999975077198,47349.413,47357.0545,-7.6414999999979045,-7.683749999999741,0.47950372749457165,-16.024380123482413,16.024380123482413,7.6414999999979045
9,4.454,1.5000000012807708,47349.4565,47357.105,-7.648500000002969,-7.667777777778004,0.4812890249914515,-15.931752813009183,15.931752813009183,7.648500000002969
10,4.479,1.499999992904694,47349.5285,47357.14175,-7.613250000002154,-7.635138888889439,0.4960017708281197,-15.393370221525391,15.393370221525391,7.613250000002154
11,4.448,1.500000000768456,47349.555,47357.1785,-7.623500000001513,-7.612055555556759,0.4812890249914515,-15.815975765688739,15.815975765688739,7.623500000001513
13,4.426,1.4999999951940428,47349.68,47357.2095,-7.529499999996915,-7.591416666667404,0.47950372749457165,-15.831819924180557,15.831819924180557,7.529499999996915
15,4.433,1.49999999238988,47349.751,47357.2405,-7.489500000003318,-7.559583333334659,0.4777184299976918,-15.824349362806004,15.824349362806004,7.489500000003318
16,4.386,1.5000000021277395,47349.721,47357.329249999995,-7.608249999997497,-7.529083333334711,0.47523095666534954,-15.842998499436092,15.842998499436092,7.608249999997497
17,4.402,1.5000000028584122,47349.78999999999,47357.418,-7.628000000004249,-7.494722222223775,0.4727434833330073,-15.853676436496501,15.853676436496501,7.628000000004249
19,4.374,1.500000003384932,47349.878,47357.41875,-7.540750000000116,-7.45936111111223,0.46493924166662365,-16.043733121715785,16.043733121715785,7.540750000000116
20,4.365,1.4999999968744822,47350.0645,47357.4195,-7.355000000003201,-7.456416666667792,0.45713500000024,-16.311191806936414,16.311191806936414,7.355000000003201
22,4.349,1.5000000021602062,47350.049,47357.423,-7.374000000003434,-7.453500000000834,0.45056037500207924,-16.542733035426025,16.542733035426025,7.374000000003434
23,4.343,1.5000000048393682,47350.1225,47357.4265,-7.304000000003725,-7.437027777778793,0.44398575000391854,-16.750600166138565,16.750600166138565,7.304000000003725
25,4.328,1.4999999946907894,47350.2335,47357.53875,-7.3052499999976135,-7.40636111111073,0.43581931562846765,-16.994109360275786,16.994109360275786,7.3052499999976135
26,4.334,1.5000000003752751,47350.148,47357.651,-7.502999999996973,-7.397722222221394,0.4276528812530168,-17.298427174268472,17.298427174268472,7.502999999996973
28,4.297,1.500000005756416,47350.269,47357.73225,-7.4632500000006985,-7.402916666665179,0.4292152739608722,-17.247561109253624,17.247561109253624,7.4632500000006985
29,4.306,1.4999999965036144,47350.3535,47357.8135,-7.459999999999127,-7.401527777774997,0.43077766666872763,-17.181781578910975,17.181781578910975,7.459999999999127
34,4.282,1.5000000017342352,47350.5005,47357.85249999999,-7.351999999991676,-7.403249999996559,0.43738170833632306,-16.926290832226247,16.926290832226247,7.351999999991676
35,4.291,1.50000000210719,47350.4285,47357.8915,-7.4629999999961,-7.426888888885312,0.44398575000391854,-16.727764097878733,16.727764097878733,7.4629999999961
42,4.319,1.5000000000638547,47350.5545,47357.956249999996,-7.401749999997264,-7.416861111107412,0.45056037500207924,-16.461414546437165,16.461414546437165,7.401749999997264
47,4.38,1.5000000031129797,47350.6595,47358.02099999999,-7.361499999991793,-7.4189999999960285,0.45713500000024,-16.229341441788822,16.229341441788822,7.361499999991793
48,4.411,1.500000005991983,47350.78,47358.0995,-7.319499999997788,-7.415638888884536,0.46493924166662365,-15.949694549985495,15.949694549985495,7.319499999997788
49,4.396,1.5000000031588467,47350.66,47358.178,-7.517999999996391,-7.427138888885868,0.4727434833330073,-15.71071659522821,15.71071659522821,7.517999999996391
53,4.47,1.4999999925153793,47350.8335,47358.24625,-7.412749999995867,-7.41580555555346,0.47523095666534954,-15.604634865517733,15.604634865517733,7.412749999995867
54,4.463,1.50000000142583,47350.832,47358.3145,-7.482499999998254,-7.400388888887796,0.4777184299976918,-15.491110294663642,15.491110294663642,7.482499999998254
56,4.485,1.499999996673796,47350.889500000005,47358.31925,-7.429749999995693,-7.403583333333598,0.47950372749457165,-15.440095475415074,15.440095475415074,7.429749999995693
59,4.50266666666667,1.5000000021584812,47350.8685,47358.324,-7.455500000003667,-7.410972222222578,0.4812890249914515,-15.398174147757077,15.398174147757077,7.455500000003667
60,4.516,1.500000001339484,47350.9865,47358.3475,-7.361000000004424,-7.390833333335144,0.4960017708281197,-14.900820456740469,14.900820456740469,7.361000000004424
62,4.52427777777778,1.5000000016695028,47351.10799999999,47358.371,-7.263000000006286,-7.379472222224447,0.510714516664788,-14.449309705187074,14.449309705187074,7.263000000006286
63,4.547,1.4999999980606258,47351.022,47358.41225,-7.390250000004016,-7.354777777780125,0.521504550000019,-14.102998291730833,14.102998291730833,7.390250000004016
64,4.574,1.4999999917824147,47351.067500000005,47358.4535,-7.385999999998603,-7.3240833333361985,0.5322945833352501,-13.759454938363216,13.759454938363216,7.385999999998603
66,4.568,1.4999999972762807,47351.164,47358.50075000001,-7.336750000009488,-7.287222222224551,0.5421579916672223,-13.441141390935103,13.441141390935103,7.336750000009488
67,4.562,1.5000000026772462,47351.2375,47358.548,-7.3104999999995925,-7.250333333335423,0.5520213999991945,-13.134152649419029,13.134152649419029,7.3104999999995925
70,4.579,1.500000008356794,47351.357,47358.61725,-7.26024999999936,-7.182833333334808,0.593245916663023,-12.107682719061714,12.107682719061714,7.26024999999936
73,4.62,1.499999997127062,47351.533,47358.6865,-7.153500000000349,-6.999194444445796,0.6344704333268513,-11.031553366081155,11.031553366081155,7.153500000000349
74,4.59,1.5000000035505068,47351.572,47358.69575,-7.123749999998836,-6.807388888890273,0.6443338416642165,-10.56500287383295,10.56500287383295,7.123749999998836
75,4.614,1.5000000063877843,47351.676,47358.705,-7.02900000000227,-6.61925000000095,0.6344704333268513,-10.432716250137702,10.432716250137702,7.02900000000227
86,4.506,1.5000000084485985,47352.08,47358.7355,-6.655500000000757,-6.439500000001216,0.593245916663023,-10.854689124913095,10.854689124913095,6.655500000000757
101,4.275,1.5000000011960557,47353.0285,47358.766,-5.73750000000291,-6.266194444445621,0.5520213999991945,-11.351361458912217,11.351361458912217,5.73750000000291
103,4.245,1.5000000004787386,47353.108,47358.76775,-5.659749999998894,-6.092833333334259,0.593245916663023,-10.27033336800045,10.27033336800045,5.659749999998894
104,4.251,1.5000000044468935,47353.126,47358.7695,-5.643500000005588,-5.915750000000925,0.6344704333268513,-9.32391753699481,9.32391753699481,5.643500000005588
105,4.214,1.4999999993896718,47353.152,47358.844750000004,-5.692750000001979,-5.751250000001164,0.6443338416642165,-8.925885353385379,8.925885353385379,5.692750000001979
107,4.192,1.4999999971443896,47353.2195,47358.92,-5.7004999999990105,-5.6197500000004466,0.6541972500015817,-8.590299026764265,8.590299026764265,5.7004999999990105
109,4.171,1.5000000016442196,47353.3415,47358.93475,-5.593249999998079,-5.588361111111428,0.6583361750004022,-8.488613148302255,8.488613148302255,5.593249999998079
111,4.146,1.500000001327839,47353.4195,47358.9495,-5.529999999998836,-5.566777777778851,0.6624750999992228,-8.40299926410122,8.40299926410122,5.529999999998836
112,4.131,1.5000000075465365,47353.4575,47359.006,-5.548500000004424,-5.55675000000095,0.7107522624990577,-7.818124954626251,7.818124954626251,5.548500000004424
113,4.115,1.499999997924124,47353.590500000006,47359.0625,-5.471999999994296,-5.5302777777784895,0.7590294249988925,-7.285986017981528,7.285986017981528,5.471999999994296
114,4.14,1.5000000081481608,47353.629,47359.084,-5.455000000001746,-5.513833333333928,0.7598530916615325,-7.2564465339966,7.2564465339966,5.455000000001746
116,4.072,1.500000007920273,47353.64,47359.105500000005,-5.465500000005704,-5.506138888889432,0.7870134999982255,-6.99624452299973,6.99624452299973,5.465500000005704
117,4.063,1.4999999996215805,47353.619,47359.17225,-5.553250000004482,-5.549861111112275,0.8068020916681001,-6.878838278217256,6.878838278217256,5.553250000004482
118,4.057,1.5000000047778417,47353.7845,47359.239,-5.454499999999825,-5.646472222223464,0.8243667833342244,-6.849465961481135,6.849465961481135,5.454499999999825
120,4.051,1.5000000001387643,47353.7735,47359.326,-5.552499999997963,-5.743277777778632,0.8791817999963273,-6.53252578454493,6.53252578454493,5.552499999997963
121,4.041,1.4999999968876825,47353.889,47359.413,-5.5239999999976135,-5.827277777777959,0.9118401833322692,-6.390678853922073,6.390678853922073,5.5239999999976135
122,4.035,1.4999999958768424,47353.9385,47359.862,-5.923500000004424,-5.901777777777978,0.9288488999965578,-6.353862052051576,6.353862052051576,5.923500000004424
