sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual
0,7.29041455128239,1.4999999997522528,47421.628,47426.145,-4.516999999999825,-4.527350000001024,0.5099938083349773,-8.877264637352894,8.877264637352894,4.516999999999825
1,7.28987342100218,1.5000000052299411,47421.591,47426.183000000005,-4.592000000004191,-4.512750000000476,0.49565171250153145,-9.104679528342258,9.104679528342258,4.592000000004191
2,7.28956174851798,1.4999999969340545,47421.649000000005,47426.221000000005,-4.572000000000116,-4.47650000000015,0.4813096166680855,-9.300666026557236,9.300666026557236,4.572000000000116
3,7.28948822644418,1.500000005375308,47421.855,47426.272750000004,-4.417750000000524,-4.460343749999993,0.46676160416838086,-9.555935428636834,9.555935428636834,4.417750000000524
4,7.28966067858548,1.5000000046946729,47421.7865,47426.3245,-4.538000000000466,-4.446083333333566,0.45221359166867614,-9.831821544610015,9.831821544610015,4.538000000000466
5,7.29008604228103,1.5000000063579064,47421.891,47426.33075,-4.43974999999773,-4.413055555556235,0.4368213208356902,-10.102656040491668,10.102656040491668,4.43974999999773
6,7.29077034183496,1.4999999943508435,47422.078,47426.337,-4.258999999998196,-4.369666666667197,0.4214290500027042,-10.368688790293781,10.368688790293781,4.258999999998196
7,7.29171866635132,1.4999999914213191,47422.057,47426.40425,-4.347249999998894,-4.312250000000252,0.41065960833631565,-10.50078924847333,10.50078924847333,4.347249999998894
8,7.29293513927011,1.4999999970543416,47422.1395,47426.4715,-4.332000000002154,-4.260499999999916,0.39989016666992705,-10.654175458924378,10.654175458924378,4.332000000002154
9,7.2944228958198,1.4999999997621771,47422.2595,47426.479250000004,-4.219750000003842,-4.207027777777209,0.38008098333720264,-11.068766821319212,11.068766821319212,4.219750000003842
10,7.29618406200409,1.5000000050421936,47422.2855,47426.487,-4.201500000002852,-4.1689444444443025,0.3602718000044783,-11.5716646276297,11.5716646276297,4.201500000002852
11,7.29821975058639,1.499999997068555,47422.4355,47426.49075,-4.0552499999976135,-4.123916666666951,0.3447456833374953,-11.96219957489581,11.96219957489581,4.0552499999976135
12,7.30053006550336,1.5000000069500372,47422.5425,47426.4945,-3.951999999997497,-4.083833333333637,0.3292195666705122,-12.404588751010653,12.404588751010653,3.951999999997497
13,7.30311410689108,1.4999999973653864,47422.4665,47426.52325,-4.0567499999961,-4.032888888889122,0.3103576000038981,-12.99432940852252,12.99432940852252,4.0567499999961
14,7.30596997647438,1.5000000040473984,47422.455,47426.552,-4.097000000001572,-3.9960277777774738,0.291495633337284,-13.708705451356613,13.708705451356613,4.097000000001572
15,7.30909478556652,1.499999997834584,47422.7405,47426.59425,-3.8537500000020373,-3.953333333332719,0.27062597917119746,-14.608107268341183,14.608107268341183,3.8537500000020373
16,7.31248465200154,1.499999991790166,47422.65,47426.6365,-3.9864999999990687,-3.9232499999998254,0.24975632500511094,-15.708310890302943,15.708310890302943,3.9864999999990687
17,7.31613469160678,1.5000000030919587,47422.8015,47426.675,-3.8735000000015134,-3.9044722222226684,0.22760998750558065,-17.154221855607002,17.154221855607002,3.8735000000015134
18,7.32003901975126,1.5000000019540474,47422.8255,47426.7135,-3.8879999999990105,-3.863500000001093,0.20546365000605035,-18.803812741997543,18.803812741997543,3.8879999999990105
19,7.32419075752574,1.5000000016082076,47422.9045,47426.72175,-3.817250000000058,-3.8219444444459643,0.1891447541722014,-20.206452254903063,20.206452254903063,3.817250000000058
