sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual
0,2.65152777777778,1.4999999946908529,47392.28,47395.3365,-3.0564999999987776,-3.055800000001909,0.32312443333773483,-9.457037861349031,9.457037861349031,3.0564999999987776
1,2.628,1.499999998974728,47392.2405,47395.35125,-3.1107499999998254,-3.0682500000014747,0.316576283334153,-9.691976820521553,9.691976820521553,3.1107499999998254
2,2.612,1.5000000021750794,47392.339,47395.366,-3.0270000000018626,-3.076285714286704,0.31002813333057117,-9.922601801451927,9.922601801451927,3.0270000000018626
3,2.66070833333333,1.4999999981738403,47392.4055,47395.449250000005,-3.0437500000043656,-3.064718750000793,0.3079483749979379,-9.95205365191914,9.95205365191914,3.0437500000043656
4,2.597,1.4999999992996842,47392.4915,47395.5325,-3.041000000004715,-3.03391666666721,0.3058686166653047,-9.919019151896382,9.919019151896382,3.041000000004715
5,2.575,1.4999999978301537,47392.5135,47395.644,-3.1304999999993015,-2.989166666667087,0.28434002916784845,-10.512648097474012,10.512648097474012,3.1304999999993015
7,2.56,1.4999999919248796,47392.631,47395.7555,-3.124499999998079,-2.935194444444884,0.2628114416703922,-11.16844238511537,11.16844238511537,3.124499999998079
9,2.545,1.4999999927711023,47392.7785,47395.76225,-2.983749999999418,-2.8697777777787348,0.2395840416668585,-11.978167484832564,11.978167484832564,2.983749999999418
10,2.569,1.4999999958745247,47392.9815,47395.769,-2.787499999998545,-2.7909722222231923,0.21635664166332477,-12.899868479962166,12.899868479962166,2.787499999998545
12,2.554,1.499999994935061,47393.1215,47395.77525,-2.6537499999976717,-2.719166666666246,0.2114867124993742,-12.857387750420926,12.857387750420926,2.6537499999976717
14,2.55957407407407,1.4999999989303825,47393.1565,47395.7815,-2.625,-2.627055555555368,0.20661678333542366,-12.714628081740004,12.714628081740004,2.625
16,2.57861111111111,1.4999999969498483,47393.359,47395.79725,-2.4382500000065193,-2.508472222222028,0.20534010000048172,-12.216182919050606,12.216182919050606,2.4382500000065193
17,2.64116666666667,1.5000000023560196,47393.4785,47395.813,-2.334500000004482,-2.403666666666039,0.20406341666553976,-11.779018042247388,11.779018042247388,2.334500000004482
18,2.604,1.4999999988749169,47393.433000000005,47395.82775,-2.3947499999922,-2.323916666666466,0.20108792083141297,-11.556719354688536,11.556719354688536,2.3947499999922
20,2.58950925925926,1.5000000033663323,47393.541,47395.8425,-2.301500000001397,-2.2493888888889666,0.19811242499728618,-11.354103049921173,11.354103049921173,2.301500000001397
21,2.56333333333333,1.499999995770759,47393.786,47395.84325,-2.057249999998021,-2.1779999999998836,0.19641361249690273,-11.088844466084186,11.088844466084186,2.057249999998021
22,2.60116666666667,1.4999999925230885,47393.8035,47395.844,-2.040499999995518,-2.1440277777769046,0.19471479999651928,-11.011118712163796,11.011118712163796,2.040499999995518
23,2.65916666666667,1.4999999947455047,47393.8195,47395.88925,-2.0697500000023865,-2.110166666666272,0.1934175249978279,-10.909904191411659,10.909904191411659,2.0697500000023865
24,2.591,1.5000000025592268,47393.9515,47395.9345,-1.9830000000001746,-2.0595277777780816,0.19212024999913657,-10.71999322188753,10.71999322188753,1.9830000000001746
25,2.60395833333333,1.499999997294222,47393.982,47395.9645,-1.9824999999982538,-2.020333333333838,0.19179078333180358,-10.53404808216776,10.53404808216776,1.9824999999982538
26,2.57969444444444,1.5000000003515632,47393.862,47395.9945,-2.132499999999709,-2.012694444445919,0.19146131666447058,-10.51227725532201,10.51227725532201,2.132499999999709
31,2.57393518518519,1.4999999969326197,47394.00199999999,47396.03175,-2.0297500000087894,-2.010500000002341,0.18916534583085687,-10.628268043344681,10.628268043344681,2.0297500000087894
32,2.538,1.4999999980761871,47394.130000000005,47396.069,-1.9389999999984866,-1.9968611111132002,0.18686937499724315,-10.6858660555945,10.6858660555945,1.9389999999984866
34,2.56618055555556,1.5000000005723413,47394.1745,47396.123250000004,-1.9487500000032014,-1.9932222222236708,0.18573683333012103,-10.731432137001063,10.731432137001063,1.9487500000032014
36,2.643,1.5000000061377274,47394.189,47396.177500000005,-1.988500000006752,-1.9909444444460354,0.18460429166299888,-10.784930439648548,10.784930439648548,1.988500000006752
37,2.606,1.5000000046525546,47394.159,47396.17975,-2.020750000003318,-1.9777222222231405,0.18383210416497645,-10.758307049829954,10.758307049829954,2.020750000003318
39,2.66525,1.500000002561103,47394.235,47396.182,-1.9470000000001164,-1.986694444443856,0.18305991666695404,-10.852700474338706,10.852700474338706,1.9470000000001164
40,2.59877777777778,1.4999999990211628,47394.235,47396.185249999995,-1.950249999994412,-2.028111111111583,0.18165968333123797,-11.164343534682533,11.164343534682533,1.950249999994412
41,2.622,1.5000000048029971,47394.2265,47396.1885,-1.9619999999995343,-2.0675833333330553,0.1802594499955219,-11.470041284295604,11.470041284295604,1.9619999999995343
42,2.62722222222222,1.4999999940234312,47394.214,47396.22749999999,-2.0134999999936554,-2.1125277777763483,0.17196100833203398,-12.284923182686486,12.284923182686486,2.0134999999936554
43,2.665,1.49999999231311,47394.156,47396.2665,-2.110499999995227,-2.1633888888868062,0.16366256666854606,-13.218593187947254,13.218593187947254,2.110499999995227
45,2.649,1.4999999974549745,47394.02099999999,47396.33275,-2.3117500000080327,-2.2201388888869484,0.1532020000012466,-14.491579019000296,14.491579019000296,2.3117500000080327
46,2.65705497685185,1.500000000376301,47394.095,47396.399,-2.3039999999964493,-2.2738888888876923,0.14274143333394715,-15.930125092466126,15.930125092466126,2.3039999999964493
48,2.62483333333333,1.5000000040224846,47394.125,47396.518,-2.392999999996391,-2.3312222222205796,0.13256914999809197,-17.5849526247557,17.5849526247557,2.392999999996391
49,2.59266666666667,1.4999999976830367,47394.158500000005,47396.637,-2.478499999997439,-2.37605555555476,0.12239686666223681,-19.412715540436672,19.412715540436672,2.478499999997439
50,2.59895833333333,1.500000002750269,47394.2225,47396.680250000005,-2.457750000001397,-2.410805555555271,0.11934929999884485,-20.199578510964074,20.199578510964074,2.457750000001397
51,2.6414375,1.4999999921840226,47394.2895,47396.7235,-2.434000000001106,-2.4256666666656708,0.11630173333545288,-20.856668229262254,20.856668229262254,2.434000000001106
52,2.598,1.500000000330331,47394.267,47396.744999999995,-2.477999999995518,-2.438222222221763,0.11269819166752776,-21.63497200926516,21.63497200926516,2.477999999995518
53,2.63579166666667,1.5000000011960049,47394.3495,47396.7665,-2.4170000000012806,-2.4388888888885654,0.10909464999960265,-22.355714866837634,22.355714866837634,2.4170000000012806
54,2.711,1.5000000031860732,47394.3885,47396.81175,-2.4232499999998254,-2.4215833333332233,0.10746790833327856,-22.533083325893248,22.533083325893248,2.4232499999998254
55,2.705,1.500000003416181,47394.4115,47396.857,-2.44550000000163,-2.401055555555407,0.10584116666695446,-22.68546002625517,22.68546002625517,2.44550000000163
56,2.68,1.4999999972643792,47394.4415,47396.8585,-2.4170000000012806,-2.3852222222218793,0.10252590833496825,-23.264580250574163,23.264580250574163,2.4170000000012806
57,2.67009635416667,1.499999992748662,47394.461,47396.86,-2.3989999999976135,-2.3567222222223387,0.09921065000298201,-23.75473018422419,23.75473018422419,2.3989999999976135
58,2.63066666666667,1.4999999956573045,47394.547,47396.86975,-2.3227499999993597,-2.3351944444447224,0.08624819583461092,-27.07528455346102,27.07528455346102,2.3227499999993597
59,2.67166840277778,1.500000001895052,47394.6065,47396.8795,-2.2730000000010477,-2.3039444444447224,0.09921065000298201,-23.222753246506013,23.222753246506013,2.2730000000010477
60,2.67736111111111,1.5000000023913198,47394.589,47396.8805,-2.2914999999993597,-2.2733055555565644,0.09954011666671929,-22.838084097972853,22.838084097972853,2.2914999999993597
61,2.65830208333333,1.499999995941285,47394.66,47396.8815,-2.2214999999996508,-2.2360833333344394,0.09986958333045656,-22.390033669565895,22.390033669565895,2.2214999999996508
62,2.63417361111111,1.500000001203609,47394.6665,47396.88975,-2.2232500000027358,-2.194555555556791,0.09954011666671929,-22.046945784729314,22.046945784729314,2.2232500000027358
63,2.71483333333333,1.499999994377374,47394.756,47396.898,-2.1419999999998254,-2.1558055555562734,0.09921065000298201,-21.72957797868954,21.72957797868954,2.1419999999998254
64,2.62502199074074,1.5000000033772525,47394.736,47396.905750000005,-2.1697500000082073,-2.126000000000608,0.09426865000017726,-22.552566521283694,22.552566521283694,2.1697500000082073
65,2.67966840277778,1.5000000005483825,47394.8315,47396.9135,-2.0820000000021537,-2.0932222222230243,0.0893266499973725,-23.43334516949416,23.43334516949416,2.0820000000021537
66,2.69677662037037,1.5000000014468249,47394.9,47396.92525,-2.0252499999987776,-2.0808333333342386,0.07328574166623981,-28.39342668879349,28.39342668879349,2.0252499999987776
67,2.67857552083333,1.499999997638657,47394.963,47396.937,-1.973999999994703,-2.046527777778263,0.07328574166623981,-27.925319867793966,27.925319867793966,1.973999999994703
68,2.65229513888889,1.5000000050374147,47394.9375,47396.94225,-2.004750000000058,-2.0328055555558726,0.07328574166623981,-27.73807713939416,27.73807713939416,2.004750000000058
69,2.658,1.4999999976007958,47394.951,47396.9475,-1.996500000001106,-2.0164444444437524,0.07034113333148248,-28.666647080325834,28.666647080325834,1.996500000001106
70,2.67025347222222,1.5000000075911768,47394.844,47396.954,-2.110000000000582,-2.010499999998299,0.07034113333148248,-28.582138284918173,28.582138284918173,2.110000000000582
