sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,lowrank_component,sparse_component
0,4.177,1.4999999943931084,47306.83500000001,47306.70790764009,0.12709235991496826,0.11062792575103231,0.054184630902574284,2.0416845867224764,2.0416845867224764,0.12709235991496826,47306.70790764009,0.0
1,4.14,1.4999999950739251,47306.8605,47306.69869285832,0.1618071416814928,0.09888445445661394,0.054184630902574284,1.824953917918374,1.824953917918374,0.1618071416814928,47306.69869285832,0.0
2,4.125,1.499999993763976,47306.7985,47306.69014323244,0.10835676755959867,0.09739511169651191,0.05592151235679387,1.7416394441392362,1.7416394441392362,0.10835676755959867,47306.69014323244,0.0
3,4.078,1.500000001633251,47306.7565,47306.68406070626,0.0724392937408993,0.09742024225579371,0.06243090014648503,1.5604491049658307,1.5604491049658307,0.0724392937408993,47306.68406070626,0.0
4,4.051,1.4999999945204463,47306.7605,47306.67705593414,0.08344406585820252,0.09035925006578004,0.05592151235679387,1.6158227175485598,1.6158227175485598,0.08344406585820252,47306.67705593414,0.0
5,4.026,1.5000000010711436,47306.708,47306.667832902014,0.040167097984522115,0.06971935345548748,0.054184630902574284,1.2866997946492453,1.2866997946492453,0.040167097984522115,47306.667832902014,0.0
6,4.041,1.5000000030964875,47306.7475,47306.65904094486,0.08845905513589969,0.05269399732383641,0.054184630902574284,0.9724897345629597,0.9724897345629597,0.08845905513589969,47306.65904094486,0.0
7,3.974,1.50000000236728,47306.746,47306.64840384383,0.09759615617076633,0.04255769436713308,0.054184630902574284,0.7854200288575037,0.7854200288575037,0.09759615617076633,47306.64840384383,0.0
8,3.937,1.500000000402811,47306.669,47306.635128687456,0.03387131254567066,0.035362129969548226,0.054184630902574284,0.6526228818118274,0.6526228818118274,0.03387131254567066,47306.635128687456,0.0
9,3.952,1.4999999930920382,47306.562000000005,47306.62066670958,-0.05866670957766473,0.02384540684821938,0.054184630902574284,0.44007694527059144,0.44007694527059144,0.05866670957766473,47306.62066670958,0.0
10,3.9,1.4999999972121882,47306.6145,47306.60592106351,0.008578936496633105,0.009472443528971376,0.054184630902574284,0.17481790262635793,0.17481790262635793,0.008578936496633105,47306.60592106351,0.0
11,3.823,1.4999999982809222,47306.607,47306.589869959054,0.017130040949268732,-0.007078672687283769,0.054184630902574284,-0.1306398616982637,0.1306398616982637,0.017130040949268732,47306.589869959054,0.0
12,3.817,1.500000002585762,47306.58,47306.57232078584,0.007679214162635617,-0.03177543500351021,0.054184630902574284,-0.586428927801381,0.586428927801381,0.007679214162635617,47306.57232078584,0.0
13,3.807,1.500000003239412,47306.533,47306.55320644224,-0.020206442233757116,-0.04464855087927491,0.054184630902574284,-0.8240076592854245,0.8240076592854245,0.020206442233757116,47306.55320644224,0.0
15,3.72766666666667,1.500000001229261,47306.4435,47306.53268957189,-0.0891895718887099,-0.046467590492587384,0.054184630902574284,-0.8575787952886053,0.8575787952886053,0.0891895718887099,47306.53268957189,0.0
16,3.74,1.4999999993014317,47306.4505,47306.51100099081,-0.060500990810396615,-0.03899661732672636,0.05501689056730416,-0.7088117289911247,0.7088117289911247,0.060500990810396615,47306.51100099081,0.0
17,3.718,1.4999999934335506,47306.363,47306.48767470467,-0.12467470467527164,-0.03871194539614306,0.05592151235679387,-0.6922549796069664,0.6922549796069664,0.12467470467527164,47306.48767470467,0.0
18,3.703,1.5000000031942844,47306.381,47306.46298673034,-0.08198673033621162,-0.026119138481994417,0.05897151913148943,-0.4429110673536541,0.4429110673536541,0.08198673033621162,47306.46298673034,0.0
19,3.65,1.499999997091528,47306.3615,47306.4365380661,-0.07503806609747699,-0.006145215425122943,0.05592151235679387,-0.10989000772931286,0.10989000772931286,0.07503806609747699,47306.4365380661,0.0
21,3.619,1.500000004869762,47306.484,47306.40818230501,0.07581769498938229,0.006194410155229788,0.05501689056730416,0.11259106233297465,0.11259106233297465,0.07581769498938229,47306.40818230501,0.0
22,3.592,1.4999999936773778,47306.397,47306.37730791167,0.01969208832451841,0.01619711804556169,0.054184630902574284,0.2989245801947905,0.2989245801947905,0.01969208832451841,47306.37730791167,0.0
23,3.552,1.5000000041546837,47306.465500000006,47306.344485523616,0.12101447638997342,0.03281921874440741,0.054184630902574284,0.6056923928007819,0.6056923928007819,0.12101447638997342,47306.344485523616,0.0
24,3.546,1.499999991631229,47306.469,47306.30944113472,0.15955886527808616,0.04053254828856249,0.054184630902574284,0.7480451119329634,0.7480451119329634,0.15955886527808616,47306.30944113472,0.0
25,3.53,1.5000000070061916,47306.294,47306.27213294167,0.021867058334464673,0.044743751742417875,0.054184630902574284,0.8257646309867569,0.8257646309867569,0.021867058334464673,47306.27213294167,0.0
26,3.456,1.4999999984971764,47306.263000000006,47306.233476619804,0.029523380202590488,0.04324982976767286,0.054184630902574284,0.7981936768276128,0.7981936768276128,0.029523380202590488,47306.233476619804,0.0
27,3.441,1.5000000022688793,47306.2185,47306.19357579839,0.024924201614339836,0.04678700745555236,0.054184630902574284,0.863473768782829,0.863473768782829,0.024924201614339836,47306.19357579839,0.0
29,3.364,1.5000000024543148,47306.14,47306.15256676444,-0.01256676443881588,0.04072309685499123,0.054184630902574284,0.7515617653318092,0.7515617653318092,0.01256676443881588,47306.15256676444,0.0
30,3.358,1.5000000035985088,47306.0735,47306.11063723501,-0.03713723501277855,0.034427909733494744,0.054184630902574284,0.6353814570666216,0.6353814570666216,0.03713723501277855,47306.11063723501,0.0
31,3.305,1.4999999946668978,47306.1305,47306.06812760278,0.0623723972166772,0.040362139862231236,0.054184630902574284,0.7449001532335556,0.7449001532335556,0.0623723972166772,47306.06812760278,0.0
32,3.268,1.4999999995508322,47306.0765,47306.02497331249,0.05152668751543388,0.04332669657661528,0.054184630902574284,0.7996122858992633,0.7996122858992633,0.05152668751543388,47306.02497331249,0.0
33,3.253,1.4999999968697764,47306.048,47305.98156071902,0.06643928098492324,0.03628486788834885,0.054184630902574284,0.6696523955951682,0.6696523955951682,0.06643928098492324,47305.98156071902,0.0
34,3.222,1.5000000003285756,47306.041,47305.93809781881,0.1029021811846178,0.038991343457180645,0.054184630902574284,0.7196015329012454,0.7196015329012454,0.1029021811846178,47305.93809781881,0.0
35,3.244,1.5000000001320373,47305.97,47305.89472487051,0.07527512949309312,0.04271597070651802,0.054184630902574284,0.7883410848238999,0.7883410848238999,0.07527512949309312,47305.89472487051,0.0
36,3.191,1.5000000064564338,47305.908,47305.85179560937,0.05620439063204685,0.027021584054940224,0.05501689056730416,0.4911506952920892,0.4911506952920892,0.05620439063204685,47305.85179560937,0.0
38,3.161,1.5000000033545853,47305.771,47305.80945225658,-0.03845225658005802,0.02188165990244468,0.05592151235679387,0.39129234851221417,0.39129234851221417,0.03845225658005802,47305.80945225658,0.0
39,3.148,1.499999999935335,47305.78,47305.76820848432,0.011791515680670273,0.01687801036799404,0.05738005726220702,0.2941441882999065,0.2941441882999065,0.011791515680670273,47305.76820848432,0.0
40,3.108,1.4999999994249609,47305.7245,47305.728115589765,-0.003615589768742211,0.00011296211272969635,0.05883860216762016,0.0019198639765079472,0.0019198639765079472,0.003615589768742211,47305.728115589765,0.0
42,3.025,1.4999999983276353,47305.6105,47305.68937708265,-0.07887708264752291,-0.017045465851778217,0.05738005726220702,-0.29706254516070507,0.29706254516070507,0.07887708264752291,47305.68937708265,0.0
43,2.982,1.4999999973521672,47305.6575,47305.65223262986,0.0052673701429739594,-0.025258554193391722,0.05592151235679387,-0.45167866763394277,0.45167866763394277,0.0052673701429739594,47305.65223262986,0.0
44,2.96,1.500000003678932,47305.638,47305.616593564824,0.02140643517486751,-0.028267354499904387,0.057379195712539036,-0.4926411768042113,0.4926411768042113,0.02140643517486751,47305.616593564824,0.0
45,2.914,1.500000004676218,47305.5345,47305.582483253114,-0.047983253112761304,-0.04182357523596794,0.058836879068284186,-0.7108394581471401,0.7108394581471401,0.047983253112761304,47305.582483253114,0.0
46,2.905,1.4999999920766955,47305.471000000005,47305.55015072219,-0.0791507221874781,-0.04984712252593858,0.05883774061795217,-0.8471964083326743,0.8471964083326743,0.0791507221874781,47305.55015072219,0.0
47,2.899,1.500000005704629,47305.502,47305.51971340444,-0.01771340444247471,-0.05222116857476067,0.05883860216762016,-0.8875324472527804,0.8875324472527804,0.01771340444247471,47305.51971340444,0.0
48,2.837,1.4999999930017882,47305.4255,47305.491031459336,-0.065531459338672,-0.059298912284753494,0.05963286835569742,-0.9943997986319901,0.9943997986319901,0.065531459338672,47305.491031459336,0.0
50,2.785,1.5000000026060858,47305.354,47305.46421447094,-0.11021447094390169,-0.06759015323687992,0.060427134543774685,-1.1185397710347524,1.1185397710347524,0.11021447094390169,47305.46421447094,0.0
51,2.794,1.4999999981776408,47305.3635,47305.43932751538,-0.07582751537847798,-0.07858229856356047,0.06122433022497983,-1.2835142217937814,1.2835142217937814,0.07582751537847798,47305.43932751538,0.0
52,2.779,1.5000000002509586,47305.316000000006,47305.41624349709,-0.1002434970869217,-0.07634991349025061,0.06202152590618498,-1.2310228162676784,1.2310228162676784,0.1002434970869217,47305.41624349709,0.0
53,2.717,1.4999999926352576,47305.336500000005,47305.39493232325,-0.05843232324696146,-0.07802545349922083,0.06257537852507788,-1.2469034201359426,1.2469034201359426,0.05843232324696146,47305.39493232325,0.0
54,2.711,1.499999996157742,47305.322,47305.375214733394,-0.0532147333942703,-0.08506920263688597,0.06312923114397077,-1.3475406098781642,1.3475406098781642,0.0532147333942703,47305.375214733394,0.0
55,2.689,1.4999999981657997,47305.21,47305.35691256105,-0.1469125610528863,-0.07164873212928392,0.06257537852507788,-1.1449987809593478,1.1449987809593478,0.1469125610528863,47305.35691256105,0.0
56,2.658,1.4999999936770718,47305.281,47305.34005925653,-0.059059256527689286,-0.06136552168350641,0.06312923114397077,-0.9720619207852841,0.9720619207852841,0.059059256527689286,47305.34005925653,0.0
57,2.637,1.5000000011854269,47305.2915,47305.32429326452,-0.032793264523206744,-0.04698253332753666,0.06312923114397077,-0.744227871560634,0.744227871560634,0.032793264523206744,47305.32429326452,0.0
58,2.591,1.5000000014589503,47305.1805,47305.30942520158,-0.1289252015776583,-0.04069118275624027,0.06312923114397077,-0.6445695919128349,0.6445695919128349,0.1289252015776583,47305.30942520158,0.0
59,2.569,1.5000000038317722,47305.306,47305.29543023637,0.010569763624516781,-0.044075437313747697,0.06312923114397077,-0.6981779520366798,0.6981779520366798,0.010569763624516781,47305.29543023637,0.0
60,2.56,1.5000000035156418,47305.2985,47305.28177862136,0.016721378633519635,-0.022067957805928826,0.06312923114397077,-0.3495679799362874,0.3495679799362874,0.016721378633519635,47305.28177862136,0.0
61,2.545,1.499999995927462,47305.2975,47305.268296601884,0.029203398116806056,-0.0056712632609156165,0.06312923114397077,-0.08983577271805973,0.08983577271805973,0.029203398116806056,47305.268296601884,0.0
62,2.523,1.500000006319467,47305.253,47305.2548101681,-0.0018101681052939966,0.009429934152447257,0.06312923114397077,0.14937508316775808,0.14937508316775808,0.0018101681052939966,47305.2548101681,0.0
63,2.508,1.4999999994268851,47305.1575,47305.24117302441,-0.0836730244118371,0.031988325568414036,0.06312923114397077,0.5067117876893249,0.5067117876893249,0.0836730244118371,47305.24117302441,0.0
64,2.461,1.4999999999947735,47305.2785,47305.22734524548,0.051154754517483525,0.03464754121927803,0.06312923114397077,0.5488351527719673,0.5488351527719673,0.051154754517483525,47305.22734524548,0.0
66,2.424,1.499999996247642,47305.3015,47305.212989005624,0.0885109943774296,0.03660728632934883,0.06428397053609078,0.5694621228910635,0.5694621228910635,0.0885109943774296,47305.212989005624,0.0
67,2.394,1.5000000043050743,47305.301,47305.1978824878,0.10311751219705911,0.03661118737767942,0.06504298602985752,0.5628767929085131,0.5628767929085131,0.10311751219705911,47305.1978824878,0.0
68,2.387,1.4999999980716787,47305.256,47305.181899678835,0.0741003211660427,0.04194590822508973,0.07112410715055399,0.5897565523922785,0.5897565523922785,0.0741003211660427,47305.181899678835,0.0
69,2.357,1.499999997549473,47305.1995,47305.16499729552,0.034502704482292756,0.06272107600266787,0.07196207885346909,0.8715851042933602,0.8715851042933602,0.034502704482292756,47305.16499729552,0.0
71,2.335,1.5000000024418854,47305.1815,47305.147140915375,0.03435908462415682,0.06288343691671293,0.07262170929567219,0.8659041149897638,0.8659041149897638,0.03435908462415682,47305.147140915375,0.0
72,2.314,1.5000000023750582,47305.1575,47305.12826149245,0.029238507551781368,0.05878035762321411,0.07262170929567219,0.8094047660582545,0.8094047660582545,0.029238507551781368,47305.12826149245,0.0
73,2.341,1.4999999983094718,47305.1545,47305.108297680476,0.04620231952139875,0.06473487526495268,0.07262170929567219,0.891398397156847,0.891398397156847,0.04620231952139875,47305.108297680476,0.0
74,2.35,1.4999999928602266,47305.1905,47305.08719651441,0.10330348558636615,0.06023695447705298,0.07262170929567219,0.8294620859418788,0.8294620859418788,0.10330348558636615,47305.08719651441,0.0
75,2.289,1.499999997743507,47305.1175,47305.06488399726,0.05261600274388911,0.060197056501541134,0.07262170929567219,0.8289126913338641,0.8289126913338641,0.05261600274388911,47305.06488399726,0.0
76,2.246,1.49999999933074,47305.093,47305.041416719265,0.05158328073594021,0.0546339955924648,0.07316693783775893,0.7467033226620846,0.7467033226620846,0.05158328073594021,47305.041416719265,0.0
77,2.206,1.5000000013575423,47305.1735,47305.016791829024,0.15670817097270628,0.05227116714781409,0.07316693783775893,0.7144096595066022,0.7144096595066022,0.15670817097270628,47305.016791829024,0.0
78,2.221,1.500000002708911,47305.0245,47304.990880965925,0.033619034074945375,0.04982352152647865,0.07316693783775893,0.6809567681643012,0.6809567681643012,0.033619034074945375,47304.990880965925,0.0
79,2.2,1.4999999991980473,47304.998,47304.9638563773,0.034143622702686116,0.04894660467754067,0.07316693783775893,0.6689716164707527,0.6689716164707527,0.034143622702686116,47304.9638563773,0.0
80,2.184,1.5000000023304034,47304.92,47304.935708463556,-0.015708463557530195,0.03695876603887882,0.07499816935983786,0.49279557560334997,0.49279557560334997,0.015708463557530195,47304.935708463556,0.0
81,2.23,1.4999999978261007,47304.9145,47304.90652694845,0.007973051549925003,0.02705174993105983,0.07605147742089903,0.35570314803149344,0.35570314803149344,0.007973051549925003,47304.90652694845,0.0
83,2.163,1.50000000478478,47304.9005,47304.876326491074,0.02417350892937975,-0.0007496209226600411,0.07742592562913049,-0.009681781865298179,0.009681781865298179,0.02417350892937975,47304.876326491074,0.0
84,2.138,1.499999996717171,47304.9405,47304.84508876605,0.09541123394592432,-0.016707498537370056,0.0793900881374153,-0.2104481671370771,0.2104481671370771,0.09541123394592432,47304.84508876605,0.0
86,2.126,1.5000000041873225,47304.7575,47304.812774545004,-0.05527454500406748,-0.031678628415748894,0.08031539240772738,-0.3944278607882516,0.3944278607882516,0.05527454500406748,47304.812774545004,0.0
88,2.095,1.4999999990963373,47304.742,47304.77957986423,-0.037579864234430715,-0.03957313134984967,0.0814235108256049,-0.4860160284000586,0.4860160284000586,0.037579864234430715,47304.77957986423,0.0
89,2.132,1.5000000008600156,47304.652,47304.74550416671,-0.09350416671077255,-0.04462051396856421,0.0840471510765749,-0.5308985896251344,0.5308985896251344,0.09350416671077255,47304.74550416671,0.0
90,2.042,1.4999999973390252,47304.6005,47304.71050186446,-0.11000186445744475,-0.0679819419634037,0.08414568726078044,-0.8079076204192996,0.8079076204192996,0.11000186445744475,47304.71050186446,0.0
91,2.033,1.5000000007637344,47304.574,47304.6745965462,-0.1005965462027234,-0.0927213635489655,0.08434259476875158,-1.0993420798018678,1.0993420798018678,0.1005965462027234,47304.6745965462,0.0
92,2.058,1.5000000035970678,47304.551,47304.637758989964,-0.0867589899644372,-0.08995355041972491,0.0895615055199727,-1.00437738174985,1.00437738174985,0.0867589899644372,47304.637758989964,0.0
93,2.018,1.4999999984130847,47304.5625,47304.59995339202,-0.03745339201850584,-0.0934764960442812,0.09127265304040193,-1.0241457099193088,1.0241457099193088,0.03745339201850584,47304.59995339202,0.0
96,2.027,1.4999999939346804,47304.375,47304.561079343024,-0.18607934302417561,-0.0908639376963644,0.09238181224430882,-0.9835695521545917,0.9835695521545917,0.18607934302417561,47304.561079343024,0.0
97,1.975,1.499999998628918,47304.394,47304.521243560324,-0.12724356032413198,-0.08363051887459329,0.09238181224430882,-0.905270386485034,0.905270386485034,0.12724356032413198,47304.521243560324,0.0
99,2.01733333333333,1.4999999972274114,47304.45,47304.48036422684,-0.03036422684090212,-0.08333948796563265,0.09238181224430882,-0.9021200812259101,0.9021200812259101,0.03036422684090212,47304.48036422684,0.0
100,1.965,1.499999995250954,47304.369000000006,47304.43828637486,-0.06928637485543732,-0.06368862395902397,0.09238181224430882,-0.689406522905135,0.689406522905135,0.06928637485543732,47304.43828637486,0.0
101,1.959,1.500000005632394,47304.325,47304.39499114158,-0.06999114157952135,-0.048528843304666225,0.09238181224430882,-0.5253073318839969,0.5253073318839969,0.06999114157952135,47304.39499114158,0.0
103,1.922,1.4999999962638473,47304.3055,47304.350401095064,-0.04490109506150475,-0.012819817917867718,0.09238181224430882,-0.13876993324145884,0.13876993324145884,0.04490109506150475,47304.350401095064,0.0
104,1.935,1.500000001735684,47304.2065,47304.30447726802,-0.09797726802207762,0.017616973442070756,0.09238181224430882,0.1906974220800269,0.1906974220800269,0.09797726802207762,47304.30447726802,0.0
105,1.929,1.4999999964555208,47304.3475,47304.25740121391,0.09009878609504085,0.0400479899698338,0.09238181224430882,0.4335051347977963,0.4335051347977963,0.09009878609504085,47304.25740121391,0.0
106,1.96216666666667,1.5000000015794348,47304.308,47304.20901536613,0.09898463387071388,0.07160324816908946,0.09274351295715266,0.7720566742190371,0.7720566742190371,0.09898463387071388,47304.20901536613,0.0
107,1.898,1.5000000000285614,47304.2945,47304.15919811455,0.13530188545701094,0.10043522422832514,0.09274351295715266,1.0829353021674522,1.0829353021674522,0.13530188545701094,47304.15919811455,0.0
108,1.94083333333333,1.4999999967159237,47304.2545,47304.10781243809,0.1466875619153143,0.12614161484574046,0.09274351295715266,1.3601125385881994,1.3601125385881994,0.1466875619153143,47304.10781243809,0.0
109,1.913,1.499999999531698,47304.2265,47304.05498507809,0.17151492190896533,0.14747766837535892,0.09274351295715266,1.5901669418484647,1.5901669418484647,0.17151492190896533,47304.05498507809,0.0
110,1.892,1.499999995754967,47304.215500000006,47304.00078905107,0.21471094893786358,0.14808342232572613,0.09274351295715266,1.5966984385650822,1.5966984385650822,0.21471094893786358,47304.00078905107,0.0
112,1.95494444444444,1.49999999993976,47304.132,47303.942503357044,0.1894966429535998,0.13251900996773555,0.09274351295715266,1.428876325063933,1.428876325063933,0.1894966429535998,47303.942503357044,0.0
113,1.87816666666667,1.4999999974435647,47304.0685,47303.882043579506,0.18645642049523303,0.10067994845060942,0.09274351295715266,1.0855740228119606,1.0855740228119606,0.18645642049523303,47303.882043579506,0.0
119,1.876,1.4999999969263742,47303.9135,47303.81945278626,0.09404721374448854,0.06246830504905018,0.09274351295715266,0.673559832458691,0.673559832458691,0.09404721374448854,47303.81945278626,0.0
120,1.882,1.499999999506863,47303.8505,47303.75494942835,0.0955505716483458,0.00016643351167052364,0.09274351295715266,0.001794556906070785,0.001794556906070785,0.0955505716483458,47303.75494942835,0.0
122,1.87,1.499999997681087,47303.6475,47303.68859507735,-0.041095077351201326,-0.051269034502588004,0.09274351295715266,-0.5528045344397748,0.5528045344397748,0.041095077351201326,47303.68859507735,0.0
123,1.861,1.5000000016382276,47303.4695,47303.6207496682,-0.15124966819712427,-0.08932975061826356,0.09274351295715266,-0.9631913626081184,0.9631913626081184,0.15124966819712427,47303.6207496682,0.0
125,1.855,1.5000000070683823,47303.3545,47303.5517172287,-0.19721722869871883,-0.1298939285398875,0.09274351295715266,-1.4005715806764647,1.4005715806764647,0.19721722869871883,47303.5517172287,0.0
130,1.839,1.4999999941678115,47303.0925,47303.481701921926,-0.3892019219274516,-0.13429855405734592,0.09274351295715266,-1.448064126268234,1.448064126268234,0.3892019219274516,47303.481701921926,0.0
132,1.84366666666667,1.5000000050630489,47303.163,47303.41120826319,-0.24820826319046319,-0.13187189415718117,0.09274351295715266,-1.4218988471798104,1.4218988471798104,0.24820826319046319,47303.41120826319,0.0
133,1.845,1.5000000000161655,47303.187,47303.340049802086,-0.1530498020874802,-0.10499011826969865,0.09403920572291875,-1.1164505002205798,1.1164505002205798,0.1530498020874802,47303.340049802086,0.0
134,1.824,1.4999999983179184,47303.0895,47303.2681211808,-0.17862118079938227,-0.06736961609405828,0.09731707260262482,-0.6922692421004987,0.6922692421004987,0.17862118079938227,47303.2681211808,0.0
137,1.787,1.4999999963285593,47303.25,47303.19559441591,0.05440558408736251,-0.022931080087598983,0.10450292316094757,-0.2194300350075591,0.2194300350075591,0.05440558408736251,47303.19559441591,0.0
138,1.815,1.5000000012961492,47303.2395,47303.12210948925,0.11739051074982854,0.04625110237975605,0.10553132387853159,0.4382689487814242,0.4382689487814242,0.11739051074982854,47303.12210948925,0.0
139,1.83,1.500000003499417,47303.2485,47303.047659094365,0.20084090563614154,0.0870373966059156,0.10944326635678348,0.7952741132759592,0.7952741132759592,0.20084090563614154,47303.047659094365,0.0
140,1.808,1.4999999983982537,47303.1595,47302.97216514862,0.18733485138363903,0.10911099176478779,0.11381771570374645,0.9586468247947474,0.9586468247947474,0.18733485138363903,47302.97216514862,0.0
142,1.802,1.4999999983395045,47303.0985,47302.89577040464,0.20272959535941482,0.14010955776838172,0.11435847180725346,1.225178647057567,1.225178647057567,0.20272959535941482,47302.89577040464,0.0
143,1.771,1.4999999992351287,47303.052,47302.818562279725,0.23343772027874365,0.1487368947863514,0.11633729856926706,1.2784970651333603,1.2784970651333603,0.23343772027874365,47302.818562279725,0.0
148,1.793,1.4999999999291418,47302.8595,47302.740631615154,0.11886838484497275,0.14781415789426924,0.11777073399033347,1.2551009311566463,1.2551009311566463,0.11886838484497275,47302.740631615154,0.0
