sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,lowrank_component,sparse_component
0,2.523,1.5000000040655377,47394.909,47394.422599884194,0.4864001158057363,0.42099193598114654,0.4350231031273079,0.9677461563643548,0.9677461563643548,0.4864001158057363,47394.422599884194,0.0
1,2.545,1.500000003422216,47394.806500000006,47394.434872029844,0.3716279701620806,0.41610754520540166,0.4278504982021942,0.9725536068179521,0.9725536068179521,0.3716279701620806,47394.434872029844,0.0
2,2.501,1.5000000034704926,47394.9175,47394.450352546526,0.4671474534770823,0.4253492067634527,0.4206778932770804,1.0111042523532263,1.0111042523532263,0.4671474534770823,47394.450352546526,0.0
3,2.508,1.4999999988656092,47394.819,47394.46583623796,0.3531637620399124,0.43088465753135097,0.40282627493488327,1.0696538044868185,1.0696538044868185,0.3531637620399124,47394.46583623796,0.0
4,2.486,1.499999995328911,47394.9095,47394.48287962158,0.42662037842092104,0.4273432694842793,0.38497465659268615,1.1100555898057993,1.1100555898057993,0.42662037842092104,47394.48287962158,0.0
6,2.471,1.5000000040435948,47394.892,47394.50031440867,0.39168559132667724,0.41472549010440063,0.40282627493488327,1.0295393223082105,1.0295393223082105,0.39168559132667724,47394.50031440867,0.0
8,2.477,1.4999999927842589,47394.999500000005,47394.51870082389,0.48079917611175915,0.42170341703119146,0.4206778932770804,1.0024377885562805,1.0024377885562805,0.48079917611175915,47394.51870082389,0.0
9,2.455,1.5000000078780835,47395.007,47394.53736718709,0.4696328129066387,0.41257618883213987,0.4278504982021942,0.9642998911202951,0.9642998911202951,0.4696328129066387,47394.53736718709,0.0
11,2.461,1.5000000043457349,47394.9555,47394.55648783489,0.3990121651077061,0.40690668859962087,0.4350231031273079,0.9353679969510519,0.9353679969510519,0.3990121651077061,47394.55648783489,0.0
12,2.418,1.4999999981870458,47394.9495,47394.576659898616,0.3728401013868279,0.39209746043585864,0.4518885865956542,0.8676861334112514,0.8676861334112514,0.3728401013868279,47394.576659898616,0.0
13,2.434,1.500000006855103,47395.0325,47394.5980706875,0.43442931250319816,0.36419194566163543,0.4687540700640005,0.7769360714284809,0.7769360714284809,0.43442931250319816,47394.5980706875,0.0
14,2.492,1.499999994098543,47395.0055,47394.620497600314,0.385002399685618,0.33462661262456095,0.47576860615356464,0.7033389935706539,0.7033389935706539,0.385002399685618,47394.620497600314,0.0
16,2.424,1.5000000074980144,47394.946500000005,47394.64436174006,0.30213825994724175,0.30336294181890683,0.48278314224312874,0.6283627477326741,0.6283627477326741,0.30213825994724175,47394.64436174006,0.0
17,2.409,1.5000000049433202,47394.9635,47394.67016267505,0.29333732494706055,0.27570029214661596,0.4861809626924228,0.567073401269796,0.567073401269796,0.29333732494706055,47394.67016267505,0.0
20,2.44,1.499999998976281,47394.8385,47394.69796404164,0.14053595835866872,0.24637996091688466,0.48957878314171677,0.5032488526888753,0.5032488526888753,0.14053595835866872,47394.69796404164,0.0
