sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,lowrank_component,sparse_component
0,2.394,1.4999999919237772,47407.0745,47406.46926648608,0.6052335139247589,0.4929390711855376,0.2813297075243604,1.7521756785776132,1.7521756785776132,0.6052335139247589,47406.46926648608,0.0
1,2.3155,1.4999999994514277,47407.077000000005,47406.528701289804,0.5482987102004699,0.49470501078637125,0.2757451485753758,1.794066054624138,1.794066054624138,0.5482987102004699,47406.528701289804,0.0
2,2.35,1.5000000001809624,47407.0585,47406.59405760941,0.4644423905920121,0.48702063127815826,0.2701605896263912,1.802707907736157,1.802707907736157,0.4644423905920121,47406.59405760941,0.0
3,2.366,1.4999999956776409,47407.0485,47406.66448374505,0.384016254945891,0.47374706944628997,0.2693753195163593,1.7586877309207947,1.7586877309207947,0.384016254945891,47406.66448374505,0.0
5,2.357,1.4999999971362017,47407.2015,47406.73879551374,0.4627044862645562,0.46422799821367433,0.2685900494063273,1.7283886697953683,1.7283886697953683,0.4627044862645562,47406.73879551374,0.0
9,2.283,1.4999999935511286,47407.3185,47406.81496529121,0.5035347087905393,0.42969525389667573,0.255475360837887,1.681944014042672,1.681944014042672,0.5035347087905393,47406.81496529121,0.0
10,2.3275,1.5000000043110442,47407.3345,47406.89358564577,0.44091435422888026,0.38111218560111915,0.24236067226944674,1.5725001174176234,1.5725001174176234,0.44091435422888026,47406.89358564577,0.0
11,2.326,1.5000000029740066,47407.3565,47406.97566786338,0.38083213662321214,0.35155269916948684,0.23830472272474176,1.4752233826920595,1.4752233826920595,0.38083213662321214,47406.97566786338,0.0
12,2.335,1.500000005413341,47407.4495,47407.06142457165,0.38807542835274944,0.31725558531777803,0.23424877318003684,1.3543532416878212,1.3543532416878212,0.38807542835274944,47407.06142457165,0.0
13,2.314,1.5000000054022085,47407.445,47407.15056118493,0.2944388150717714,0.2673288551814039,0.23102692833163904,1.1571328810538202,1.1571328810538202,0.2944388150717714,47407.15056118493,0.0
14,2.32,1.49999999308776,47407.3545,47407.24344890446,0.11105109554046066,0.2017465531963454,0.22780508348324124,0.885610409177665,0.885610409177665,0.11105109554046066,47407.24344890446,0.0
20,2.301,1.4999999988712174,47407.539,47407.34059298729,0.19840701270732097,0.12768335919908066,0.22577889239953775,0.5655238974825535,0.5655238974825535,0.19840701270732097,47407.34059298729,0.0
21,2.298,1.500000005128342,47407.516,47407.44065776972,0.07534223028051201,0.06505905452003288,0.2237527013158343,0.29076321375088066,0.29076321375088066,0.07534223028051201,47407.44065776972,0.0
22,2.273,1.499999997412688,47407.557,47407.54363608496,0.013363915037189145,-0.0011817639234424052,0.22577889239953775,-0.005234164765726456,0.005234164765726456,0.013363915037189145,47407.54363608496,0.0
23,2.252,1.499999998629171,47407.5625,47407.649206009075,-0.08670600907498738,-0.06109816650455792,0.22780508348324124,-0.26820370103397045,0.26820370103397045,0.08670600907498738,47407.649206009075,0.0
25,2.23,1.4999999972198683,47407.5315,47407.757154391744,-0.22565439174650237,-0.10732750376822271,0.23102692833163904,-0.4645670725195902,0.4645670725195902,0.22565439174650237,47407.757154391744,0.0
27,2.237,1.5000000051780886,47407.6845,47407.86728660549,-0.1827866054882179,-0.16152203923815656,0.23424877318003684,-0.6895320604903036,0.6895320604903036,0.1827866054882179,47407.86728660549,0.0
30,2.26475,1.4999999988676196,47407.7705,47407.97859193764,-0.20809193763852818,-0.19514492077319623,0.23830472272474176,-0.8188881804017033,0.8188881804017033,0.20809193763852818,47407.97859193764,0.0
32,2.246,1.5000000009448295,47407.8455,47408.09030880816,-0.24480880815826822,-0.22426541889419443,0.24236067226944674,-0.9253375013123634,0.9253375013123634,0.24480880815826822,47408.09030880816,0.0
35,2.289,1.4999999981858203,47407.897,47408.20201293983,-0.30501293983252253,-0.25067228011256604,0.255475360837887,-0.981199436573577,0.981199436573577,0.30501293983252253,47408.20201293983,0.0
40,2.267,1.4999999962824273,47408.024000000005,47408.31334380653,-0.28934380652208347,-0.23427450850431342,0.2685900494063273,-0.8722382270755653,0.8722382270755653,0.28934380652208347,47408.31334380653,0.0
41,2.22066666666667,1.5000000024846218,47408.196500000005,47408.42376370354,-0.22726370353484526,-0.21986892703070124,0.2693753195163593,-0.8162177864900815,0.8162177864900815,0.22726370353484526,47408.42376370354,0.0
42,2.20883333333333,1.5000000011560577,47408.284,47408.53272056805,-0.24872056805179454,-0.20372336660026727,0.2701605896263912,-0.7540824769519459,0.7540824769519459,0.24872056805179454,47408.53272056805,0.0
44,2.2,1.5000000001947171,47408.3155,47408.63986776004,-0.32436776004033163,-0.18572547112206747,0.2757451485753758,-0.6735403037246867,0.6735403037246867,0.32436776004033163,47408.63986776004,0.0
50,2.221,1.4999999921093308,47408.667,47408.74507444727,-0.07807444727222901,-0.14802612580549773,0.2813297075243604,-0.5261659961477055,0.5261659961477055,0.07807444727222901,47408.74507444727,0.0
54,2.215,1.5000000007202523,47408.794,47408.84713637223,-0.05313637222570833,-0.1318193142303951,0.2888812562905305,-0.4563096821270509,0.4563096821270509,0.05313637222570833,47408.84713637223,0.0
57,2.206,1.50000000304486,47408.883,47408.945781893766,-0.06278189376462251,-0.12506537816807395,0.2813297075243604,-0.44455091241028827,0.44455091241028827,0.06278189376462251,47408.945781893766,0.0
62,2.258,1.5000000069996249,47408.958,47409.04082774885,-0.08282774885446997,-0.12839717526771388,0.2888812562905305,-0.4444635035046499,0.4444635035046499,0.08282774885446997,47409.04082774885,0.0
69,2.28983333333333,1.4999999991584134,47409.1665,47409.13221883198,0.03428116801660508,-0.12390629016509694,0.2964328050567007,-0.4179911536491264,0.4179911536491264,0.03428116801660508,47409.13221883198,0.0
70,2.28316666666667,1.4999999984753716,47409.076,47409.21948250235,-0.1434825023461599,-0.1533698890149632,0.2983604925926806,-0.5140422167902189,0.5140422167902189,0.1434825023461599,47409.21948250235,0.0
75,2.304,1.5000000002063651,47409.1365,47409.302978278974,-0.16647827897395473,-0.17178156952690593,0.30028818012866054,-0.5720557147913878,0.5720557147913878,0.16647827897395473,47409.302978278974,0.0
78,2.33077777777778,1.4999999962854986,47409.10400000001,47409.382706741955,-0.2787067419485538,-0.13265075093335732,0.30637474278103966,-0.4329689507994474,0.4329689507994474,0.2787067419485538,47409.382706741955,0.0
79,2.269,1.4999999928159056,47409.175,47409.45894979412,-0.28394979411677923,-0.0883036701860773,0.3124613054334188,-0.2826067377001777,0.2826067377001777,0.28394979411677923,47409.45894979412,0.0
81,2.341,1.4999999961596486,47409.1885,47409.53174683692,-0.34324683692102553,-0.061715051173652884,0.3137780308773461,-0.19668378630936376,0.19668378630936376,0.34324683692102553,47409.53174683692,0.0
84,2.30633333333333,1.499999993195983,47409.3825,47409.60134149683,-0.21884149683319265,-0.01268923868014503,0.3150947563212733,-0.04027118327290402,0.04027118327290402,0.21884149683319265,47409.60134149683,0.0
101,2.19,1.5000000004840175,47409.957,47409.667604526425,0.289395473577315,0.03796348527410171,0.31718870116954034,0.11968738209817213,0.11968738209817213,0.289395473577315,47409.667604526425,0.0
103,2.169,1.5000000037025456,47410.046,47409.72970402213,0.3162959778710501,0.0999855212560053,0.3192826460178073,0.3131567672188134,0.3131567672188134,0.3162959778710501,47409.72970402213,0.0
104,2.184,1.4999999919283782,47410.0615,47409.787921260875,0.2735787391284248,0.17742490807803632,0.3260614464799887,0.5441456203836272,0.5441456203836272,0.2735787391284248,47409.787921260875,0.0
106,2.178,1.5000000021820468,47410.1405,47409.842750189906,0.2977498100954108,0.25596047659928445,0.33284024694217,0.7690190082203514,0.7690190082203514,0.2977498100954108,47409.842750189906,0.0
107,2.147,1.50000000554306,47410.184,47409.89460376339,0.28939623661426594,0.31632916870067773,0.3260614464799887,0.9701520131117118,0.9701520131117118,0.28939623661426594,47409.89460376339,0.0
109,2.126,1.499999998238179,47410.2235,47409.94400841811,0.27949158188857837,0.3225122839083067,0.3192826460178073,1.0101152941783103,1.0101152941783103,0.27949158188857837,47409.94400841811,0.0
114,2.116,1.499999999359353,47410.4045,47409.991495312715,0.4130046872815001,0.3170003703562543,0.31718870116954034,0.9994062499307458,0.9994062499307458,0.4130046872815001,47409.991495312715,0.0
115,2.11,1.5000000024208235,47410.401,47410.03742672023,0.3635732797702076,0.3070597671596463,0.3150947563212733,0.9744997687189866,0.9744997687189866,0.3635732797702076,47410.03742672023,0.0
120,2.064,1.4999999952854255,47410.40700000001,47410.08252326793,0.32447673207934713,0.30025630971552647,0.3137780308773461,0.9569067307739425,0.9569067307739425,0.32447673207934713,47410.08252326793,0.0
123,2.086,1.4999999964912172,47410.4725,47410.12745648956,0.3450435104459757,0.29058431021096315,0.3150947563212733,0.9222124595265587,0.9222124595265587,0.3450435104459757,47410.12745648956,0.0
125,2.0865,1.4999999991094957,47410.4395,47410.1728112441,0.2666887559025781,0.2688492030809155,0.31718870116954034,0.8476001890660445,0.8476001890660445,0.2666887559025781,47410.1728112441,0.0
126,2.03933333333333,1.4999999993801276,47410.4035,47410.21938668964,0.18411331035895273,0.22771777336553592,0.3192826460178073,0.7132168823006918,0.7132168823006918,0.18411331035895273,47410.21938668964,0.0
127,2.107,1.500000001978005,47410.5045,47410.267981306904,0.23651869309833273,0.19343851124803121,0.3260614464799887,0.5932578455266807,0.5932578455266807,0.23651869309833273,47410.267981306904,0.0
128,2.062,1.4999999998201607,47410.5215,47410.31915175893,0.20234824107319582,0.17289259885486294,0.33284024694217,0.5194461921094011,0.5194461921094011,0.20234824107319582,47410.31915175893,0.0
129,2.018,1.5000000008503915,47410.4575,47410.37362438228,0.08387561771814944,0.1408261706092162,0.3374068144775694,0.4173779679798917,0.4173779679798917,0.08387561771814944,47410.37362438228,0.0
130,2.042,1.5000000004971568,47410.475000000006,47410.43217818016,0.042821819843084086,0.11926230029510204,0.33284024694217,0.35831694451249313,0.35831694451249313,0.042821819843084086,47410.43217818016,0.0
132,2.027,1.500000006136655,47410.5505,47410.495440079285,0.05505992071266519,0.10176764979486405,0.3192826460178073,0.3187384314936684,0.3187384314936684,0.05505992071266519,47410.495440079285,0.0
136,2.033,1.500000000294189,47410.7035,47410.56393647946,0.13956352054083254,0.06950444268618917,0.31771362600768865,0.21876443752055874,0.21876443752055874,0.13956352054083254,47410.56393647946,0.0
138,2.012,1.500000005477007,47410.6945,47410.63805434376,0.056445656235155184,0.04809412942510486,0.3150947563212733,0.15263386159326522,0.15263386159326522,0.056445656235155184,47410.63805434376,0.0
139,1.996,1.5000000007790335,47410.791,47410.71838607692,0.0726139230755507,0.04522403397034699,0.3124613054334188,0.1447348301499803,0.1447348301499803,0.0726139230755507,47410.71838607692,0.0
141,2.01716666666667,1.4999999966167863,47410.832,47410.805338544145,0.02666145585681079,0.04343197510105609,0.30863323809967014,0.14072358300900226,0.14072358300900226,0.02666145585681079,47410.805338544145,0.0
