sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,lowrank_component,sparse_component
0,5.39594512649484,1.4999999954280332,47271.983,47271.85783616946,0.12516383054025937,0.07533636442385613,0.0724194617633402,1.040277883727555,1.040277883727555,0.12516383054025937,47271.85783616946,0.0
1,5.39281547304389,1.49999999913311,47271.9725,47271.8575218109,0.1149781890999293,0.0689080556379243,0.07320292366046668,0.9413292829332468,0.9413292829332468,0.1149781890999293,47271.8575218109,0.0
2,5.38965847380213,1.5000000018321047,47271.9245,47271.85729538432,0.06720461568329483,0.0643950591599735,0.0724194617633402,0.8891954951337573,0.8891954951337573,0.06720461568329483,47271.85729538432,0.0
3,5.3864734403752,1.4999999988083077,47271.8715,47271.857118191096,0.014381808905454818,0.05161690178192657,0.07139352679076352,0.7229913425232898,0.7229913425232898,0.014381808905454818,47271.857118191096,0.0
4,5.38325951072395,1.4999999991246489,47271.912,47271.857046622106,0.05495337789034238,0.04345463408066684,0.07036759181818683,0.6175376044265279,0.6175376044265279,0.05495337789034238,47271.857046622106,0.0
5,5.38001565801986,1.5000000018220725,47271.8935,47271.85673348829,0.03676651170826517,0.02036920787294447,0.06786345283164921,0.30014988956537386,0.30014988956537386,0.03676651170826517,47271.85673348829,0.0
6,5.37674070238052,1.5000000073303534,47271.893500000006,47271.85618291971,0.037317080292268656,0.002960476434964221,0.06535931384511158,0.045295402610559136,0.045295402610559136,0.037317080292268656,47271.85618291971,0.0
7,5.37343332172586,1.4999999992332922,47271.817500000005,47271.85533019987,-0.03783019986440195,-0.01744352038319145,0.0651908237936487,-0.26757631470352594,0.26757631470352594,0.03783019986440195,47271.85533019987,0.0
8,5.37009207580135,1.5000000087107568,47271.8325,47271.854343507526,-0.021843507529411,-0.021807227994334728,0.06535931384511158,-0.3336514218312247,0.3336514218312247,0.021843507529411,47271.854343507526,0.0
9,5.3667154197277,1.5000000020451376,47271.7705,47271.85310500533,-0.08260500532924198,-0.03100646437410938,0.06679291653399147,-0.46421785397452936,0.46421785397452936,0.08260500532924198,47271.85310500533,0.0
10,5.36330172997782,1.500000003525661,47271.81,47271.85170039384,-0.041700393841892947,-0.03445429566636449,0.06822651922287136,-0.5049985849903139,0.5049985849903139,0.041700393841892947,47271.85170039384,0.0
11,5.35984931774918,1.500000000217813,47271.7335,47271.84993135568,-0.11643135568010621,-0.04594448587158695,0.0692970555205291,-0.6630077645647728,0.6630077645647728,0.11643135568010621,47271.84993135568,0.0
12,5.35635645249411,1.4999999976947322,47271.823,47271.84789155959,-0.02489155959483469,-0.03206592717954967,0.07036759181818683,-0.45569169486999667,0.45569169486999667,0.02489155959483469,47271.84789155959,0.0
13,5.35282138662654,1.5000000011044972,47271.8175,47271.845339749525,-0.027839749527629465,-0.02119518547018136,0.07139352679076352,-0.29687825245416327,0.29687825245416327,0.027839749527629465,47271.845339749525,0.0
